"peak_number","unique_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","mass_list_name","mass_list_match"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","14_digester1b",6161527.04095578,7.9,"2","digesterA","kps_pharmaceuticals_oct22","Multiple matches found"
2401,"(E)-Squalene_23.253","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.24,410.39135,411.39863,23.253,19941700.889182,0,NA,NA,"DDA for preferred ion","[M+H]+1","13_digester1a",4434333.83943389,6.5,"1","digesterA","kps_pharmaceuticals_oct22","Multiple matches found"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","17_digester3a",8862400.92986693,6.1,"1","digesterC","kps_pharmaceuticals_oct22","Multiple matches found"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","18_digester3b",6956009.2297585,7.9,"2","digesterC","kps_pharmaceuticals_oct22","Multiple matches found"
2219,"(E)-Squalene_23.435","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.1,410.39129,411.39857,23.435,22069629.8964539,0,NA,NA,"DDA for preferred ion","[M+H]+1","17_digester3a",10022457.3754641,6.6,"1","digesterC","kps_pharmaceuticals_oct22","Multiple matches found"
2219,"(E)-Squalene_23.435","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.1,410.39129,411.39857,23.435,22069629.8964539,0,NA,NA,"DDA for preferred ion","[M+H]+1","18_digester3b",10172015.7510643,6.1,"2","digesterC","kps_pharmaceuticals_oct22","Multiple matches found"
2401,"(E)-Squalene_23.253","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.24,410.39135,411.39863,23.253,19941700.889182,0,NA,NA,"DDA for preferred ion","[M+H]+1","17_digester3a",6993693.28630438,5.2,"1","digesterC","kps_pharmaceuticals_oct22","Multiple matches found"
2401,"(E)-Squalene_23.253","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.24,410.39135,411.39863,23.253,19941700.889182,0,NA,NA,"DDA for preferred ion","[M+H]+1","18_digester3b",4787543.19127219,7.1,"2","digesterC","kps_pharmaceuticals_oct22","Multiple matches found"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","19_digester4a",8020771.77090221,7.4,"1","digesterD","kps_pharmaceuticals_oct22","Multiple matches found"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","20_digester4b",8844372.91002757,8.8,"2","digesterD","kps_pharmaceuticals_oct22","Multiple matches found"
2219,"(E)-Squalene_23.435","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.1,410.39129,411.39857,23.435,22069629.8964539,0,NA,NA,"DDA for preferred ion","[M+H]+1","19_digester4a",8900366.90983534,8.3,"1","digesterD","kps_pharmaceuticals_oct22","Multiple matches found"
2219,"(E)-Squalene_23.435","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.1,410.39129,411.39857,23.435,22069629.8964539,0,NA,NA,"DDA for preferred ion","[M+H]+1","20_digester4b",7966888.64034575,7.9,"2","digesterD","kps_pharmaceuticals_oct22","Multiple matches found"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","7_newdry_a",24779321.9804582,8.6,"1","newdry","kps_pharmaceuticals_oct22","Multiple matches found"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","8_newdry_b",28870139.1671786,9.1,"2","newdry","kps_pharmaceuticals_oct22","Multiple matches found"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","9_newdry_c",32693787.0173794,9.1,"3","newdry","kps_pharmaceuticals_oct22","Multiple matches found"
2219,"(E)-Squalene_23.435","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.1,410.39129,411.39857,23.435,22069629.8964539,0,NA,NA,"DDA for preferred ion","[M+H]+1","7_newdry_a",21298358.9682498,6.4,"1","newdry","kps_pharmaceuticals_oct22","Multiple matches found"
2219,"(E)-Squalene_23.435","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.1,410.39129,411.39857,23.435,22069629.8964539,0,NA,NA,"DDA for preferred ion","[M+H]+1","8_newdry_b",14596291.2827075,8.3,"2","newdry","kps_pharmaceuticals_oct22","Multiple matches found"
2219,"(E)-Squalene_23.435","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.1,410.39129,411.39857,23.435,22069629.8964539,0,NA,NA,"DDA for preferred ion","[M+H]+1","9_newdry_c",22069629.8964539,9.1,"3","newdry","kps_pharmaceuticals_oct22","Multiple matches found"
2401,"(E)-Squalene_23.253","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.24,410.39135,411.39863,23.253,19941700.889182,0,NA,NA,"DDA for preferred ion","[M+H]+1","7_newdry_a",7571955.06143724,7.4,"1","newdry","kps_pharmaceuticals_oct22","Multiple matches found"
2401,"(E)-Squalene_23.253","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.24,410.39135,411.39863,23.253,19941700.889182,0,NA,NA,"DDA for preferred ion","[M+H]+1","8_newdry_b",5426718.26837137,7.9,"2","newdry","kps_pharmaceuticals_oct22","Multiple matches found"
2401,"(E)-Squalene_23.253","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.24,410.39135,411.39863,23.253,19941700.889182,0,NA,NA,"DDA for preferred ion","[M+H]+1","9_newdry_c",8063915.60520295,5.8,"3","newdry","kps_pharmaceuticals_oct22","Multiple matches found"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","10_olddry_a",4342209.65941913,7.1,"1","olddry","kps_pharmaceuticals_oct22","Multiple matches found"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","11_olddry_b",3799412.38944757,7.1,"2","olddry","kps_pharmaceuticals_oct22","Multiple matches found"
1641,"(E)-Squalene_22.105","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.05,410.39127,411.39855,22.105,32693787.0173794,0,NA,NA,"DDA for preferred ion","[M+H]+1","12_olddry_c",3778742.17918586,7.6,"3","olddry","kps_pharmaceuticals_oct22","Multiple matches found"
2219,"(E)-Squalene_23.435","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.1,410.39129,411.39857,23.435,22069629.8964539,0,NA,NA,"DDA for preferred ion","[M+H]+1","10_olddry_a",6335581.13320732,7.4,"1","olddry","kps_pharmaceuticals_oct22","Multiple matches found"
2219,"(E)-Squalene_23.435","(E)-Squalene","C30 H50","Not the top hit","No results","Full match",0.1,410.39129,411.39857,23.435,22069629.8964539,0,NA,NA,"DDA for preferred ion","[M+H]+1","11_olddry_b",6656317.96861373,5.8,"2","olddry","kps_pharmaceuticals_oct22","Multiple matches found"
3656,"(R)-Lisofylline_17.051","(R)-Lisofylline","C13 H20 N4 O3","Not the top hit","No results","Full match",-3.81,280.15247,298.18647,17.051,10339167.6032079,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","15_digester2a",5839311.34379853,7.4,"1","digesterB","kps_pharmaceuticals_oct22","Single match found"
3656,"(R)-Lisofylline_17.051","(R)-Lisofylline","C13 H20 N4 O3","Not the top hit","No results","Full match",-3.81,280.15247,298.18647,17.051,10339167.6032079,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","16_digester2b",3814922.82762181,7.1,"2","digesterB","kps_pharmaceuticals_oct22","Single match found"
5056,"(Z)-Hexadec-9-enoic acid_22.446","(Z)-Hexadec-9-enoic acid","C16 H30 O2","Full match","Partial match","Full match",-0.18,254.22453,255.23181,22.446,3988619.53130132,3,80.5,50.4,"DDA for preferred ion","[M+H]+1","2_feedpump_b",3988619.53130132,6,"2","feedpump","kps_pharmaceuticals_oct22","Single match found"
5413,"(Z)-Hexadec-9-enoic acid_21.735","(Z)-Hexadec-9-enoic acid","C16 H30 O2","Full match","Partial match","Full match",-0.06,254.22457,255.23184,21.735,1827647.85385227,3,74.8,8.7,"DDA for preferred ion","[M+H]+1","3_feedpump_c",1827647.85385227,7.1,"3","feedpump","kps_pharmaceuticals_oct22","Single match found"
2538,"1-Hexadecanesulfonic acid_22.128","1-Hexadecanesulfonic acid","C16 H34 O3 S","Not the top hit","No results","Full match",-1.43,306.22243,630.47914,22.128,18532817.6823268,0,NA,NA,"DDA for preferred ion","[2M+NH4]+1","1_feedpump_a",18532817.6823268,5.9,"1","feedpump","kps_pharmaceuticals_oct22","Single match found"
2538,"1-Hexadecanesulfonic acid_22.128","1-Hexadecanesulfonic acid","C16 H34 O3 S","Not the top hit","No results","Full match",-1.43,306.22243,630.47914,22.128,18532817.6823268,0,NA,NA,"DDA for preferred ion","[2M+NH4]+1","3_feedpump_c",15406671.5552032,8,"3","feedpump","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","4_centrin_a",34710828.9783252,8.4,"1","centrin","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","5_centrin_b",47179281.7102281,7.8,"2","centrin","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","6_centrin_c",40554428.1304653,7.3,"3","centrin","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","13_digester1a",18026345.1409947,6.4,"1","digesterA","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","14_digester1b",24912195.5341524,8.6,"2","digesterA","kps_pharmaceuticals_oct22","Single match found"
3149,"1-oleoylglycerol_21.468","1-oleoylglycerol","C21 H40 O4","Full match","Partial match","Full match",0.28,356.29276,357.30004,21.468,13297749.4977532,2,86.4,79.8,"DDA for preferred ion","[M+H]+1","13_digester1a",13050356.7901227,8.8,"1","digesterA","kps_pharmaceuticals_oct22","Single match found"
3149,"1-oleoylglycerol_21.468","1-oleoylglycerol","C21 H40 O4","Full match","Partial match","Full match",0.28,356.29276,357.30004,21.468,13297749.4977532,2,86.4,79.8,"DDA for preferred ion","[M+H]+1","14_digester1b",12712869.2800265,8.3,"2","digesterA","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","15_digester2a",24179794.3509379,6.4,"1","digesterB","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","16_digester2b",22923906.6285274,6.4,"2","digesterB","kps_pharmaceuticals_oct22","Single match found"
3149,"1-oleoylglycerol_21.468","1-oleoylglycerol","C21 H40 O4","Full match","Partial match","Full match",0.28,356.29276,357.30004,21.468,13297749.4977532,2,86.4,79.8,"DDA for preferred ion","[M+H]+1","15_digester2a",13297749.4977532,8.3,"1","digesterB","kps_pharmaceuticals_oct22","Single match found"
3149,"1-oleoylglycerol_21.468","1-oleoylglycerol","C21 H40 O4","Full match","Partial match","Full match",0.28,356.29276,357.30004,21.468,13297749.4977532,2,86.4,79.8,"DDA for preferred ion","[M+H]+1","16_digester2b",12386791.5767835,8.3,"2","digesterB","kps_pharmaceuticals_oct22","Single match found"
5438,"1-oleoylglycerol_21.634","1-oleoylglycerol","C21 H40 O4","Not the top hit","Partial match","Full match",0.23,356.29274,357.30002,21.634,1549178.36544169,2,79.5,74.8,"DDA for preferred ion","[M+H]+1","16_digester2b",1549178.36544169,5.4,"2","digesterB","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","17_digester3a",30466154.2058436,8.6,"1","digesterC","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","18_digester3b",28572173.8068867,7.5,"2","digesterC","kps_pharmaceuticals_oct22","Single match found"
1217,"1-oleoylglycerol_23.435","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.13,356.29271,379.28192,23.435,45455500.8335829,1,79.7,9,"DDA for preferred ion","[M+Na]+1","17_digester3a",15673009.3823807,5.3,"1","digesterC","kps_pharmaceuticals_oct22","Single match found"
3149,"1-oleoylglycerol_21.468","1-oleoylglycerol","C21 H40 O4","Full match","Partial match","Full match",0.28,356.29276,357.30004,21.468,13297749.4977532,2,86.4,79.8,"DDA for preferred ion","[M+H]+1","17_digester3a",6835294.0841238,7.9,"1","digesterC","kps_pharmaceuticals_oct22","Single match found"
3149,"1-oleoylglycerol_21.468","1-oleoylglycerol","C21 H40 O4","Full match","Partial match","Full match",0.28,356.29276,357.30004,21.468,13297749.4977532,2,86.4,79.8,"DDA for preferred ion","[M+H]+1","18_digester3b",4641885.33476059,7.1,"2","digesterC","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","19_digester4a",38102840.702298,7.8,"1","digesterD","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","20_digester4b",36347652.9461526,7.8,"2","digesterD","kps_pharmaceuticals_oct22","Single match found"
1217,"1-oleoylglycerol_23.435","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.13,356.29271,379.28192,23.435,45455500.8335829,1,79.7,9,"DDA for preferred ion","[M+Na]+1","19_digester4a",22427878.5233603,5.3,"1","digesterD","kps_pharmaceuticals_oct22","Single match found"
3149,"1-oleoylglycerol_21.468","1-oleoylglycerol","C21 H40 O4","Full match","Partial match","Full match",0.28,356.29276,357.30004,21.468,13297749.4977532,2,86.4,79.8,"DDA for preferred ion","[M+H]+1","19_digester4a",6733206.35250915,6.8,"1","digesterD","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","1_feedpump_a",83719929.2397563,8.9,"1","feedpump","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","2_feedpump_b",73010094.079156,8.9,"2","feedpump","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","3_feedpump_c",73502437.0498018,8.9,"3","feedpump","kps_pharmaceuticals_oct22","Single match found"
1217,"1-oleoylglycerol_23.435","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.13,356.29271,379.28192,23.435,45455500.8335829,1,79.7,9,"DDA for preferred ion","[M+Na]+1","1_feedpump_a",45455500.8335829,8.4,"1","feedpump","kps_pharmaceuticals_oct22","Single match found"
1217,"1-oleoylglycerol_23.435","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.13,356.29271,379.28192,23.435,45455500.8335829,1,79.7,9,"DDA for preferred ion","[M+Na]+1","2_feedpump_b",32523529.6305,9.1,"2","feedpump","kps_pharmaceuticals_oct22","Single match found"
1217,"1-oleoylglycerol_23.435","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.13,356.29271,379.28192,23.435,45455500.8335829,1,79.7,9,"DDA for preferred ion","[M+Na]+1","3_feedpump_c",26791969.6413905,8,"3","feedpump","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","7_newdry_a",29512384.2854936,7.5,"1","newdry","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","8_newdry_b",26071292.0408157,7,"2","newdry","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","9_newdry_c",27335546.950475,7.5,"3","newdry","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","10_olddry_a",48743271.4231845,8.4,"1","olddry","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","11_olddry_b",72918264.4811322,7.3,"2","olddry","kps_pharmaceuticals_oct22","Single match found"
668,"1-oleoylglycerol_23.631","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.18,356.29273,379.28193,23.631,83719929.2397563,1,80.4,9,"DDA for preferred ion","[M+Na]+1","12_olddry_c",71097460.1126857,6.7,"3","olddry","kps_pharmaceuticals_oct22","Single match found"
1217,"1-oleoylglycerol_23.435","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.13,356.29271,379.28192,23.435,45455500.8335829,1,79.7,9,"DDA for preferred ion","[M+Na]+1","10_olddry_a",28610650.1527252,5.9,"1","olddry","kps_pharmaceuticals_oct22","Single match found"
1217,"1-oleoylglycerol_23.435","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.13,356.29271,379.28192,23.435,45455500.8335829,1,79.7,9,"DDA for preferred ion","[M+Na]+1","11_olddry_b",28864857.9716481,8,"2","olddry","kps_pharmaceuticals_oct22","Single match found"
1217,"1-oleoylglycerol_23.435","1-oleoylglycerol","C21 H40 O4","Full match","Invalid mass","Full match",0.13,356.29271,379.28192,23.435,45455500.8335829,1,79.7,9,"DDA for preferred ion","[M+Na]+1","12_olddry_c",30663962.1729839,7.5,"3","olddry","kps_pharmaceuticals_oct22","Single match found"
3149,"1-oleoylglycerol_21.468","1-oleoylglycerol","C21 H40 O4","Full match","Partial match","Full match",0.28,356.29276,357.30004,21.468,13297749.4977532,2,86.4,79.8,"DDA for preferred ion","[M+H]+1","10_olddry_a",3837618.78712184,7.1,"1","olddry","kps_pharmaceuticals_oct22","Single match found"
3149,"1-oleoylglycerol_21.468","1-oleoylglycerol","C21 H40 O4","Full match","Partial match","Full match",0.28,356.29276,357.30004,21.468,13297749.4977532,2,86.4,79.8,"DDA for preferred ion","[M+H]+1","12_olddry_c",4417731.49286038,7.1,"3","olddry","kps_pharmaceuticals_oct22","Single match found"
4221,"1-oleoylglycerol_23.263","1-oleoylglycerol","C21 H40 O4","Not the top hit","Invalid mass","Full match",-0.03,356.29265,374.32647,23.263,7704001.24016812,1,83,9.2,"DDA for preferred ion","[M+NH4]+1","10_olddry_a",4484373.92046153,7.1,"1","olddry","kps_pharmaceuticals_oct22","Single match found"
4221,"1-oleoylglycerol_23.263","1-oleoylglycerol","C21 H40 O4","Not the top hit","Invalid mass","Full match",-0.03,356.29265,374.32647,23.263,7704001.24016812,1,83,9.2,"DDA for preferred ion","[M+NH4]+1","12_olddry_c",4361477.23777749,7.1,"3","olddry","kps_pharmaceuticals_oct22","Single match found"
