"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
4860,"3-[(2H-1,3-benzodioxol-5-yl)methyl]-4-[(3,4-dimethoxyphenyl)methyl]oxolan-2-one","C21 H22 O6",-0.02,370.14163,371.14891,19.368,"olddry","mz_cloud",2965509.67360398
854,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",0.02,242.08038,243.08766,13.375,"newdry","mz_cloud",16049973.4404969
854,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",0.02,242.08038,243.08766,13.375,"olddry","mz_cloud",15562035.1923221
3794,"3alpha-Androstanediol","C19 H32 O2",0.27,292.24031,293.24756,22.089,"newdry","kps_psychoactive_substances_v2",8621795.99955419
3140,"4'-Deoxycirramycin�A1_BTM02228","C29 H44 O10",1.22,552.29412,553.3014,15.423,"olddry","itn_cyp_metabolites",13384870.0675135
2514,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]","C18 H18 O4 S",-0.04,330.09257,331.09984,18.563,"olddry","mz_cloud",17417777.2667257
1424,"4-Heptylphenol","C13 H20 O",0.08,192.15143,193.15871,19.111,"newdry","kps_pharmaceuticals_oct22",14451050.2104819
1424,"4-Heptylphenol","C13 H20 O",0.08,192.15143,193.15871,19.111,"olddry","kps_pharmaceuticals_oct22",24271437.4602836
3108,"4-Hexylresorcinol","C12 H18 O2",0.16,194.13071,195.13799,17.551,"olddry","kps_pharmaceuticals_oct22",2079491.08811561
1893,"4-Methoxyamphetamine","C10 H15 N O",0.14,165.11539,166.12266,17.851,"newdry","kps_psychoactive_substances_v2",7377453.98137875
1893,"4-Methoxyamphetamine","C10 H15 N O",0.14,165.11539,166.12266,17.851,"olddry","kps_psychoactive_substances_v2",11379823.1329343
472,"4-Oxosebacic Acid","C10 H16 O5",-0.11,216.09975,239.08898,10.02,"newdry","kps_pharmaceuticals_oct22",10276846.6734374
472,"4-Oxosebacic Acid","C10 H16 O5",-0.11,216.09975,239.08898,10.02,"olddry","kps_pharmaceuticals_oct22",19708493.3293604
146,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2",0.63,333.26699,334.27426,15.514,"newdry","mz_cloud",12890915.4900963
137,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2",0.6,333.26698,334.27426,17.409,"olddry","mz_cloud",255856613.470628
1914,"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","C18 H24 N2 O2",1.09,300.18411,301.19119,17.56,"newdry","mz_cloud",4023452.11516593
1914,"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","C18 H24 N2 O2",1.09,300.18411,301.19119,17.56,"olddry","mz_cloud",27116940.3084395
3618,"4-amino-1-phenyl-6-(phenylimino)-1,2,5,6-tetrahydro-1,3,5-triazin-2-one","C15 H13 N5 O",0.21,279.11207,280.11934,16.097,"olddry","mz_cloud",9221559.57395578
3688,"4-hydroxy-1-phenyl-1,2-dihydroquinolin-2-one","C15 H11 N O2",0.02,237.07898,238.08626,17.895,"olddry","mz_cloud",7188610.76414287
2737,"4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","C12 H14 O3",-0.09,206.09428,207.10155,21.492,"olddry","mz_cloud",2362619.46418481
2637,"4-piperidin-4-ylbutal","C9 H17 N O",0.15,155.13104,156.13831,23.522,"olddry","kps_pharmaceuticals_oct22",3815867.58228741
436,"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","C24 H33 N O3",0.16,383.2461,384.25338,22.476,"newdry","mz_cloud",6593121.87945964
436,"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","C24 H33 N O3",0.16,383.2461,384.25338,22.476,"olddry","mz_cloud",6562968.56674359
263,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",0.64,320.27174,321.27901,22.922,"newdry","mz_cloud",26062748.7887799
263,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",0.64,320.27174,321.27901,22.922,"olddry","mz_cloud",150294793.086984
2334,"5-(4-methylphenyl)-2-phenyl-6H-1,3-thiazin-6-one","C17 H13 N O S",-2.86,279.07099,280.07826,18.246,"newdry","mz_cloud",2248526.18468133
2334,"5-(4-methylphenyl)-2-phenyl-6H-1,3-thiazin-6-one","C17 H13 N O S",-2.86,279.07099,280.07826,18.246,"olddry","mz_cloud",15248028.7214797
791,"5-Methyl-2-[(3S)-1-(1-methyl-4-piperidinyl)-3-pyrrolidinyl]-1,3-benzoxazole","C18 H25 N3 O",0.44,299.19989,300.20717,18.309,"newdry","mz_cloud",9399538.32484575
2549,"5-Methyl-2-[(3S)-1-(1-methyl-4-piperidinyl)-3-pyrrolidinyl]-1,3-benzoxazole","C18 H25 N3 O",0.15,299.19981,300.20708,17.135,"olddry","mz_cloud",18463767.6843619
2289,"5-Phenylvaleric acid","C11 H14 O2",0.07,178.09939,179.10667,19.51,"newdry","kps_pharmaceuticals_oct22",21206439.4094604
1174,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","C24 H32 O7",0.08,432.21484,433.22211,22.695,"newdry","mz_cloud",7782916.93351085
1174,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","C24 H32 O7",0.08,432.21484,433.22211,22.695,"olddry","mz_cloud",8218896.58310507
2422,"6-Allyl-o-cresol","C10 H12 O",0.26,148.08885,149.09613,18.702,"olddry","itn_cyp_metabolites",1693626.24317596
3909,"6-Hexanoyl-D-erythro-sphingosine","C24 H47 N O3",0.21,397.35568,398.36296,21.542,"newdry","mz_cloud",7182594.1298857
3909,"6-Hexanoyl-D-erythro-sphingosine","C24 H47 N O3",0.21,397.35568,398.36296,21.542,"olddry","mz_cloud",6422605.84907438
2307,"7-Hydroxycoumarine","C9 H6 O3",0.09,162.03171,163.03898,20.41,"olddry","mz_cloud",4175790.94085834
5545,"7-chloro-4-piperidinoquinoline","C14 H15 Cl N2",-0.08,246.09236,247.09963,18.544,"newdry","mz_cloud",969135.83696119
814,"8-Hydroxychinolin","C9 H7 N O",0.33,145.05281,146.06009,11.007,"newdry","itn_kps",45688568.3151677
814,"8-Hydroxychinolin","C9 H7 N O",0.33,145.05281,146.06009,11.007,"olddry","itn_kps",20131704.4238054
1420,"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","C18 H28 O3",0.14,292.20389,293.21116,19.534,"newdry","mz_cloud",38255456.2842878
953,"9-Aminocamptothecin","C20 H17 N3 O4",0.19,363.12197,364.12925,9.578,"olddry","kps_pharmaceuticals_oct22",10091224.8444761
1541,"9-Oxo-10(E),12(E)-octadecadienoic acid","C18 H30 O3",0.7,294.2197,295.22698,21.161,"newdry","mz_cloud",7931965.57923636
1269,"9H-Fluoren-4-yl(piperidino)methanone","C19 H19 N O",0.22,277.14673,278.154,17.766,"newdry","mz_cloud",26673365.7619483
1309,"A-836339","C16 H26 N2 O2 S",2.57,310.1723,311.17957,21.307,"olddry","mz_cloud",4249892.11821461
4906,"AB-001","C24 H31 N O",0.3,349.24067,350.24794,20.591,"newdry","kps_cannabinoids",4624567.95726807
670,"APP-FUBINACA","C24 H21 F N4 O2",2.34,416.16583,417.1731,9.551,"olddry","kps_cannabinoids",65435006.0758378
3948,"Abexinostat","C21 H23 N3 O5",3.93,397.16533,398.17261,19.42,"olddry","kps_pharmaceuticals_oct22",8938912.45871429
773,"Acitretin","C21 H26 O3",0.64,326.1884,327.19568,17.413,"newdry","kps_pharmaceuticals_oct22",44693244.6798745
4117,"Agomelatine","C15 H17 N O2",-0.01,243.12593,244.1332,16.758,"olddry","kps_pharmaceuticals_oct22",8175408.93165535
2595,"Agroclavine_BTM03062","C16 H18 N2 O",-0.13,254.14188,255.14916,18.588,"newdry","itn_cyp_metabolites",1628024.11495444
1989,"Alfacalcidol","C27 H44 O2",0.1,400.33417,401.34145,23.72,"newdry","kps_pharmaceuticals_oct22",25572538.4650156
1989,"Alfacalcidol","C27 H44 O2",0.1,400.33417,401.34145,23.72,"olddry","kps_pharmaceuticals_oct22",20369682.8915674
188,"Allylestrenol","C21 H32 O",0.67,300.24552,318.27935,18.936,"newdry","kps_pharmaceuticals_oct22",203814222.26025
2124,"Allylprodine","C18 H25 N O2",0.3,287.18862,288.19586,17.464,"newdry","kps_pharmaceuticals_oct22",4783763.22468748
543,"Allylprodine","C18 H25 N O2",0.23,287.18859,288.19586,17.912,"olddry","kps_pharmaceuticals_oct22",24103784.3577728
5208,"Alosetron","C17 H18 N4 O",-3.88,294.14692,295.1542,20.574,"newdry","kps_pharmaceuticals_oct22",3134914.28154589
528,"Alpha-Dimorphecolic","C18 H32 O3",0.44,296.23527,297.24255,17.671,"newdry","kps_pharmaceuticals_oct22",9991233.20934684
2534,"Alverine","C20 H27 N",0.16,281.21439,282.22167,23.141,"newdry","kps_pharmaceuticals_oct22",2220564.52804901
2534,"Alverine","C20 H27 N",0.16,281.21439,282.22167,23.141,"olddry","kps_pharmaceuticals_oct22",7878074.98198176
2021,"Amiodarone","C25 H29 I2 N O3",0.6,645.02407,646.03134,21.242,"newdry","kps_pharmaceuticals_oct22",24981384.5821962
2021,"Amiodarone","C25 H29 I2 N O3",0.6,645.02407,646.03134,21.242,"olddry","kps_pharmaceuticals_oct22",19035956.085434
4814,"Amisulpride","C17 H27 N3 O4 S",0.01,369.17223,370.17951,1.268,"newdry","kps_pharmaceuticals_oct22",4589690.62075983
1544,"Amisulpride","C17 H27 N3 O4 S",-0.11,369.17219,370.17946,8.277,"olddry","kps_pharmaceuticals_oct22",21310171.2980656
148,"Amitriptyline","C20 H23 N",0.13,277.18309,278.19036,18.475,"newdry","kps_pharmaceuticals_oct22",16478623.4667034
148,"Amitriptyline","C20 H23 N",0.13,277.18309,278.19036,18.475,"olddry","kps_pharmaceuticals_oct22",241092999.517991
205,"Amorolfine","C21 H35 N O",0.6,317.27206,318.27933,19.36,"newdry","kps_pharmaceuticals_oct22",135640762.673464
150,"Amorolfine","C21 H35 N O",0.64,317.27207,318.27934,19.875,"olddry","kps_pharmaceuticals_oct22",24557376.951906
2344,"Amylocaine","C14 H21 N O2",-0.02,235.15723,236.1645,17.237,"newdry","kps_pharmaceuticals_oct22",7097687.691525
2344,"Amylocaine","C14 H21 N O2",-0.02,235.15723,236.1645,17.237,"olddry","kps_pharmaceuticals_oct22",14991732.3986195
2782,"Androsta-1,4-diene-3,17-dione","C19 H24 O2",0.13,284.17767,285.18494,16.356,"newdry","kps_psychoactive_substances_v2",12732081.9550495
118,"Antroquinonol","C24 H38 O4",0.03,390.27702,413.26624,24.711,"newdry","kps_pharmaceuticals_oct22",72600642.5397478
118,"Antroquinonol","C24 H38 O4",0.03,390.27702,413.26624,24.711,"olddry","kps_pharmaceuticals_oct22",77889307.3876719
3341,"Apigenin","C15 H10 O5",-0.01,270.05282,271.0601,13.351,"olddry","kps_pharmaceuticals_oct22",5802242.06906566
4215,"Apixaban","C25 H25 N5 O4",-0.02,459.19064,460.19792,14.967,"newdry","kps_pharmaceuticals_oct22",4459620.27969196
4215,"Apixaban","C25 H25 N5 O4",-0.02,459.19064,460.19792,14.967,"olddry","kps_pharmaceuticals_oct22",5700551.25463935
4234,"Atorvastatin","C33 H35 F N2 O5",0.07,558.25304,559.26032,18.665,"newdry","kps_pharmaceuticals_oct22",7640318.45809973
2080,"Azithromycin","C38 H72 N2 O12",0.21,748.50868,749.51596,18.928,"newdry","itn_kps",3296588.12011236
2649,"Bardoxolone methyl","C32 H43 N O4",-4.77,505.3168,506.32408,22.493,"olddry","kps_pharmaceuticals_oct22",5056457.38756328
371,"Bencyclane","C19 H31 N O",0.11,289.2406,290.24787,18.488,"newdry","kps_pharmaceuticals_oct22",23912241.50854
237,"Bencyclane","C19 H31 N O",0.18,289.24062,290.24789,16.595,"olddry","kps_pharmaceuticals_oct22",56786582.5278539
4709,"Benzenesulfinic acid","C6 H6 O2 S",0.36,142.0089,143.01618,22.98,"olddry","kps_pharmaceuticals_oct22",2690123.599893
1734,"Benzophenone","C13 H10 O",0.09,182.07318,183.08046,17.18,"newdry","kps_pharmaceuticals_oct22",9846171.09779999
1734,"Benzophenone","C13 H10 O",0.09,182.07318,183.08046,17.18,"olddry","kps_pharmaceuticals_oct22",30597086.0030367
1051,"Benzylsulfanilamide_BTM04684","C7 H6 O",1.29,106.042,107.04928,20.91,"newdry","itn_cyp_metabolites",18786533.4763238
1051,"Benzylsulfanilamide_BTM04684","C7 H6 O",1.29,106.042,107.04928,20.91,"olddry","itn_cyp_metabolites",13470348.2129252
233,"Berberine","C20 H17 N O4",0.68,335.11599,336.12326,12.297,"newdry","mz_cloud",116333097.102012
233,"Berberine","C20 H17 N O4",0.68,335.11599,336.12326,12.297,"olddry","mz_cloud",186552959.713994
3257,"Bevantolol","C20 H27 N O4",0.39,345.19414,346.20142,16.301,"olddry","kps_pharmaceuticals_oct22",10940304.6399319
1802,"Bezitramide [INN:BAN:DCF]","C31 H32 N4 O2",-2.78,492.25116,515.24038,21.409,"newdry","kps_psychoactive_substances_v2",10563649.3394753
1802,"Bezitramide [INN:BAN:DCF]","C31 H32 N4 O2",-2.78,492.25116,515.24038,21.409,"olddry","kps_psychoactive_substances_v2",9756117.92399488
570,"Bifonazole","C22 H18 N2",4.13,310.14828,311.15556,13.265,"newdry","kps_pharmaceuticals_oct22",35289175.9540543
567,"Bifonazole","C22 H18 N2",4.13,310.14828,311.15556,15.737,"olddry","kps_pharmaceuticals_oct22",77531981.6336464
5552,"Biotin","C10 H16 N2 O3 S",2.55,244.08879,245.09606,20.585,"olddry","kps_pharmaceuticals_oct22",954820.25224602
1,"Bis(2-ethylhexyl) amine","C16 H35 N",-0.27,241.27689,242.28416,21.21,"newdry","mz_cloud",904519866.783522
1,"Bis(2-ethylhexyl) amine","C16 H35 N",-0.27,241.27689,242.28416,21.21,"olddry","mz_cloud",194794697.710469
732,"Boldenone cypionate","C27 H38 O3",0.08,410.28213,411.2894,23.239,"olddry","mz_cloud",75121199.4071134
2569,"Boldenone undecylenate","C30 H44 O3",0.09,452.32908,453.33636,23.723,"olddry","kps_psychoactive_substances_v2",18301473.3854152
3099,"Bombykol","C16 H30 O",0.02,238.22967,239.23695,23.408,"olddry","kps_pharmaceuticals_oct22",8522768.39617971
2195,"Brivaracetam","C11 H20 N2 O2",-0.01,212.15248,213.15975,12.542,"olddry","kps_pharmaceuticals_oct22",9765371.14072968
124,"Buthionine Sulfoxime","C8 H18 N2 O3 S",2.8,222.10444,223.11171,18.618,"newdry","kps_pharmaceuticals_oct22",16554053.9040331
124,"Buthionine Sulfoxime","C8 H18 N2 O3 S",2.8,222.10444,223.11171,18.618,"olddry","kps_pharmaceuticals_oct22",7811597.59749868
2390,"CB-25","C25 H41 N O3",0,403.30864,404.31592,23.911,"newdry","kps_psychoactive_substances_v2",6283256.80753607
1693,"CB-86","C26 H43 N O3",0.08,417.32433,418.33161,20.167,"newdry","mz_cloud",18740795.5008875
1693,"CB-86","C26 H43 N O3",0.08,417.32433,418.33161,20.167,"olddry","mz_cloud",24026534.6835431
1210,"Calcipotriene","C27 H40 O3",0.07,412.29777,413.30504,22.907,"newdry","kps_pharmaceuticals_oct22",14872400.3407494
1210,"Calcipotriene","C27 H40 O3",0.07,412.29777,413.30504,22.907,"olddry","kps_pharmaceuticals_oct22",29344397.2270762
2333,"Calcitriol","C27 H44 O3",0.07,416.32907,417.33635,22.021,"newdry","kps_pharmaceuticals_oct22",20644521.0590995
555,"Calcitriol","C27 H44 O3",0.09,416.32908,417.33636,24.854,"olddry","kps_pharmaceuticals_oct22",25842523.0309889
1744,"Calophyn","C20 H24 O4",0.67,328.16768,329.17496,16.202,"newdry","kps_pharmaceuticals_oct22",15237596.9110319
4734,"Calophyn","C20 H24 O4",0.82,328.16773,329.17501,21.749,"olddry","kps_pharmaceuticals_oct22",5365263.58770929
1195,"Cannabidiolic acid","C22 H30 O4",0.25,358.2145,359.22178,16.797,"newdry","kps_cannabinoids",34493739.6817146
758,"Cannabigerol","C21 H32 O2",0.48,316.24038,317.24766,18.531,"newdry","kps_cannabinoids",1020085.40035314
3599,"Cannabigerol","C21 H32 O2",0.64,316.24043,317.24771,23.624,"olddry","kps_cannabinoids",6237233.22980265
1252,"Cannabigerolic acid","C22 H32 O4",0.22,360.23014,361.23747,18.273,"newdry","kps_cannabinoids",44440963.7190469
584,"Cannabinol monomethyl ether","C22 H28 O2",0.71,324.20916,325.21644,18.752,"newdry","kps_cannabinoids",9910373.82615319
584,"Cannabinol monomethyl ether","C22 H28 O2",0.71,324.20916,325.21644,18.752,"olddry","kps_cannabinoids",6434183.87693145
2759,"Canrenone","C22 H28 O3",0.31,340.20395,341.21123,17.664,"newdry","kps_pharmaceuticals_oct22",8951362.95494466
4981,"Carazolol","C18 H22 N2 O2",0.33,298.16823,299.1755,18.897,"newdry","kps_pharmaceuticals_oct22",4278795.33252496
2395,"Carbamazepine","C15 H12 N2 O",-0.01,236.09496,237.10224,14.847,"newdry","kps_pharmaceuticals_oct22",7940232.06919849
2395,"Carbamazepine","C15 H12 N2 O",-0.01,236.09496,237.10224,14.847,"olddry","kps_pharmaceuticals_oct22",15183092.8677045
2642,"Carisoprodol","C12 H24 N2 O4",-0.06,260.17359,261.18087,19.087,"olddry","kps_psychoactive_substances_v2",2902229.47132615
4190,"Carvedilol","C24 H26 N2 O4",0.17,406.18933,407.1966,14.27,"olddry","itn_cyp_metabolites",7843674.95906487
4487,"Cediranib","C25 H27 F N4 O3",2.28,450.20774,451.21502,10.116,"newdry","kps_pharmaceuticals_oct22",6258422.69606192
3442,"Cefaloglycin_BTM00313","C18 H19 N3 O7 S",-3.63,421.09284,422.10012,16.507,"olddry","itn_cyp_metabolites",9774496.79381965
2575,"Cefrotil","C20 H22 N4 O4 S",4.11,414.13788,415.14515,13.291,"olddry","itn_kps",15064394.0537761
909,"Cetaben","C23 H39 N O2",0.34,361.2982,362.30548,21.102,"newdry","mz_cloud",6077172.9785583
2133,"Cetirizine","C21 H25 Cl N2 O3",0.22,388.15545,389.16273,16.162,"newdry","kps_pharmaceuticals_oct22",6891489.09946145
