"name","mass_list_name","mean_area","sample_location"
"(R)-Praziquantel","kps_pharmaceuticals_oct22",1849907.30045236,"palapye wwtp surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",256143.655445271,"lecheng stream surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",283535.775321322,"lecheng spring surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",5437216.05690414,"palapye wwtp (eff) waste water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",7468252.80747757,"palapye wwtp surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",1086451.3794461,"lotsane dam surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",1685561.08193056,"francistown wwtp surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",1329601.67543801,"kasane wwtp (main) surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",6375046.56265175,"kasane wwtp (overflow) surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",1890109.48299386,"kasane (main) surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",1896162.64525497,"kasane (recreational) surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",272483.540268837,"maun beach (before) surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",1740884.59985037,"maun beach (after) surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",4002354.41182235,"maun wwtp (main) waste water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",4784021.11389697,"glen valley (reclamation) surface water"
"(S)-(-)-Pindolol","kps_pharmaceuticals_oct22",7666668.08211282,"glen valley (recreational) surface water"
"(S)-Rolipram","kps_pharmaceuticals_oct22",2785666.185034,"maun wwtp (main) waste water"
"(S)-Rolipram","kps_pharmaceuticals_oct22",2487542.97549102,"glen valley (recreational) surface water"
"(S)-Warfarin","kps_pharmaceuticals_oct22",853692.522055182,"lotsane dam surface water"
"(Z)-Hexadec-9-enoic acid","kps_pharmaceuticals_oct22",1423565.2356219,"francistown wwtp surface water"
"1,10-Phenanthroline","kps_pharmaceuticals_oct22",336708.810110292,"francistown wwtp surface water"
"1,10-Phenanthroline","kps_pharmaceuticals_oct22",1637891.10817944,"maun wwtp (main) waste water"
"1,2-Benzodiazepine","kps_pharmaceuticals_oct22",9569260.25402835,"francistown wwtp surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",377141.592953737,"lecheng stream surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",327845.631397625,"lecheng spring surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",1550100.57824554,"palapye wwtp (eff) waste water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",1585432.62370165,"palapye wwtp surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",812927.460347879,"lotsane dam surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",1911756.66375667,"francistown wwtp surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",1774040.15874703,"kasane wwtp (overflow) surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",1271698.59429796,"kasane (main) surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",1704201.96169805,"kasane (recreational) surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",294569.60833981,"maun beach (before) surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",2261832.85465541,"maun beach (after) surface water"
"1,3-Dimethylbutylamine","kps_pharmaceuticals_oct22",3273781.00157009,"glen valley (reclamation) surface water"
"1,4-Benzenediamine","kps_pharmaceuticals_oct22",2006676.36885514,"glen valley (reclamation) surface water"
"1-Methyladenine","kps_pharmaceuticals_oct22",510547.65344774,"kasane wwtp (overflow) surface water"
"1-Methyladenine","kps_pharmaceuticals_oct22",1396144.04564241,"maun beach (after) surface water"
"1-Methyladenine","kps_pharmaceuticals_oct22",718475.374061436,"maun wwtp (main) waste water"
"1-Methylcytosine","kps_pharmaceuticals_oct22",3276657.45610503,"palapye wwtp (eff) waste water"
"1-Methylcytosine","kps_pharmaceuticals_oct22",4106727.83892645,"palapye wwtp surface water"
"1-Methylcytosine","kps_pharmaceuticals_oct22",3249147.13584472,"glen valley (reclamation) surface water"
"1-Naphthaleneacetic acid","kps_pharmaceuticals_oct22",1377403.13292499,"palapye wwtp surface water"
"1-anthrylamine","kps_pharmaceuticals_oct22",2055660.90546826,"palapye wwtp (eff) waste water"
"1-anthrylamine","kps_pharmaceuticals_oct22",2970775.93227892,"palapye wwtp surface water"
"1-anthrylamine","kps_pharmaceuticals_oct22",821528.242105195,"francistown wwtp surface water"
"1-anthrylamine","kps_pharmaceuticals_oct22",1491225.91456478,"kasane wwtp (main) surface water"
"1-anthrylamine","kps_pharmaceuticals_oct22",1123247.48076133,"glen valley (reclamation) surface water"
"1-anthrylamine","kps_pharmaceuticals_oct22",1231863.21293762,"glen valley (recreational) surface water"
"1-oleoylglycerol","kps_pharmaceuticals_oct22",17233452.844663,"palapye wwtp (eff) waste water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",26510070.7594852,"palapye wwtp (eff) waste water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",46248625.2309241,"palapye wwtp surface water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",27375619.2441031,"francistown wwtp surface water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",15043917.5848183,"kasane wwtp (main) surface water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",1647234.28018501,"kasane wwtp (overflow) surface water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",692780.624353076,"kasane (main) surface water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",2339808.49325826,"maun beach (before) surface water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",2499191.39262607,"maun beach (after) surface water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",3948865.29886509,"maun wwtp (main) waste water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",17056686.6684942,"glen valley (reclamation) surface water"
"17beta-Estradiol","kps_pharmaceuticals_oct22",5634229.47249029,"glen valley (recreational) surface water"
"2',5'-Dideoxyuridine","kps_pharmaceuticals_oct22",1818272.82988926,"palapye wwtp (eff) waste water"
"2',5'-Dideoxyuridine","kps_pharmaceuticals_oct22",2157202.89591147,"palapye wwtp surface water"
"2',5'-Dideoxyuridine","kps_pharmaceuticals_oct22",670469.017041923,"glen valley (reclamation) surface water"
"2-Aminophenol","kps_pharmaceuticals_oct22",7016597.22657559,"francistown wwtp surface water"
"2-Aminophenol","kps_pharmaceuticals_oct22",812818.697622665,"kasane wwtp (overflow) surface water"
"2-Aminophenol","kps_pharmaceuticals_oct22",2151121.48016954,"maun beach (after) surface water"
"2-Hydroxytryptophan","kps_pharmaceuticals_oct22",332635.609091147,"lecheng spring surface water"
"2-Hydroxytryptophan","kps_pharmaceuticals_oct22",867042.595960549,"kasane wwtp (overflow) surface water"
"2-Mercaptopyridine","kps_pharmaceuticals_oct22",518749.245850288,"kasane wwtp (overflow) surface water"
"2-Mercaptopyridine","kps_pharmaceuticals_oct22",1668854.21501012,"maun wwtp (main) waste water"
"2-Mercaptopyridine","kps_pharmaceuticals_oct22",399942.076609684,"glen valley (reclamation) surface water"
"2-Mercaptopyridine","kps_pharmaceuticals_oct22",1020716.3876506,"glen valley (recreational) surface water"
"2-Methoxyphenol","kps_pharmaceuticals_oct22",2844055.57172098,"kasane wwtp (overflow) surface water"
"2-Methoxyphenol","kps_pharmaceuticals_oct22",2431660.75657583,"maun beach (after) surface water"
"2-Oxobutyric acid","kps_pharmaceuticals_oct22",117973.970022194,"kasane (main) surface water"
"2-Oxobutyric acid","kps_pharmaceuticals_oct22",2335405.83989388,"maun wwtp (main) waste water"
"2-Oxobutyric acid","kps_pharmaceuticals_oct22",2122503.01006439,"glen valley (reclamation) surface water"
"2-Phenoxyethanol","kps_pharmaceuticals_oct22",1138368.56937859,"kasane wwtp (overflow) surface water"
"2-Quinolinecarboxylic acid","kps_pharmaceuticals_oct22",1083549.72068073,"palapye wwtp (eff) waste water"
"2-Quinolinecarboxylic acid","kps_pharmaceuticals_oct22",1659792.10424967,"palapye wwtp surface water"
"2-Quinolinecarboxylic acid","kps_pharmaceuticals_oct22",2342945.98482718,"francistown wwtp surface water"
"2-Quinolinecarboxylic acid","kps_pharmaceuticals_oct22",497122.821329221,"glen valley (reclamation) surface water"
"2-benzylideneheptanal","kps_pharmaceuticals_oct22",4985958.15248152,"palapye wwtp (eff) waste water"
"2-benzylideneheptanal","kps_pharmaceuticals_oct22",3715811.83885596,"palapye wwtp surface water"
"2-benzylideneheptanal","kps_pharmaceuticals_oct22",7307255.18538849,"francistown wwtp surface water"
"2-benzylideneheptanal","kps_pharmaceuticals_oct22",11505321.0026365,"glen valley (reclamation) surface water"
"2-benzylideneheptanal","kps_pharmaceuticals_oct22",6252777.8172049,"glen valley (recreational) surface water"
"2-iodobenzylthio group","kps_pharmaceuticals_oct22",435253.128736347,"lecheng stream surface water"
"2-iodobenzylthio group","kps_pharmaceuticals_oct22",1445868.62630652,"lecheng spring surface water"
"2-iodobenzylthio group","kps_pharmaceuticals_oct22",815216.478311178,"lotsane dam surface water"
"2-iodobenzylthio group","kps_pharmaceuticals_oct22",452114.065417126,"francistown wwtp surface water"
"2-iodobenzylthio group","kps_pharmaceuticals_oct22",1081526.64947342,"kasane wwtp (main) surface water"
"2-iodobenzylthio group","kps_pharmaceuticals_oct22",4967694.85496531,"kasane wwtp (overflow) surface water"
"2-iodobenzylthio group","kps_pharmaceuticals_oct22",1867406.63446979,"kasane (main) surface water"
"2-iodobenzylthio group","kps_pharmaceuticals_oct22",1795813.77106648,"kasane (recreational) surface water"
"2-iodobenzylthio group","kps_pharmaceuticals_oct22",1702007.10288363,"maun beach (before) surface water"
"2-iodobenzylthio group","kps_pharmaceuticals_oct22",3641528.55660845,"maun beach (after) surface water"
"2-oxo-3-pentenoic acid","kps_pharmaceuticals_oct22",159046.986990287,"kasane (main) surface water"
"2-oxo-3-pentenoic acid","kps_pharmaceuticals_oct22",288690.939159974,"kasane (recreational) surface water"
"2-thiophenebutyric acid","kps_pharmaceuticals_oct22",1075592.75221447,"palapye wwtp surface water"
"2-thiophenebutyric acid","kps_pharmaceuticals_oct22",1375496.96362628,"francistown wwtp surface water"
"3,4-Dimethylphenol","kps_pharmaceuticals_oct22",1785403.3362193,"palapye wwtp (eff) waste water"
"3,4-Dimethylphenol","kps_pharmaceuticals_oct22",2519163.16450545,"palapye wwtp surface water"
"3,4-Dimethylphenol","kps_pharmaceuticals_oct22",1273054.30803189,"kasane wwtp (main) surface water"
"3,4-Dimethylphenol","kps_pharmaceuticals_oct22",3055304.71629033,"kasane (main) surface water"
"3,4-Dimethylphenol","kps_pharmaceuticals_oct22",1533580.27632661,"glen valley (recreational) surface water"
"3,4-Methylenedioxyethamphetamine","kps_pharmaceuticals_oct22",333099.667253685,"lecheng spring surface water"
"3,4-Methylenedioxyethamphetamine","kps_pharmaceuticals_oct22",5595415.00685865,"palapye wwtp surface water"
"3,4-Methylenedioxyethamphetamine","kps_pharmaceuticals_oct22",935027.465514199,"kasane wwtp (main) surface water"
"3,4-Methylenedioxyethamphetamine","kps_pharmaceuticals_oct22",7786638.28167413,"kasane wwtp (overflow) surface water"
"3,4-Methylenedioxyethamphetamine","kps_pharmaceuticals_oct22",906040.937363919,"maun beach (after) surface water"
"3,4-Methylenedioxyethamphetamine","kps_pharmaceuticals_oct22",9320104.16762158,"maun wwtp (main) waste water"
"3,4-Methylenedioxyethamphetamine","kps_pharmaceuticals_oct22",3733660.97297507,"glen valley (reclamation) surface water"
"3,4-Methylenedioxyethamphetamine","kps_pharmaceuticals_oct22",7572119.22027593,"glen valley (recreational) surface water"
"3,5-diaminophthalhydrazide","kps_pharmaceuticals_oct22",3911454.14035313,"palapye wwtp (eff) waste water"
"3,5-diaminophthalhydrazide","kps_pharmaceuticals_oct22",3234345.5338269,"palapye wwtp surface water"
"3,5-diaminophthalhydrazide","kps_pharmaceuticals_oct22",4128101.99090148,"francistown wwtp surface water"
"3,5-diaminophthalhydrazide","kps_pharmaceuticals_oct22",1376901.54123494,"kasane wwtp (main) surface water"
"3,5-diaminophthalhydrazide","kps_pharmaceuticals_oct22",11125110.9008495,"glen valley (reclamation) surface water"
"3,5-diaminophthalhydrazide","kps_pharmaceuticals_oct22",1997840.03960531,"glen valley (recreational) surface water"
"4-Aminotetrahydrobiopterin","kps_pharmaceuticals_oct22",879985.641324115,"palapye wwtp (eff) waste water"
"4-Aminotetrahydrobiopterin","kps_pharmaceuticals_oct22",1004534.09656906,"francistown wwtp surface water"
"4-Aminotetrahydrobiopterin","kps_pharmaceuticals_oct22",2421165.5618608,"kasane wwtp (overflow) surface water"
"4-Aminotetrahydrobiopterin","kps_pharmaceuticals_oct22",895616.091459606,"kasane (main) surface water"
"4-Aminotetrahydrobiopterin","kps_pharmaceuticals_oct22",329838.391699079,"maun beach (before) surface water"
"4-Aminotetrahydrobiopterin","kps_pharmaceuticals_oct22",1171588.16545953,"glen valley (reclamation) surface water"
"4-Heptylphenol","kps_pharmaceuticals_oct22",2523642.00644961,"lecheng stream surface water"
"4-Heptylphenol","kps_pharmaceuticals_oct22",3035215.49221261,"palapye wwtp surface water"
"4-Heptylphenol","kps_pharmaceuticals_oct22",3678585.04885432,"lotsane dam surface water"
"4-Heptylphenol","kps_pharmaceuticals_oct22",1407489.57289196,"kasane (main) surface water"
"4-Hydroxyandrostenedione","kps_pharmaceuticals_oct22",516501.493003459,"lecheng spring surface water"
"4-Hydroxyandrostenedione","kps_pharmaceuticals_oct22",2793705.77749399,"palapye wwtp (eff) waste water"
"4-Hydroxyandrostenedione","kps_pharmaceuticals_oct22",3262712.41845336,"palapye wwtp surface water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1523237.2603446,"lecheng stream surface water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1472437.02338002,"lecheng spring surface water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1472029.97258934,"palapye wwtp (eff) waste water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1351846.89614958,"palapye wwtp surface water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1439913.81730579,"lotsane dam surface water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1494474.09400807,"kasane wwtp (main) surface water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1434963.32402322,"kasane wwtp (overflow) surface water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1295900.38746376,"kasane (main) surface water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1644818.56670047,"kasane (recreational) surface water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1752469.81854197,"maun beach (after) surface water"
"4-Hydroxybenzoic acid","kps_pharmaceuticals_oct22",1375783.80788343,"glen valley (reclamation) surface water"
"4-Methylumbelliferone","kps_pharmaceuticals_oct22",1609976.75803629,"francistown wwtp surface water"
"4-Methylumbelliferone","kps_pharmaceuticals_oct22",2287297.12025639,"kasane wwtp (main) surface water"
"4-Methylumbelliferone","kps_pharmaceuticals_oct22",1020190.12550295,"kasane (main) surface water"
"4-Methylumbelliferone","kps_pharmaceuticals_oct22",1873140.64306023,"maun beach (before) surface water"
"4-Methylumbelliferone","kps_pharmaceuticals_oct22",1142254.18387253,"glen valley (reclamation) surface water"
"4-Morpholinepropanesulfonic acid","kps_pharmaceuticals_oct22",385475.745309973,"lotsane dam surface water"
"4-Nitrobiphenyl","kps_pharmaceuticals_oct22",1650071.68853767,"kasane wwtp (overflow) surface water"
"4-Nitrobiphenyl","kps_pharmaceuticals_oct22",717766.483780709,"maun beach (after) surface water"
"4-Nitrobiphenyl","kps_pharmaceuticals_oct22",4154589.62718276,"maun wwtp (main) waste water"
"4-Nitrobiphenyl","kps_pharmaceuticals_oct22",2483290.3438538,"glen valley (recreational) surface water"
"4-Nitrophenylgalactoside","kps_pharmaceuticals_oct22",670803.492735758,"palapye wwtp (eff) waste water"
"4-Nitrophenylgalactoside","kps_pharmaceuticals_oct22",487548.224220419,"palapye wwtp surface water"
"4-Nitrophenylgalactoside","kps_pharmaceuticals_oct22",489947.819270419,"glen valley (reclamation) surface water"
"4-Oxosebacic Acid","kps_pharmaceuticals_oct22",6554177.16751822,"lecheng stream surface water"
"4-Oxosebacic Acid","kps_pharmaceuticals_oct22",849671.106402923,"lecheng spring surface water"
"4-Oxosebacic Acid","kps_pharmaceuticals_oct22",5465591.9252927,"palapye wwtp (eff) waste water"
"4-Oxosebacic Acid","kps_pharmaceuticals_oct22",1649935.36026544,"palapye wwtp surface water"
"4-Oxosebacic Acid","kps_pharmaceuticals_oct22",663720.881940859,"kasane (main) surface water"
"4-Oxosebacic Acid","kps_pharmaceuticals_oct22",2255885.98925968,"glen valley (reclamation) surface water"
"4-Oxosebacic Acid","kps_pharmaceuticals_oct22",3119593.9283781,"glen valley (recreational) surface water"
"4-aminophthalhydrazide","kps_pharmaceuticals_oct22",2210128.69584418,"francistown wwtp surface water"
"4-aminophthalhydrazide","kps_pharmaceuticals_oct22",761869.810854499,"glen valley (reclamation) surface water"
"4-hydroperoxy-2-methoxy-phenol","kps_pharmaceuticals_oct22",493770.08096594,"kasane (recreational) surface water"
"4-phenylfentanyl","kps_pharmaceuticals_oct22",1038258.55025029,"francistown wwtp surface water"
"4-phenylfentanyl","kps_pharmaceuticals_oct22",192275.889431878,"kasane wwtp (overflow) surface water"
"4-phenylfentanyl","kps_pharmaceuticals_oct22",197926.212912931,"glen valley (recreational) surface water"
"4-piperidin-4-ylbutal","kps_pharmaceuticals_oct22",1916822.10582009,"palapye wwtp (eff) waste water"
"4-piperidin-4-ylbutal","kps_pharmaceuticals_oct22",2709588.85503673,"palapye wwtp surface water"
"4-piperidin-4-ylbutal","kps_pharmaceuticals_oct22",1819285.67255425,"francistown wwtp surface water"
"4-piperidin-4-ylbutal","kps_pharmaceuticals_oct22",627428.000281851,"kasane wwtp (main) surface water"
"4-piperidin-4-ylbutal","kps_pharmaceuticals_oct22",1600354.12418753,"kasane (main) surface water"
"4-piperidin-4-ylbutal","kps_pharmaceuticals_oct22",728575.89018566,"maun wwtp (main) waste water"
"4-piperidin-4-ylbutal","kps_pharmaceuticals_oct22",3004845.98139717,"glen valley (reclamation) surface water"
"4-piperidin-4-ylbutal","kps_pharmaceuticals_oct22",2185714.24915817,"glen valley (recreational) surface water"
"5'-Methylthioadenosine","kps_pharmaceuticals_oct22",2054261.59940128,"palapye wwtp (eff) waste water"
"5'-Methylthioadenosine","kps_pharmaceuticals_oct22",2067654.19446383,"palapye wwtp surface water"
"5'-Methylthioadenosine","kps_pharmaceuticals_oct22",564103.43232995,"francistown wwtp surface water"
"5'-Methylthioadenosine","kps_pharmaceuticals_oct22",496939.670942142,"maun wwtp (main) waste water"
"5,6-Benzoflavone","kps_pharmaceuticals_oct22",4217648.33845479,"francistown wwtp surface water"
"5-Aminouracil","kps_pharmaceuticals_oct22",1208559.3687175,"francistown wwtp surface water"
"5-Aminovaleric acid","kps_pharmaceuticals_oct22",692816.669085908,"lecheng stream surface water"
"5-Aminovaleric acid","kps_pharmaceuticals_oct22",3667186.06220018,"lecheng spring surface water"
"5-Aminovaleric acid","kps_pharmaceuticals_oct22",1153300.90799525,"palapye wwtp (eff) waste water"
"5-Aminovaleric acid","kps_pharmaceuticals_oct22",2079292.12159345,"palapye wwtp surface water"
"5-Aminovaleric acid","kps_pharmaceuticals_oct22",395660.698153695,"lotsane dam surface water"
"5-Aminovaleric acid","kps_pharmaceuticals_oct22",963525.721907848,"francistown wwtp surface water"
"5-Aminovaleric acid","kps_pharmaceuticals_oct22",866439.262726328,"kasane (main) surface water"
"5-Aminovaleric acid","kps_pharmaceuticals_oct22",553193.945998705,"kasane (recreational) surface water"
"5-Aminovaleric acid","kps_pharmaceuticals_oct22",928384.517657419,"glen valley (recreational) surface water"
"5-Methoxy-1H-benzimidazole","kps_pharmaceuticals_oct22",954826.062666267,"kasane wwtp (overflow) surface water"
"5-Methoxy-1H-benzimidazole","kps_pharmaceuticals_oct22",409382.033593757,"maun wwtp (main) waste water"
"5-Phenylvaleric acid","kps_pharmaceuticals_oct22",1365884.48681977,"kasane (main) surface water"
"5-Phenylvaleric acid","kps_pharmaceuticals_oct22",778299.949981554,"kasane (recreational) surface water"
"6-Aminocaproic acid","kps_pharmaceuticals_oct22",394218.334073362,"lecheng stream surface water"
"6-Aminocaproic acid","kps_pharmaceuticals_oct22",973889.954145522,"lecheng spring surface water"
"6-Aminocaproic acid","kps_pharmaceuticals_oct22",129766.927137463,"lotsane dam surface water"
"6-Aminocaproic acid","kps_pharmaceuticals_oct22",315517.691158518,"kasane (main) surface water"
"6-Aminocaproic acid","kps_pharmaceuticals_oct22",389804.358131782,"kasane (recreational) surface water"
"6-Aza-Uridine Monophosphate","kps_pharmaceuticals_oct22",1396177.51263751,"palapye wwtp (eff) waste water"
"6-Aza-Uridine Monophosphate","kps_pharmaceuticals_oct22",1570461.19652434,"palapye wwtp surface water"
"6-Aza-Uridine Monophosphate","kps_pharmaceuticals_oct22",841824.009865194,"francistown wwtp surface water"
"6-Deoxyerythronolide B","kps_pharmaceuticals_oct22",6201814.80884338,"kasane wwtp (overflow) surface water"
"6-Morpholinopurine","kps_pharmaceuticals_oct22",1238056.80941701,"palapye wwtp (eff) waste water"
"6-Morpholinopurine","kps_pharmaceuticals_oct22",1409344.87542572,"palapye wwtp surface water"
"6-Morpholinopurine","kps_pharmaceuticals_oct22",784432.097613594,"kasane wwtp (main) surface water"
"6-Morpholinopurine","kps_pharmaceuticals_oct22",603272.060110803,"glen valley (reclamation) surface water"
"6-Morpholinopurine","kps_pharmaceuticals_oct22",865430.236810988,"glen valley (recreational) surface water"
"7-cyano-7-deazaguanine","kps_pharmaceuticals_oct22",204441.845948334,"palapye wwtp surface water"
"9-Methylguanine","kps_pharmaceuticals_oct22",1676245.05150585,"palapye wwtp surface water"
"9-Methylguanine","kps_pharmaceuticals_oct22",2230537.95182874,"francistown wwtp surface water"
"9-Methylguanine","kps_pharmaceuticals_oct22",116906.122381829,"maun beach (after) surface water"
"9-n-phenylmethylamino-tacrine","kps_pharmaceuticals_oct22",11362755.5704192,"francistown wwtp surface water"
"9-n-phenylmethylamino-tacrine","kps_pharmaceuticals_oct22",1037704.89098446,"kasane (recreational) surface water"
"ALGINIC ACID","kps_pharmaceuticals_oct22",4853770.65036123,"palapye wwtp (eff) waste water"
"ALGINIC ACID","kps_pharmaceuticals_oct22",4428881.71802967,"palapye wwtp surface water"
"Abacavir","kps_pharmaceuticals_oct22",419635.386763405,"lecheng spring surface water"
"Abacavir","kps_pharmaceuticals_oct22",4375179.18679178,"palapye wwtp surface water"
"Abacavir","kps_pharmaceuticals_oct22",9582093.45442552,"kasane wwtp (main) surface water"
"Abacavir","kps_pharmaceuticals_oct22",632585.781141037,"glen valley (reclamation) surface water"
"Abafungin","kps_pharmaceuticals_oct22",361078.578678521,"palapye wwtp surface water"
"Abafungin","kps_pharmaceuticals_oct22",1207772.681649,"kasane wwtp (overflow) surface water"
"Acetaminophen","kps_pharmaceuticals_oct22",1368955.65115378,"kasane wwtp (overflow) surface water"
"Acetaminophen","kps_pharmaceuticals_oct22",4420166.94209121,"kasane (main) surface water"
"Acetaminophen","kps_pharmaceuticals_oct22",2881427.68063418,"maun wwtp (main) waste water"
"Acetobutolol","kps_pharmaceuticals_oct22",212116.328750816,"kasane wwtp (main) surface water"
"Acetobutolol","kps_pharmaceuticals_oct22",2431323.93723032,"glen valley (reclamation) surface water"
"Acetohexamide","kps_pharmaceuticals_oct22",1640742.86515907,"palapye wwtp (eff) waste water"
"Acetohexamide","kps_pharmaceuticals_oct22",1723515.89690862,"palapye wwtp surface water"
"Acetohexamide","kps_pharmaceuticals_oct22",1096022.11950427,"francistown wwtp surface water"
"Acetylpromazine","kps_pharmaceuticals_oct22",407498.127533967,"kasane wwtp (main) surface water"
"Acetylpromazine","kps_pharmaceuticals_oct22",526931.485209426,"kasane (recreational) surface water"
"Acetylpromazine","kps_pharmaceuticals_oct22",228434.828202505,"maun beach (before) surface water"
"Adefovir","kps_pharmaceuticals_oct22",2242659.86335149,"kasane wwtp (overflow) surface water"
"Adefovir","kps_pharmaceuticals_oct22",888878.617997029,"maun wwtp (main) waste water"
"Adefovir","kps_pharmaceuticals_oct22",398842.41304252,"glen valley (reclamation) surface water"
"Adefovir","kps_pharmaceuticals_oct22",1051647.72630221,"glen valley (recreational) surface water"
"Adenine","kps_pharmaceuticals_oct22",3784070.89685299,"lecheng spring surface water"
"Adenine","kps_pharmaceuticals_oct22",2935680.83683876,"palapye wwtp (eff) waste water"
"Adenine","kps_pharmaceuticals_oct22",3168045.96716761,"palapye wwtp surface water"
"Adenine","kps_pharmaceuticals_oct22",1189230.08308995,"lotsane dam surface water"
"Adenine","kps_pharmaceuticals_oct22",653418.480639252,"francistown wwtp surface water"
"Adenine","kps_pharmaceuticals_oct22",718806.7924468,"kasane wwtp (main) surface water"
"Adenine","kps_pharmaceuticals_oct22",740559.906649611,"kasane (recreational) surface water"
"Adenine","kps_pharmaceuticals_oct22",1100595.27177679,"maun beach (after) surface water"
