"peak_number","unique_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","mass_list_name","mass_list_match"
1902,"(2-Nitro-1-propenyl)benzene_7.933","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_2",4963925.30407342,7.8,"2","sc007","itn_cyp_metabolites","Single match found"
1902,"(2-Nitro-1-propenyl)benzene_7.933","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_1",1143057.87567194,5.9,"1","sc020","itn_cyp_metabolites","Single match found"
1902,"(2-Nitro-1-propenyl)benzene_7.933","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_2",1088050.5452383,8.6,"2","sc020","itn_cyp_metabolites","Single match found"
3034,"(2-Nitro-1-propenyl)benzene_8.802","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.17,163.06336,164.07063,8.802,3144829.34038789,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_1",2973568.34548376,8.4,"1","sc007","itn_cyp_metabolites","Single match found"
3034,"(2-Nitro-1-propenyl)benzene_8.802","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.17,163.06336,164.07063,8.802,3144829.34038789,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_2",3144829.34038789,6.7,"2","sc007","itn_cyp_metabolites","Single match found"
9585,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_5.336","(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","No results","Full match",-4.38,278.06792,279.0752,5.336,233788.325285858,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc011_1",193656.901129519,6.8,"1","sc011","itn_cyp_metabolites","Multiple matches found"
9585,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_5.336","(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","No results","Full match",-4.38,278.06792,279.0752,5.336,233788.325285858,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc011_2",165694.307903834,6.5,"2","sc011","itn_cyp_metabolites","Multiple matches found"
9585,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_5.336","(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","No results","Full match",-4.38,278.06792,279.0752,5.336,233788.325285858,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc18_1",169463.245003979,7.1,"1","sc18","itn_cyp_metabolites","Multiple matches found"
9585,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005_5.336","(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3","No match","No results","Full match",-4.38,278.06792,279.0752,5.336,233788.325285858,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc18_2",125949.610330982,6.5,"2","sc18","itn_cyp_metabolites","Multiple matches found"
8499,"4-Epianhydrotetracycline_BTM04992_14.729","4-Epianhydrotetracycline_BTM04992","C22 H24 N2 O7","No match","Invalid mass","Full match",-0.12,428.1583,429.16558,14.729,616487.439157906,3,72.8,8.6,"DDA for preferred ion","[M+H]+1","sc15_1",616487.439157906,8.3,"1","sc15","itn_cyp_metabolites","Multiple matches found"
8499,"4-Epianhydrotetracycline_BTM04992_14.729","4-Epianhydrotetracycline_BTM04992","C22 H24 N2 O7","No match","Invalid mass","Full match",-0.12,428.1583,429.16558,14.729,616487.439157906,3,72.8,8.6,"DDA for preferred ion","[M+H]+1","sc15_2",478458.355794677,7.7,"2","sc15","itn_cyp_metabolites","Multiple matches found"
6802,"4,5-Methylenedioxy-2-aminoindane_5.145","4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2","Full match","Not the top hit","Full match",0.39,177.07905,178.08632,5.145,1129071.30252295,3,90.7,9.5,"DDA for preferred ion","[M+H]+1","sc009_1",928948.857464216,5.9,"1","sc009","itn_cyp_metabolites","Single match found"
6802,"4,5-Methylenedioxy-2-aminoindane_5.145","4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2","Full match","Not the top hit","Full match",0.39,177.07905,178.08632,5.145,1129071.30252295,3,90.7,9.5,"DDA for preferred ion","[M+H]+1","sc009_2",948964.580620391,7.5,"2","sc009","itn_cyp_metabolites","Single match found"
2756,"4,5-Methylenedioxy-2-aminoindane_5.983","4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2","Full match","Partial match","Full match",0.32,177.07904,178.08631,5.983,3488323.42565452,1,88,72.7,"DDA for preferred ion","[M+H]+1","sc002_1",805358.538515227,7,"1","sc002","itn_cyp_metabolites","Single match found"
2756,"4,5-Methylenedioxy-2-aminoindane_5.983","4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2","Full match","Partial match","Full match",0.32,177.07904,178.08631,5.983,3488323.42565452,1,88,72.7,"DDA for preferred ion","[M+H]+1","sc002_2",803900.600391941,5.9,"2","sc002","itn_cyp_metabolites","Single match found"
2756,"4,5-Methylenedioxy-2-aminoindane_5.983","4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2","Full match","Partial match","Full match",0.32,177.07904,178.08631,5.983,3488323.42565452,1,88,72.7,"DDA for preferred ion","[M+H]+1","sc023_1",1639887.23208319,5.1,"1","sc023","itn_cyp_metabolites","Single match found"
2756,"4,5-Methylenedioxy-2-aminoindane_5.983","4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2","Full match","Partial match","Full match",0.32,177.07904,178.08631,5.983,3488323.42565452,1,88,72.7,"DDA for preferred ion","[M+H]+1","sc023_2",1817747.7356438,6.7,"2","sc023","itn_cyp_metabolites","Single match found"
5375,"4,5-Methylenedioxy-2-aminoindane_9.02","4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2","Full match","Partial match","Full match",0.32,177.07903,178.08631,9.02,1659331.78328141,3,85.8,69.8,"DDA for preferred ion","[M+H]+1","sc009_1",1351759.27641224,8,"1","sc009","itn_cyp_metabolites","Single match found"
5375,"4,5-Methylenedioxy-2-aminoindane_9.02","4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2","Full match","Partial match","Full match",0.32,177.07903,178.08631,9.02,1659331.78328141,3,85.8,69.8,"DDA for preferred ion","[M+H]+1","sc009_2",1659331.78328141,7.8,"2","sc009","itn_cyp_metabolites","Single match found"
4506,"6-Allyl-o-cresol_20.076","6-Allyl-o-cresol","C10 H12 O","Full match","Partial match","Full match",0.52,148.08889,149.09617,20.076,2095098.67363611,2,71.6,45.1,"DDA for preferred ion","[M+H]+1","sc020_1",2095098.67363611,6.2,"1","sc020","itn_cyp_metabolites","Single match found"
4506,"6-Allyl-o-cresol_20.076","6-Allyl-o-cresol","C10 H12 O","Full match","Partial match","Full match",0.52,148.08889,149.09617,20.076,2095098.67363611,2,71.6,45.1,"DDA for preferred ion","[M+H]+1","sc020_2",2039491.93254306,6.2,"2","sc020","itn_cyp_metabolites","Single match found"
850,"7-hydroxy-staurosporine_19.074","7-hydroxy-staurosporine","C28 H26 N4 O4","No match","Invalid mass","Full match",0.66,482.19572,483.203,19.074,10043739.6294139,2,74.7,8.7,"DDA for preferred ion","[M+H]+1","sc003_1",6614482.82854927,9.5,"1","sc003","itn_cyp_metabolites","Multiple matches found"
850,"7-hydroxy-staurosporine_19.074","7-hydroxy-staurosporine","C28 H26 N4 O4","No match","Invalid mass","Full match",0.66,482.19572,483.203,19.074,10043739.6294139,2,74.7,8.7,"DDA for preferred ion","[M+H]+1","sc003_2",6834325.62216813,8.9,"2","sc003","itn_cyp_metabolites","Multiple matches found"
850,"7-hydroxy-staurosporine_19.074","7-hydroxy-staurosporine","C28 H26 N4 O4","No match","Invalid mass","Full match",0.66,482.19572,483.203,19.074,10043739.6294139,2,74.7,8.7,"DDA for preferred ion","[M+H]+1","sc007_1",10043739.6294139,9.5,"1","sc007","itn_cyp_metabolites","Multiple matches found"
850,"7-hydroxy-staurosporine_19.074","7-hydroxy-staurosporine","C28 H26 N4 O4","No match","Invalid mass","Full match",0.66,482.19572,483.203,19.074,10043739.6294139,2,74.7,8.7,"DDA for preferred ion","[M+H]+1","sc007_2",8950997.56012686,7.3,"2","sc007","itn_cyp_metabolites","Multiple matches found"
850,"7-hydroxy-staurosporine_19.074","7-hydroxy-staurosporine","C28 H26 N4 O4","No match","Invalid mass","Full match",0.66,482.19572,483.203,19.074,10043739.6294139,2,74.7,8.7,"DDA for preferred ion","[M+H]+1","sc020_1",6273141.43994756,7.8,"1","sc020","itn_cyp_metabolites","Multiple matches found"
850,"7-hydroxy-staurosporine_19.074","7-hydroxy-staurosporine","C28 H26 N4 O4","No match","Invalid mass","Full match",0.66,482.19572,483.203,19.074,10043739.6294139,2,74.7,8.7,"DDA for preferred ion","[M+H]+1","sc020_2",6207268.73618384,9.5,"2","sc020","itn_cyp_metabolites","Multiple matches found"
850,"7-hydroxy-staurosporine_19.074","7-hydroxy-staurosporine","C28 H26 N4 O4","No match","Invalid mass","Full match",0.66,482.19572,483.203,19.074,10043739.6294139,2,74.7,8.7,"DDA for preferred ion","[M+H]+1","sc023_1",1000877.86062535,8.6,"1","sc023","itn_cyp_metabolites","Multiple matches found"
850,"7-hydroxy-staurosporine_19.074","7-hydroxy-staurosporine","C28 H26 N4 O4","No match","Invalid mass","Full match",0.66,482.19572,483.203,19.074,10043739.6294139,2,74.7,8.7,"DDA for preferred ion","[M+H]+1","sc023_2",1043942.62077435,7.5,"2","sc023","itn_cyp_metabolites","Multiple matches found"
850,"7-hydroxy-staurosporine_19.074","7-hydroxy-staurosporine","C28 H26 N4 O4","No match","Invalid mass","Full match",0.66,482.19572,483.203,19.074,10043739.6294139,2,74.7,8.7,"DDA for preferred ion","[M+H]+1","sc16_1",180230.845556113,7.4,"1","sc16","itn_cyp_metabolites","Multiple matches found"
850,"7-hydroxy-staurosporine_19.074","7-hydroxy-staurosporine","C28 H26 N4 O4","No match","Invalid mass","Full match",0.66,482.19572,483.203,19.074,10043739.6294139,2,74.7,8.7,"DDA for preferred ion","[M+H]+1","sc16_2",188210.973834415,6.8,"2","sc16","itn_cyp_metabolites","Multiple matches found"
5994,"8-Hydroxyquinoline_BTM04160_5.911","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.24,161.04772,162.05499,5.911,1415358.26384742,3,95.9,76.3,"DDA for preferred ion","[M+H]+1","sc013_1",1348203.83413242,6.4,"1","sc013","itn_cyp_metabolites","Multiple matches found"
5994,"8-Hydroxyquinoline_BTM04160_5.911","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.24,161.04772,162.05499,5.911,1415358.26384742,3,95.9,76.3,"DDA for preferred ion","[M+H]+1","sc013_2",1415358.26384742,7,"2","sc013","itn_cyp_metabolites","Multiple matches found"
3148,"8-Hydroxyquinoline_BTM04160_6.567","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.16,161.0477,162.05502,6.567,3037566.8939624,2,96.4,77.6,"DDA for preferred ion","[M+H]+1","sc007_1",2363413.45507493,8.4,"1","sc007","itn_cyp_metabolites","Multiple matches found"
3148,"8-Hydroxyquinoline_BTM04160_6.567","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.16,161.0477,162.05502,6.567,3037566.8939624,2,96.4,77.6,"DDA for preferred ion","[M+H]+1","sc007_2",3037566.8939624,5.7,"2","sc007","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc003_1",3790061.69170308,8.9,"1","sc003","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc003_2",3674880.32568344,7.3,"2","sc003","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc008_1",988690.423623169,6.4,"1","sc008","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc008_2",809862.555366864,5.3,"2","sc008","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc014_1",607320.27719365,5.5,"1","sc014","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc014_2",422212.123414043,6.1,"2","sc014","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc020_1",2465579.94588222,7.3,"1","sc020","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc020_2",2612598.93595957,8.4,"2","sc020","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc023_1",1820360.26840134,6.2,"1","sc023","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc023_2",1760842.36931156,7.8,"2","sc023","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc16_1",921230.345524669,7.5,"1","sc16","itn_cyp_metabolites","Multiple matches found"
2062,"8-Hydroxyquinoline_BTM04160_9.293","8-Hydroxyquinoline_BTM04160","C9 H7 N O2","Full match","Partial match","Full match",0.29,161.04772,162.055,9.293,4602298.53664287,3,94,70.4,"DDA for preferred ion","[M+H]+1","sc16_2",1034450.33749223,8,"2","sc16","itn_cyp_metabolites","Multiple matches found"
5598,"a-Isothiocyanatotoluene_BTM02980_10.983","a-Isothiocyanatotoluene_BTM02980","C8 H7 N O S","Full match","No results","Full match",0.2,165.02487,166.03214,10.983,1560391.80097037,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",1196959.80136745,8,"1","sc003","itn_cyp_metabolites","Multiple matches found"
5598,"a-Isothiocyanatotoluene_BTM02980_10.983","a-Isothiocyanatotoluene_BTM02980","C8 H7 N O S","Full match","No results","Full match",0.2,165.02487,166.03214,10.983,1560391.80097037,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",1317886.28065032,5.3,"2","sc003","itn_cyp_metabolites","Multiple matches found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc001_1",1255949.55009354,7.5,"1","sc001","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc001_2",1177230.48458859,7.5,"2","sc001","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc005_1",1814922.90024447,5.7,"1","sc005","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc005_2",1712757.72674903,5.7,"2","sc005","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc010_1",1606753.82470615,5.3,"1","sc010","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc010_2",1751133.04697459,5.7,"2","sc010","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc011_1",1282912.4177456,5.9,"1","sc011","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc011_2",1313152.74205539,5.3,"2","sc011","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc012_1",1530702.59179898,5.9,"1","sc012","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc012_2",1240382.69683774,7,"2","sc012","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc16_1",1041490.37842974,7.5,"1","sc16","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc16_2",1221821.40011093,5.3,"2","sc16","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc17_1",1244519.04223762,7,"1","sc17","itn_cyp_metabolites","Single match found"
3899,"Acetovanillone_16.809","Acetovanillone","C9 H10 O3","Not the top hit","Partial match","Full match",0.08,166.06301,167.07028,16.809,2441945.73236337,1,76.5,72.6,"DDA for preferred ion","[M+H]+1","sc17_2",1248677.48943006,6.4,"2","sc17","itn_cyp_metabolites","Single match found"
