"peak_number","name","formula","calc_mw","m_z","rt_min","sample_location"
1186,"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","C17 H25 N5 O",315.20469,316.21197,7.552,"mix"
2489,"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","C17 H25 N5 O",315.20474,316.21202,1.274,"newdry"
1186,"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","C17 H25 N5 O",315.20469,316.21197,7.552,"olddry"
2925,"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-methoxy-1H-benzimidazole","C19 H27 N3 O",313.21557,314.22285,19.678,"digesterA"
994,"2-benzylideneindan-1-one","C16 H12 O",220.08881,221.09609,15.731,"centrin"
994,"2-benzylideneindan-1-one","C16 H12 O",220.08881,221.09609,15.731,"control"
994,"2-benzylideneindan-1-one","C16 H12 O",220.08881,221.09609,15.731,"mix"
1863,"2-piperidinobenzoic acid","C12 H15 N O2",205.11026,206.11754,13.53,"mix"
4116,"25iP-NBOMe","C21 H29 N O3",343.21483,344.2221,21.436,"feedpump"
2281,"2C-G","C12 H19 N O2",209.14187,227.1754,14.415,"olddry"
2236,"2C-P","C13 H21 N O2",223.15724,224.16451,23.569,"centrin"
2236,"2C-P","C13 H21 N O2",223.15724,224.16451,23.569,"digesterA"
2236,"2C-P","C13 H21 N O2",223.15724,224.16451,23.569,"feedpump"
2236,"2C-P","C13 H21 N O2",223.15724,224.16451,23.569,"olddry"
2906,"3,3,5,5-Tetramethylpyrroline-N-oxide","C8 H15 N O",141.11543,142.12271,22.378,"control"
2906,"3,3,5,5-Tetramethylpyrroline-N-oxide","C8 H15 N O",141.11543,142.12271,22.378,"digesterB"
2979,"3,3,5,5-Tetramethylpyrroline-N-oxide","C8 H15 N O",141.11542,142.1227,10.459,"digesterD"
2979,"3,3,5,5-Tetramethylpyrroline-N-oxide","C8 H15 N O",141.11542,142.1227,10.459,"feedpump"
2444,"3,3,5,5-Tetramethylpyrroline-N-oxide","C8 H15 N O",141.11543,142.1227,9.687,"mix"
176,"3,4-Dimethylaniline","C8 H11 N",121.08931,122.09658,4.352,"centrin"
176,"3,4-Dimethylaniline","C8 H11 N",121.08931,122.09658,4.352,"digesterA"
176,"3,4-Dimethylaniline","C8 H11 N",121.08931,122.09658,4.352,"digesterB"
176,"3,4-Dimethylaniline","C8 H11 N",121.08931,122.09658,4.352,"digesterC"
176,"3,4-Dimethylaniline","C8 H11 N",121.08931,122.09658,4.352,"digesterD"
176,"3,4-Dimethylaniline","C8 H11 N",121.08931,122.09658,4.352,"feedpump"
176,"3,4-Dimethylaniline","C8 H11 N",121.08931,122.09658,4.352,"newdry"
176,"3,4-Dimethylaniline","C8 H11 N",121.08931,122.09658,4.352,"olddry"
2695,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.10007,173.10734,15.501,"digesterC"
2695,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.10007,173.10734,15.501,"digesterD"
477,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16197,235.16925,19.669,"centrin"
552,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16192,235.1692,21.083,"control"
477,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16197,235.16925,19.669,"digesterB"
912,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16197,235.16925,20.135,"feedpump"
477,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16197,235.16925,19.669,"mix"
477,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16197,235.16925,19.669,"olddry"
2211,"3-(3,4,5-trimethoxyphenyl)propanoic acid","C12 H16 O5",240.09977,241.10704,22.649,"digesterB"
2591,"3-Carboxymedetomidine","C13 H14 N2 O2",230.10552,231.1128,15.042,"centrin"
2591,"3-Carboxymedetomidine","C13 H14 N2 O2",230.10552,231.1128,15.042,"digesterB"
2591,"3-Carboxymedetomidine","C13 H14 N2 O2",230.10552,231.1128,15.042,"olddry"
2251,"3-Hydroxycyclobenzaprine","C20 H21 N O",291.16235,292.16965,12.719,"digesterA"
1817,"3-Hydroxycyclobenzaprine","C20 H21 N O",291.16238,292.16966,17.331,"digesterB"
4860,"3-[(2H-1,3-benzodioxol-5-yl)methyl]-4-[(3,4-dimethoxyphenyl)methyl]oxolan-2-one","C21 H22 O6",370.14163,371.14891,19.368,"olddry"
854,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.08038,243.08766,13.375,"centrin"
854,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.08038,243.08766,13.375,"digesterC"
854,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.08038,243.08766,13.375,"digesterD"
854,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.08038,243.08766,13.375,"feedpump"
854,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.08038,243.08766,13.375,"newdry"
854,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.08038,243.08766,13.375,"olddry"
3794,"3alpha-Androstanediol","C19 H32 O2",292.24031,293.24756,22.089,"feedpump"
3794,"3alpha-Androstanediol","C19 H32 O2",292.24031,293.24756,22.089,"newdry"
3140,"4'-Deoxycirramycin�A1_BTM02228","C29 H44 O10",552.29412,553.3014,15.423,"olddry"
2638,"4'-Methyl-α-pyrrolidinopropiophenone","C14 H19 N O",217.14665,218.15393,17.647,"control"
2897,"4'-Methyl-α-pyrrolidinopropiophenone","C14 H19 N O",217.14664,218.15392,18.169,"feedpump"
2514,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]","C18 H18 O4 S",330.09257,331.09984,18.563,"olddry"
734,"4-Aminotetrahydrobiopterin","C9 H16 N6 O2",240.13375,241.14103,16.086,"feedpump"
327,"4-Epianhydrotetracycline","C22 H22 N2 O7",426.1427,427.14998,18.118,"digesterA"
327,"4-Epianhydrotetracycline","C22 H22 N2 O7",426.1427,427.14998,18.118,"digesterB"
1437,"4-Heptylphenol","C13 H20 O",192.15143,193.1587,19.488,"centrin"
1437,"4-Heptylphenol","C13 H20 O",192.15143,193.1587,19.488,"digesterA"
1437,"4-Heptylphenol","C13 H20 O",192.15143,193.1587,19.488,"digesterB"
794,"4-Heptylphenol","C13 H20 O",192.15143,193.15871,19.274,"digesterC"
794,"4-Heptylphenol","C13 H20 O",192.15143,193.15871,19.274,"digesterD"
3248,"4-Heptylphenol","C13 H20 O",192.15141,193.15869,20.122,"feedpump"
1424,"4-Heptylphenol","C13 H20 O",192.15143,193.15871,19.111,"newdry"
1424,"4-Heptylphenol","C13 H20 O",192.15143,193.15871,19.111,"olddry"
3108,"4-Hexylresorcinol","C12 H18 O2",194.13071,195.13799,17.551,"olddry"
2441,"4-Methoxy PV9","C19 H29 N O2",303.21996,304.22724,13.228,"digesterA"
1893,"4-Methoxyamphetamine","C10 H15 N O",165.11539,166.12266,17.851,"centrin"
1893,"4-Methoxyamphetamine","C10 H15 N O",165.11539,166.12266,17.851,"digesterA"
1893,"4-Methoxyamphetamine","C10 H15 N O",165.11539,166.12266,17.851,"digesterB"
1893,"4-Methoxyamphetamine","C10 H15 N O",165.11539,166.12266,17.851,"digesterC"
1893,"4-Methoxyamphetamine","C10 H15 N O",165.11539,166.12266,17.851,"digesterD"
1893,"4-Methoxyamphetamine","C10 H15 N O",165.11539,166.12266,17.851,"newdry"
1893,"4-Methoxyamphetamine","C10 H15 N O",165.11539,166.12266,17.851,"olddry"
472,"4-Oxosebacic Acid","C10 H16 O5",216.09975,239.08898,10.02,"centrin"
472,"4-Oxosebacic Acid","C10 H16 O5",216.09975,239.08898,10.02,"newdry"
472,"4-Oxosebacic Acid","C10 H16 O5",216.09975,239.08898,10.02,"olddry"
137,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2",333.26698,334.27426,17.409,"centrin"
1954,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2",333.267,334.27427,19.006,"digesterA"
146,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2",333.26699,334.27426,15.514,"feedpump"
146,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2",333.26699,334.27426,15.514,"newdry"
137,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol","C21 H35 N O2",333.26698,334.27426,17.409,"olddry"
1914,"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","C18 H24 N2 O2",300.18411,301.19119,17.56,"centrin"
1914,"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","C18 H24 N2 O2",300.18411,301.19119,17.56,"digesterD"
1914,"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","C18 H24 N2 O2",300.18411,301.19119,17.56,"newdry"
1914,"4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]benzoic acid","C18 H24 N2 O2",300.18411,301.19119,17.56,"olddry"
3618,"4-amino-1-phenyl-6-(phenylimino)-1,2,5,6-tetrahydro-1,3,5-triazin-2-one","C15 H13 N5 O",279.11207,280.11934,16.097,"olddry"
5104,"4-chloro-2-(1H-pyrazol-3-yl)phenol","C9 H7 Cl N2 O",194.02491,195.03219,21.753,"centrin"
5104,"4-chloro-2-(1H-pyrazol-3-yl)phenol","C9 H7 Cl N2 O",194.02491,195.03219,21.753,"control"
5104,"4-chloro-2-(1H-pyrazol-3-yl)phenol","C9 H7 Cl N2 O",194.02491,195.03219,21.753,"feedpump"
5104,"4-chloro-2-(1H-pyrazol-3-yl)phenol","C9 H7 Cl N2 O",194.02491,195.03219,21.753,"mix"
3688,"4-hydroxy-1-phenyl-1,2-dihydroquinolin-2-one","C15 H11 N O2",237.07898,238.08626,17.895,"olddry"
2737,"4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","C12 H14 O3",206.09428,207.10155,21.492,"olddry"
2637,"4-piperidin-4-ylbutal","C9 H17 N O",155.13104,156.13831,23.522,"centrin"
1477,"4-piperidin-4-ylbutal","C9 H17 N O",155.13106,156.13834,1.353,"digesterA"
639,"4-piperidin-4-ylbutal","C9 H17 N O",155.13109,156.13837,2.662,"digesterB"
3999,"4-piperidin-4-ylbutal","C9 H17 N O",155.13104,156.13832,22.709,"digesterC"
639,"4-piperidin-4-ylbutal","C9 H17 N O",155.13109,156.13837,2.662,"feedpump"
2637,"4-piperidin-4-ylbutal","C9 H17 N O",155.13104,156.13831,23.522,"olddry"
4454,"4-{5-[(3R,4S,6R)-6-(Aminomethyl)-1-azabicyclo[2.2.2]oct-3-yl]-1-methyl-1H-pyrazol-3-yl}-N,N-dimethylaniline","C20 H29 N5",339.24244,340.24972,22.01,"centrin"
4454,"4-{5-[(3R,4S,6R)-6-(Aminomethyl)-1-azabicyclo[2.2.2]oct-3-yl]-1-methyl-1H-pyrazol-3-yl}-N,N-dimethylaniline","C20 H29 N5",339.24244,340.24972,22.01,"feedpump"
436,"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","C24 H33 N O3",383.2461,384.25338,22.476,"centrin"
436,"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","C24 H33 N O3",383.2461,384.25338,22.476,"digesterC"
436,"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","C24 H33 N O3",383.2461,384.25338,22.476,"feedpump"
436,"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","C24 H33 N O3",383.2461,384.25338,22.476,"newdry"
436,"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid","C24 H33 N O3",383.2461,384.25338,22.476,"olddry"
263,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",320.27174,321.27901,22.922,"centrin"
5068,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",320.27168,321.27895,21.807,"control"
263,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",320.27174,321.27901,22.922,"digesterA"
263,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",320.27174,321.27901,22.922,"digesterB"
263,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",320.27174,321.27901,22.922,"digesterC"
263,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",320.27174,321.27901,22.922,"digesterD"
263,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",320.27174,321.27901,22.922,"feedpump"
263,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",320.27174,321.27901,22.922,"newdry"
263,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",320.27174,321.27901,22.922,"olddry"
3492,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",281.13043,282.13771,17.048,"control"
2334,"5-(4-methylphenyl)-2-phenyl-6H-1,3-thiazin-6-one","C17 H13 N O S",279.07099,280.07826,18.246,"centrin"
2334,"5-(4-methylphenyl)-2-phenyl-6H-1,3-thiazin-6-one","C17 H13 N O S",279.07099,280.07826,18.246,"digesterC"
2334,"5-(4-methylphenyl)-2-phenyl-6H-1,3-thiazin-6-one","C17 H13 N O S",279.07099,280.07826,18.246,"digesterD"
2334,"5-(4-methylphenyl)-2-phenyl-6H-1,3-thiazin-6-one","C17 H13 N O S",279.07099,280.07826,18.246,"newdry"
2334,"5-(4-methylphenyl)-2-phenyl-6H-1,3-thiazin-6-one","C17 H13 N O S",279.07099,280.07826,18.246,"olddry"
2766,"5-(tert-butyl)-2-methyl-N-(4-nitrophenyl)-3-furamide","C16 H18 N2 O4",302.12682,303.1341,12.959,"centrin"
168,"5-Methoxyindole","C9 H9 N O",147.06846,148.07574,12.078,"feedpump"
791,"5-Methyl-2-[(3S)-1-(1-methyl-4-piperidinyl)-3-pyrrolidinyl]-1,3-benzoxazole","C18 H25 N3 O",299.19989,300.20717,18.309,"digesterD"
791,"5-Methyl-2-[(3S)-1-(1-methyl-4-piperidinyl)-3-pyrrolidinyl]-1,3-benzoxazole","C18 H25 N3 O",299.19989,300.20717,18.309,"newdry"
2549,"5-Methyl-2-[(3S)-1-(1-methyl-4-piperidinyl)-3-pyrrolidinyl]-1,3-benzoxazole","C18 H25 N3 O",299.19981,300.20708,17.135,"olddry"
2289,"5-Phenylvaleric acid","C11 H14 O2",178.09939,179.10667,19.51,"centrin"
2289,"5-Phenylvaleric acid","C11 H14 O2",178.09939,179.10667,19.51,"digesterC"
2289,"5-Phenylvaleric acid","C11 H14 O2",178.09939,179.10667,19.51,"digesterD"
2289,"5-Phenylvaleric acid","C11 H14 O2",178.09939,179.10667,19.51,"newdry"
4982,"5-[5-(methoxycarbonyl)-5,8a-dimethyl-2-methylidene-decahydronaphthalen-1-yl]-3-methylpentanoic acid","C21 H34 O4",350.24565,351.25292,21.364,"feedpump"
1174,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","C24 H32 O7",432.21484,433.22211,22.695,"centrin"
1174,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","C24 H32 O7",432.21484,433.22211,22.695,"digesterB"
1174,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","C24 H32 O7",432.21484,433.22211,22.695,"digesterC"
1174,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","C24 H32 O7",432.21484,433.22211,22.695,"digesterD"
1174,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","C24 H32 O7",432.21484,433.22211,22.695,"newdry"
1174,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione","C24 H32 O7",432.21484,433.22211,22.695,"olddry"
1724,"5α-Dihydrotestosterone glucuronide","C25 H38 O8",466.25541,467.26269,10.471,"control"
2713,"5α-Dihydrotestosterone glucuronide","C25 H38 O8",466.25547,467.26274,10.863,"mix"
2688,"6-(7-methyloctyl)-1H,3H,4H,6H-furo[3,4-c]furan-1-one","C15 H24 O3",252.17252,253.1798,17.62,"digesterD"
2422,"6-Allyl-o-cresol","C10 H12 O",148.08885,149.09613,18.702,"digesterA"
2422,"6-Allyl-o-cresol","C10 H12 O",148.08885,149.09613,18.702,"digesterB"
2422,"6-Allyl-o-cresol","C10 H12 O",148.08885,149.09613,18.702,"olddry"
3909,"6-Hexanoyl-D-erythro-sphingosine","C24 H47 N O3",397.35568,398.36296,21.542,"digesterA"
3909,"6-Hexanoyl-D-erythro-sphingosine","C24 H47 N O3",397.35568,398.36296,21.542,"digesterB"
3909,"6-Hexanoyl-D-erythro-sphingosine","C24 H47 N O3",397.35568,398.36296,21.542,"digesterC"
3909,"6-Hexanoyl-D-erythro-sphingosine","C24 H47 N O3",397.35568,398.36296,21.542,"newdry"
3909,"6-Hexanoyl-D-erythro-sphingosine","C24 H47 N O3",397.35568,398.36296,21.542,"olddry"
2307,"7-Hydroxycoumarine","C9 H6 O3",162.03171,163.03898,20.41,"centrin"
844,"7-Hydroxycoumarine","C9 H6 O3",162.03172,163.039,21.462,"control"
3556,"7-Hydroxycoumarine","C9 H6 O3",162.03169,163.03897,21.82,"digesterC"
2307,"7-Hydroxycoumarine","C9 H6 O3",162.03171,163.03898,20.41,"feedpump"
844,"7-Hydroxycoumarine","C9 H6 O3",162.03172,163.039,21.462,"mix"
2307,"7-Hydroxycoumarine","C9 H6 O3",162.03171,163.03898,20.41,"olddry"
5545,"7-chloro-4-piperidinoquinoline","C14 H15 Cl N2",246.09236,247.09963,18.544,"newdry"
5105,"7-{[(1S,4aS,6R,8aR)-6-Hydroxy-5,5,8a-trimethyl-2-methylenedecahydro-1-naphthalenyl]methoxy}-2H-chromen-2-one","C24 H30 O4",382.21544,383.22272,23.72,"mix"
814,"8-Hydroxychinolin","C9 H7 N O",145.05281,146.06009,11.007,"centrin"
814,"8-Hydroxychinolin","C9 H7 N O",145.05281,146.06009,11.007,"digesterC"
814,"8-Hydroxychinolin","C9 H7 N O",145.05281,146.06009,11.007,"digesterD"
814,"8-Hydroxychinolin","C9 H7 N O",145.05281,146.06009,11.007,"feedpump"
814,"8-Hydroxychinolin","C9 H7 N O",145.05281,146.06009,11.007,"newdry"
814,"8-Hydroxychinolin","C9 H7 N O",145.05281,146.06009,11.007,"olddry"
1420,"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","C18 H28 O3",292.20389,293.21116,19.534,"centrin"
1056,"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","C18 H28 O3",292.2039,293.21117,19.648,"digesterC"
1056,"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","C18 H28 O3",292.2039,293.21117,19.648,"digesterD"
2529,"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","C18 H28 O3",292.20386,293.21114,20.115,"feedpump"
1420,"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","C18 H28 O3",292.20389,293.21116,19.534,"newdry"
953,"9-Aminocamptothecin","C20 H17 N3 O4",363.12197,364.12925,9.578,"digesterD"
953,"9-Aminocamptothecin","C20 H17 N3 O4",363.12197,364.12925,9.578,"olddry"
2894,"9-Oxo-10(E),12(E)-octadecadienoic acid","C18 H30 O3",294.21964,295.22691,17.201,"centrin"
1246,"9-Oxo-10(E),12(E)-octadecadienoic acid","C18 H30 O3",294.21964,295.22692,20.97,"digesterC"
375,"9-Oxo-10(E),12(E)-octadecadienoic acid","C18 H30 O3",294.21958,295.22686,20.098,"feedpump"
1541,"9-Oxo-10(E),12(E)-octadecadienoic acid","C18 H30 O3",294.2197,295.22698,21.161,"newdry"
1703,"9H-Fluoren-4-yl(piperidino)methanone","C19 H19 N O",277.14673,278.154,12.931,"centrin"
1269,"9H-Fluoren-4-yl(piperidino)methanone","C19 H19 N O",277.14673,278.154,17.766,"digesterA"
1269,"9H-Fluoren-4-yl(piperidino)methanone","C19 H19 N O",277.14673,278.154,17.766,"digesterB"
1703,"9H-Fluoren-4-yl(piperidino)methanone","C19 H19 N O",277.14673,278.154,12.931,"digesterC"
1269,"9H-Fluoren-4-yl(piperidino)methanone","C19 H19 N O",277.14673,278.154,17.766,"newdry"
1309,"A-836339","C16 H26 N2 O2 S",310.1723,311.17957,21.307,"centrin"
2296,"A-836339","C16 H26 N2 O2 S",310.17227,311.17955,21.794,"control"
2583,"A-836339","C16 H26 N2 O2 S",310.1723,311.17957,21.163,"digesterC"
2296,"A-836339","C16 H26 N2 O2 S",310.17227,311.17955,21.794,"feedpump"
1531,"A-836339","C16 H26 N2 O2 S",310.17223,311.1795,20.481,"mix"
1309,"A-836339","C16 H26 N2 O2 S",310.1723,311.17957,21.307,"olddry"
4906,"AB-001","C24 H31 N O",349.24067,350.24794,20.591,"newdry"
2072,"AM-1235","C24 H21 F N2 O3",404.15449,405.16176,18.694,"digesterB"
813,"APP-FUBINACA","C24 H21 F N4 O2",416.1658,417.17308,10.246,"digesterC"
670,"APP-FUBINACA","C24 H21 F N4 O2",416.16583,417.1731,9.551,"olddry"
3948,"Abexinostat","C21 H23 N3 O5",397.16533,398.17261,19.42,"olddry"
911,"Acetanilide","C8 H9 N O",135.06847,136.07575,10.927,"feedpump"
773,"Acitretin","C21 H26 O3",326.1884,327.19568,17.413,"centrin"
773,"Acitretin","C21 H26 O3",326.1884,327.19568,17.413,"digesterA"
773,"Acitretin","C21 H26 O3",326.1884,327.19568,17.413,"digesterB"
773,"Acitretin","C21 H26 O3",326.1884,327.19568,17.413,"digesterC"
773,"Acitretin","C21 H26 O3",326.1884,327.19568,17.413,"digesterD"
773,"Acitretin","C21 H26 O3",326.1884,327.19568,17.413,"newdry"
4117,"Agomelatine","C15 H17 N O2",243.12593,244.1332,16.758,"olddry"
1589,"Agroclavine_BTM03062","C16 H18 N2 O",254.14187,255.14915,19.686,"digesterA"
1489,"Agroclavine_BTM03062","C16 H18 N2 O",254.14189,255.14917,18.235,"digesterC"
2595,"Agroclavine_BTM03062","C16 H18 N2 O",254.14188,255.14916,18.588,"newdry"
3419,"Alectinib","C30 H34 N4 O2",482.2682,483.27548,18.306,"centrin"
1989,"Alfacalcidol","C27 H44 O2",400.33417,401.34145,23.72,"centrin"
695,"Alfacalcidol","C27 H44 O2",400.33417,401.34143,22.827,"digesterA"
1662,"Alfacalcidol","C27 H44 O2",400.33418,401.34144,24.505,"digesterB"
2014,"Alfacalcidol","C27 H44 O2",400.33414,401.34142,23.904,"digesterD"
695,"Alfacalcidol","C27 H44 O2",400.33417,401.34143,22.827,"feedpump"
1989,"Alfacalcidol","C27 H44 O2",400.33417,401.34145,23.72,"newdry"
1989,"Alfacalcidol","C27 H44 O2",400.33417,401.34145,23.72,"olddry"
878,"Allopurinol","C5 H4 N4 O",136.03865,137.04592,2.253,"feedpump"
188,"Allylestrenol","C21 H32 O",300.24552,318.27935,18.936,"centrin"
288,"Allylestrenol","C21 H32 O",300.24551,318.27934,19.795,"digesterA"
188,"Allylestrenol","C21 H32 O",300.24552,318.27935,18.936,"digesterC"
188,"Allylestrenol","C21 H32 O",300.24552,318.27935,18.936,"digesterD"
1079,"Allylestrenol","C21 H32 O",300.24544,301.25272,22.932,"feedpump"
188,"Allylestrenol","C21 H32 O",300.24552,318.27935,18.936,"newdry"
543,"Allylprodine","C18 H25 N O2",287.18859,288.19586,17.912,"feedpump"
2124,"Allylprodine","C18 H25 N O2",287.18862,288.19586,17.464,"newdry"
543,"Allylprodine","C18 H25 N O2",287.18859,288.19586,17.912,"olddry"
5208,"Alosetron","C17 H18 N4 O",294.14692,295.1542,20.574,"newdry"
528,"Alpha-Dimorphecolic","C18 H32 O3",296.23527,297.24255,17.671,"digesterA"
528,"Alpha-Dimorphecolic","C18 H32 O3",296.23527,297.24255,17.671,"digesterC"
528,"Alpha-Dimorphecolic","C18 H32 O3",296.23527,297.24255,17.671,"digesterD"
425,"Alpha-Dimorphecolic","C18 H32 O3",296.23533,297.24252,21.63,"feedpump"
528,"Alpha-Dimorphecolic","C18 H32 O3",296.23527,297.24255,17.671,"newdry"
4066,"Alphaxalone","C21 H32 O3",332.23533,333.2426,22.111,"centrin"
4066,"Alphaxalone","C21 H32 O3",332.23533,333.2426,22.111,"digesterA"
2534,"Alverine","C20 H27 N",281.21439,282.22167,23.141,"digesterA"
2534,"Alverine","C20 H27 N",281.21439,282.22167,23.141,"digesterB"
2534,"Alverine","C20 H27 N",281.21439,282.22167,23.141,"digesterC"
2534,"Alverine","C20 H27 N",281.21439,282.22167,23.141,"digesterD"
2534,"Alverine","C20 H27 N",281.21439,282.22167,23.141,"feedpump"
2534,"Alverine","C20 H27 N",281.21439,282.22167,23.141,"newdry"
2534,"Alverine","C20 H27 N",281.21439,282.22167,23.141,"olddry"
1767,"Amiloride","C6 H8 Cl N7 O",229.04874,230.05601,10.839,"digesterD"
1318,"Aminorex","C9 H10 N2 O",162.07934,163.08661,13.145,"digesterA"
1318,"Aminorex","C9 H10 N2 O",162.07934,163.08661,13.145,"digesterB"
2021,"Amiodarone","C25 H29 I2 N O3",645.02407,646.03134,21.242,"centrin"
2021,"Amiodarone","C25 H29 I2 N O3",645.02407,646.03134,21.242,"digesterA"
2021,"Amiodarone","C25 H29 I2 N O3",645.02407,646.03134,21.242,"digesterB"
2021,"Amiodarone","C25 H29 I2 N O3",645.02407,646.03134,21.242,"digesterC"
2021,"Amiodarone","C25 H29 I2 N O3",645.02407,646.03134,21.242,"digesterD"
