"peak_number","unique_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","mass_list_name","mass_list_match"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc003_2",6876457.15610262,8.4,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc007_1",70021956.6721053,8.4,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc007_2",66436086.4024154,8.9,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc008_1",17021514.9365149,7.8,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc008_2",16477640.0726474,8.4,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc014_1",532068.51491373,7.7,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc014_2",467764.282703013,7.7,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc15_1",1143272.28370281,8.6,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc16_1",3980554.47223023,8.4,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc16_2",4074204.57886816,8.9,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc020_1",51503580.1061453,8.4,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc020_2",50013246.0646842,8.4,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc023_1",1437068.65739986,7.5,"itn_kps","Single match found"
63,"Sulfamethoxazole_8.845","Sulfamethoxazole","C10 H11 N3 O3 S","Not the top hit","Full match","Full match",0.24,253.05217,254.05946,8.845,70021956.6721053,2,96.8,92.8,"DDA for preferred ion","[M+H]+1","sc023_2",1729427.75732855,7.8,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","qc15x",782425.733125021,7.5,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc003_1",12927999.5943716,7.8,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc003_2",12550987.6392538,8.4,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc007_2",45159317.9719395,8.4,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc014_1",18274242.4997566,8.4,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc014_2",17237034.0606052,8.4,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc15_1",34908009.0641926,8.4,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc15_2",35410223.5225301,8.4,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc16_1",8859676.66440614,8.9,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc16_2",8728034.95811919,8.9,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc020_1",31486770.2235703,10,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc020_2",32526705.7569609,8.4,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc023_1",14551429.6779201,7.8,"itn_kps","Single match found"
128,"Flucytosine_5.249","Flucytosine","C4 H4 F N3 O","Full match","Partial match","Full match",0.84,129.03395,130.04123,5.249,45159317.9719395,1,99.7,93.4,"DDA for preferred ion","[M+H]+1","sc023_2",13450258.6361771,7.8,"itn_kps","Single match found"
153,"Trimethoprim_7.762","Trimethoprim","C14 H18 N4 O3","Not the top hit","Full match","Full match",0.64,290.13808,291.14535,7.762,38329642.7821408,8,98.6,85.1,"DDA for preferred ion","[M+H]+1","sc003_1",14024919.1080988,9.5,"itn_kps","Single match found"
153,"Trimethoprim_7.762","Trimethoprim","C14 H18 N4 O3","Not the top hit","Full match","Full match",0.64,290.13808,291.14535,7.762,38329642.7821408,8,98.6,85.1,"DDA for preferred ion","[M+H]+1","sc003_2",14091405.2302739,8.4,"itn_kps","Single match found"
153,"Trimethoprim_7.762","Trimethoprim","C14 H18 N4 O3","Not the top hit","Full match","Full match",0.64,290.13808,291.14535,7.762,38329642.7821408,8,98.6,85.1,"DDA for preferred ion","[M+H]+1","sc007_1",38329642.7821408,7.8,"itn_kps","Single match found"
153,"Trimethoprim_7.762","Trimethoprim","C14 H18 N4 O3","Not the top hit","Full match","Full match",0.64,290.13808,291.14535,7.762,38329642.7821408,8,98.6,85.1,"DDA for preferred ion","[M+H]+1","sc007_2",32076075.5949205,8.9,"itn_kps","Single match found"
153,"Trimethoprim_7.762","Trimethoprim","C14 H18 N4 O3","Not the top hit","Full match","Full match",0.64,290.13808,291.14535,7.762,38329642.7821408,8,98.6,85.1,"DDA for preferred ion","[M+H]+1","sc16_1",303880.75462586,7.4,"itn_kps","Single match found"
153,"Trimethoprim_7.762","Trimethoprim","C14 H18 N4 O3","Not the top hit","Full match","Full match",0.64,290.13808,291.14535,7.762,38329642.7821408,8,98.6,85.1,"DDA for preferred ion","[M+H]+1","sc16_2",318993.527699637,7.4,"itn_kps","Single match found"
153,"Trimethoprim_7.762","Trimethoprim","C14 H18 N4 O3","Not the top hit","Full match","Full match",0.64,290.13808,291.14535,7.762,38329642.7821408,8,98.6,85.1,"DDA for preferred ion","[M+H]+1","sc020_1",2638805.87564662,8.9,"itn_kps","Single match found"
153,"Trimethoprim_7.762","Trimethoprim","C14 H18 N4 O3","Not the top hit","Full match","Full match",0.64,290.13808,291.14535,7.762,38329642.7821408,8,98.6,85.1,"DDA for preferred ion","[M+H]+1","sc020_2",2644023.41526666,8.9,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc003_1",5582473.13848854,8.9,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc003_2",5560183.29473006,9.5,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc007_1",37382620.3235369,7.8,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc007_2",36589685.8168619,8.4,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc008_1",1115924.68959858,9.1,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc008_2",1284663.34619548,8,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc014_2",561648.854510257,8.3,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc15_1",1152263.10653978,8.6,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc15_2",1146422.33091733,5.9,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc16_1",640766.414961,8.3,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc16_2",620530.576812366,6.1,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc020_1",1212054.49923985,8.6,"itn_kps","Single match found"
156,"N4-Acetylsulfamethoxazole_10.615","N4-Acetylsulfamethoxazole","C12 H13 N3 O4 S","Not the top hit","Full match","Full match",0.45,295.06281,296.07008,10.615,37382620.3235369,6,94.5,83.9,"DDA for preferred ion","[M+H]+1","sc020_2",779449.374462188,8.6,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","qc15x",580349.140384083,8.3,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc003_1",28100829.7717773,8.4,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc003_2",27717744.858315,9.5,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc007_1",28026929.4263567,9.5,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc007_2",27670225.0278948,8.4,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc008_1",26894124.7325653,8.4,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc008_2",27223579.1267674,8.4,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc014_1",23271336.1666664,8.4,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc014_2",22630370.5529116,8.9,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc15_1",15789313.1422497,8.9,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc15_2",16780800.5407484,8.4,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc16_1",7712573.56141192,9.5,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc16_2",8047713.69167027,8.4,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc18_1",120574.174178492,7.1,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc020_1",28600316.0589579,9.5,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc020_2",17444086.954531,8.4,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc023_1",17754039.4866292,7.8,"itn_kps","Single match found"
166,"Fluconazole_10.104","Fluconazole","C13 H12 F2 N6 O","Not the top hit","Full match","Full match",0.56,306.10424,307.11151,10.104,34991553.1659075,1,98,98.4,"DDA for preferred ion","[M+H]+1","sc023_2",26208009.3551557,8.4,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","qc15x",4812982.44757192,8.4,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc001_1",3655581.26306046,8.9,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc001_2",3747406.03984661,7.8,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc002_1",1766362.98354862,8.9,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc002_2",1284053.92215262,8.6,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",2266728.05590757,7.3,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",2339415.45229032,8.9,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc005_1",8912145.15483363,9.5,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc005_2",11586300.2296861,8.4,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_1",6966338.71451254,7.8,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_2",7653080.52579077,8.4,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc008_1",3115669.19401166,8.9,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc008_2",4270650.73942134,8.4,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc009_1",2562232.22837814,7.3,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc009_2",2185178.22425438,6.7,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc010_1",432051.792160133,5.5,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc011_2",641196.145089111,8.3,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc012_2",217270.415499466,7.4,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc014_1",9836547.34054665,8.4,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc014_2",10153598.1751665,8.4,"itn_kps","Single match found"
197,"Marbofloxacin_18.144","Marbofloxacin","C17 H19 F N4 O4","Not the top hit","No results","Full match",4.36,362.14061,363.14789,18.144,30343626.4249958,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc15_1",5679532.78948535,8.4,"itn_kps","Single match found"
