"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",0.08,163.06334,164.07061,1.306,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",129816.935544188
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",0.08,163.06334,164.07061,1.306,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",356391.903148305
2500,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",0.15,163.06335,164.07063,8.846,"thailand_sample_7","kps_psychoactive_substances_v2",2531123.63864458
2500,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",0.15,163.06335,164.07063,8.846,"thailand_sample_8","kps_psychoactive_substances_v2",2343138.99991669
5710,"(2E)-5-hydroxy-N-[3-(5-{3-[(2E)-5-hydroxy-3-methylpent-2-enamido]propyl}-3,6-dioxopiperazin-2-yl)propyl]-3-methylpent-2-enamide","C22 H36 N4 O6",-0.06,452.26346,475.25266,8.771,"lysimeter_op_0_3y_171221","mz_cloud",807676.082360906
5513,"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","C13 H14 O4",-0.05,234.0892,235.09661,14.597,"landfill_eg_0_3y","mz_cloud",866272.995929436
5513,"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","C13 H14 O4",-0.05,234.0892,235.09661,14.597,"landfill_op_y104","mz_cloud",515399.578187633
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_control_eg_140622","mz_cloud",1237205.42192394
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_control_op_260122","mz_cloud",1479812.89995124
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_eg104_140622","mz_cloud",1235332.57500194
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_eg3_104_140622","mz_cloud",1327477.34801049
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_op0_34_140622","mz_cloud",1655840.87721458
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_op3_104_140622","mz_cloud",1114340.53678943
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_op_0_3y_250122","mz_cloud",1501803.71464695
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_fst1","mz_cloud",363126.549347652
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_fst2","mz_cloud",252587.667464161
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_fst3","mz_cloud",294178.235018783
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_fst4","mz_cloud",309995.919505461
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_fst5","mz_cloud",238975.167814281
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_inlet","mz_cloud",350272.419515018
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"landfill_eg_0_3y","mz_cloud",1278236.53442056
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"landfill_eg_y104","mz_cloud",287923.001305472
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"landfill_op_y104","mz_cloud",553794.455371573
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"lysimeter_control_eg_171221","mz_cloud",297496.809555233
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"lysimeter_control_eg_250122","mz_cloud",117664.000530499
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_control_op_140622","mz_cloud",157644.887774559
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_control_op_171221","mz_cloud",225460.754374515
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_control_op_260122","mz_cloud",110963.373824355
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_eg104_140622","mz_cloud",168773.43728081
