"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
1179,"(+-)-alminoprofen","C13 H17 N O2",0.53,219.12604,220.13332,7.213,"kps_pharmaceuticals_oct22",3633992.05578108,"glen valley (recreational) surface water"
3529,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2",0.32,179.09469,180.10196,14.005,"itn_kps",2700607.39017756,"francistown wwtp surface water"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2",0.32,179.09469,180.10197,2.217,"itn_kps",4216760.08550982,"kasane wwtp (overflow) surface water"
2146,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2",0.32,179.09469,180.10197,2.217,"itn_kps",2854980.66148447,"maun wwtp (main) waste water"
1163,"(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2",0.36,179.09469,180.10197,4.416,"itn_kps",6389527.6833987,"maun wwtp (overflow) surface water"
6785,"(-)-Ifosfamide","C7 H15 Cl2 N2 O2 P",-0.47,260.0247,261.03198,8.03,"kps_pharmaceuticals_oct22",273961.357441913,"ghanzi wwtp surface water"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,19.459,"mz_cloud",618469.698773351,"lecheng stream surface water"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,20.009,"mz_cloud",754906.990680159,"lecheng spring surface water"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,20.009,"mz_cloud",964771.556474316,"lotsane dam surface water"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,20.009,"mz_cloud",2276728.35624669,"kasane wwtp (main) surface water"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,19.459,"mz_cloud",1434034.86212866,"kasane (main) surface water"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,20.009,"mz_cloud",2414907.34259206,"kasane (recreational) surface water"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,20.009,"mz_cloud",1673874.40797325,"maun beach (before) surface water"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,19.459,"mz_cloud",453718.404149856,"maun beach (after) surface water"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,20.009,"mz_cloud",6662330.57260567,"maun wwtp (main) waste water"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,20.009,"mz_cloud",1822666.26018587,"maun wwtp (overflow) surface water"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,20.009,"mz_cloud",1328108.68755854,"ghanzi wwtp surface water"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,19.459,"mz_cloud",254204.584211755,"mogobane dam surface water"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,19.459,"mz_cloud",864378.249184736,"maru-a-pula surface water"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,19.459,"mz_cloud",4509737.96256554,"glen valley (reclamation) surface water"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.37,418.17026,419.17754,19.459,"mz_cloud",4324141.42591958,"glen valley (recreational) surface water"
1831,"(1S,2S,4aR,7R,8aR)-1-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-2,5,5,8a-tetramethyl-decahydronaphthalene-2,7-diol","C20 H36 O3",0.08,324.26647,347.25569,20.163,"mz_cloud",5086807.64598585,"kasane wwtp (main) surface water"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",0.21,163.06336,164.07064,7.933,"itn_cyp_metabolites",2783923.57763158,"palapye wwtp (eff) waste water"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",0.21,163.06336,164.07064,7.933,"itn_cyp_metabolites",2757537.54296586,"palapye wwtp surface water"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",0.21,163.06336,164.07064,7.933,"itn_cyp_metabolites",3951082.92068736,"francistown wwtp surface water"
3151,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",-0.5,163.06325,164.07064,10.565,"itn_cyp_metabolites",267748.835367732,"kasane wwtp (main) surface water"
1015,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",0.2,163.06336,164.07064,5.86,"itn_cyp_metabolites",8304677.0270453,"kasane wwtp (overflow) surface water"
1015,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",0.2,163.06336,164.07064,5.86,"itn_cyp_metabolites",442266.002039085,"maun wwtp (overflow) surface water"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",0.21,163.06336,164.07064,7.933,"itn_cyp_metabolites",1143057.87567194,"glen valley (reclamation) surface water"
3202,"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","C24 H31 N3 O4",0.26,425.23157,426.23884,13.959,"mz_cloud",2362158.7749977,"palapye wwtp (eff) waste water"
3202,"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","C24 H31 N3 O4",0.26,425.23157,426.23884,13.959,"mz_cloud",2883275.75256597,"palapye wwtp surface water"
3202,"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","C24 H31 N3 O4",0.26,425.23157,426.23884,13.959,"mz_cloud",2739580.94883382,"francistown wwtp surface water"
3202,"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","C24 H31 N3 O4",0.26,425.23157,426.23884,13.959,"mz_cloud",955733.720059454,"glen valley (reclamation) surface water"
2067,"(2E)-5-hydroxy-N-[3-(5-{3-[(2E)-5-hydroxy-3-methylpent-2-enamido]propyl}-3,6-dioxopiperazin-2-yl)propyl]-3-methylpent-2-enamide","C22 H36 N4 O6",-3,452.26213,475.25132,13.948,"mz_cloud",3436079.08790692,"glen valley (reclamation) surface water"
3363,"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","C14 H25 N O",0.51,223.19373,224.201,7.489,"mz_cloud",2393501.24585806,"palapye wwtp (eff) waste water"
3363,"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","C14 H25 N O",0.51,223.19373,224.201,7.489,"mz_cloud",2688395.36488621,"palapye wwtp surface water"
5410,"(2R)-1-(5-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol","C20 H38 O2",0.38,310.2873,333.27652,20.13,"mz_cloud",1620118.77595377,"kasane (main) surface water"
5410,"(2R)-1-(5-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol","C20 H38 O2",0.38,310.2873,333.27652,20.13,"mz_cloud",1394947.66514915,"maun wwtp (main) waste water"
2520,"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","C21 H36 N4 O3",-3.05,392.27754,415.26675,19.274,"mz_cloud",1240934.08213243,"palapye wwtp (eff) waste water"
2520,"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","C21 H36 N4 O3",-3.05,392.27754,415.26675,19.274,"mz_cloud",1353210.49330234,"palapye wwtp surface water"
2520,"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","C21 H36 N4 O3",-3.05,392.27754,415.26675,19.274,"mz_cloud",3825410.78803066,"francistown wwtp surface water"
3334,"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","C20 H38 O12",0.34,470.23649,493.22579,10.908,"mz_cloud",2858198.58598738,"francistown wwtp surface water"
3334,"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","C20 H38 O12",0.34,470.23649,493.22579,10.908,"mz_cloud",1521777.60069243,"maun beach (after) surface water"
1566,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",0.71,282.18331,305.17258,15.538,"mz_cloud",3331427.2714223,"palapye wwtp (eff) waste water"
1566,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",0.71,282.18331,305.17258,15.538,"mz_cloud",3828571.60838535,"palapye wwtp surface water"
1566,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",0.71,282.18331,305.17258,15.538,"mz_cloud",5869215.08347464,"francistown wwtp surface water"
1566,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",0.71,282.18331,305.17258,15.538,"mz_cloud",2116112.21565238,"glen valley (reclamation) surface water"
1319,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2",0.43,262.07434,263.08162,13.018,"itn_kps",460778.59500333,"francistown wwtp surface water"
1319,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2",0.43,262.07434,263.08162,13.018,"itn_kps",709350.502926754,"kasane wwtp (main) surface water"
1319,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2",0.43,262.07434,263.08162,13.018,"itn_kps",1220801.44638632,"glen valley (recreational) surface water"
9585,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3",-4.38,278.06792,279.0752,5.336,"itn_cyp_metabolites",193656.901129519,"kasane (recreational) surface water"
9585,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3",-4.38,278.06792,279.0752,5.336,"itn_cyp_metabolites",169463.245003979,"maru-a-pula surface water"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",1.35,363.17518,364.18246,21.133,"mz_cloud",377900.780724974,"lecheng spring surface water"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",1.35,363.17518,364.18246,21.133,"mz_cloud",542833.949376336,"palapye wwtp (eff) waste water"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",1.35,363.17518,364.18246,21.133,"mz_cloud",1121572.43686713,"palapye wwtp surface water"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",1.35,363.17518,364.18246,21.133,"mz_cloud",365209.476238501,"lotsane dam surface water"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",1.35,363.17518,364.18246,21.133,"mz_cloud",388990.398790724,"francistown wwtp surface water"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",1.35,363.17518,364.18246,21.133,"mz_cloud",297626.190297916,"kasane wwtp (main) surface water"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",1.35,363.17518,364.18246,21.133,"mz_cloud",204733.181009621,"kasane wwtp (overflow) surface water"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",1.35,363.17518,364.18246,21.133,"mz_cloud",225684.231432905,"kasane (main) surface water"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",1.35,363.17518,364.18246,21.133,"mz_cloud",324646.02162282,"maun wwtp (overflow) surface water"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",1.35,363.17518,364.18246,21.133,"mz_cloud",201101.426208778,"glen valley (reclamation) surface water"
9429,"(4aR,7aS)-6-Isobutyl-4-(4-pyridinylmethyl)hexahydropyrrolo[3,4-b][1,4]oxazin-3(2H)-one","C16 H23 N3 O2",0.7,289.17923,290.18651,7.277,"mz_cloud",296548.717386366,"kasane wwtp (main) surface water"
918,"(4aS,9aR)-2-Benzoyl-7-[2-(1H-imidazol-4-yl)ethyl]decahydro-6H-pyrido[3,4-d]azepin-6-one","C21 H26 N4 O2",-3.55,366.20428,389.19351,17.585,"mz_cloud",9344709.8432532,"glen valley (reclamation) surface water"
910,"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","C18 H19 F N4 O2 S",3.6,374.12262,375.1299,9.574,"mz_cloud",1392133.17494754,"palapye wwtp (eff) waste water"
910,"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","C18 H19 F N4 O2 S",3.6,374.12262,375.1299,9.574,"mz_cloud",2336959.34923944,"palapye wwtp surface water"
910,"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","C18 H19 F N4 O2 S",3.6,374.12262,375.1299,9.574,"mz_cloud",9130518.60940353,"francistown wwtp surface water"
910,"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","C18 H19 F N4 O2 S",3.6,374.12262,375.1299,9.574,"mz_cloud",434739.116981028,"ghanzi wwtp surface water"
910,"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","C18 H19 F N4 O2 S",3.6,374.12262,375.1299,9.574,"mz_cloud",669531.320953133,"glen valley (reclamation) surface water"
8068,"(7E,13E)-11,12-Dihydroxy-3-isobutyl-4,5,8-trimethyl-3,3a,4,6a,9,10,11,12-octahydro-1H-cycloundeca[d]isoindole-1,15(2H)-dione","C24 H35 N O4",0.29,401.25672,402.26396,19.047,"mz_cloud",742692.048363868,"maun beach (after) surface water"
736,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","C15 H16 O4",0.4,260.10496,261.11224,10.546,"mz_cloud",11185218.487969,"kasane wwtp (overflow) surface water"
7776,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","C15 H16 O4",0.66,260.10503,261.11231,16.86,"mz_cloud",291744.028614821,"kasane (main) surface water"
8423,"(R)-Dipivefrine","C19 H29 N O5",0.36,351.2047,352.21198,5.53,"kps_pharmaceuticals_oct22",144676.431591127,"kasane (recreational) surface water"
4858,"(R)-Praziquantel","C19 H24 N2 O2",0.54,312.18395,313.19122,16.067,"kps_pharmaceuticals_oct22",1531124.25133946,"palapye wwtp (eff) waste water"
4858,"(R)-Praziquantel","C19 H24 N2 O2",0.54,312.18395,313.19122,16.067,"kps_pharmaceuticals_oct22",1849907.30045236,"palapye wwtp surface water"
4858,"(R)-Praziquantel","C19 H24 N2 O2",0.54,312.18395,313.19122,16.067,"kps_pharmaceuticals_oct22",406487.593852829,"ghanzi wwtp surface water"
3632,"(S)-(-)-Cathinone","C9 H11 N O",0.58,149.08415,150.09143,12.441,"kps_psychoactive_substances_v2",2628955.3211631,"francistown wwtp surface water"
4072,"(S)-(-)-Cathinone","C9 H11 N O",0.59,149.08415,150.09143,2.409,"kps_psychoactive_substances_v2",2192107.95262337,"kasane wwtp (overflow) surface water"
5084,"(S)-(-)-Cathinone","C9 H11 N O",0.47,149.08413,150.09141,11.722,"kps_psychoactive_substances_v2",607955.603411351,"kasane (main) surface water"
4072,"(S)-(-)-Cathinone","C9 H11 N O",0.59,149.08415,150.09143,2.409,"kps_psychoactive_substances_v2",912709.768756695,"maun wwtp (overflow) surface water"
5084,"(S)-(-)-Cathinone","C9 H11 N O",0.47,149.08413,150.09141,11.722,"kps_psychoactive_substances_v2",710385.255721666,"maru-a-pula surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",256143.655445271,"lecheng stream surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",283535.775321322,"lecheng spring surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",5437216.05690414,"palapye wwtp (eff) waste water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",7468252.80747757,"palapye wwtp surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",1086451.3794461,"lotsane dam surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",1685561.08193056,"francistown wwtp surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",1329601.67543801,"kasane wwtp (main) surface water"
1416,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.45,248.15259,249.15987,8.831,"kps_pharmaceuticals_oct22",6375046.56265175,"kasane wwtp (overflow) surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",1890109.48299386,"kasane (main) surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",1896162.64525497,"kasane (recreational) surface water"
1416,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.45,248.15259,249.15987,8.831,"kps_pharmaceuticals_oct22",272483.540268837,"maun beach (before) surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",1740884.59985037,"maun beach (after) surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",4002354.41182235,"maun wwtp (main) waste water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",3404351.41362713,"maun wwtp (overflow) surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",1399271.94272051,"ghanzi wwtp surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",338151.650030554,"mogobane dam surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",2124092.9329702,"maru-a-pula surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",4784021.11389697,"glen valley (reclamation) surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",7666668.08211282,"glen valley (recreational) surface water"
1239,"(S)-Rolipram","C16 H21 N O3",0.24,275.15221,276.15949,8.754,"kps_pharmaceuticals_oct22",2785666.185034,"maun wwtp (main) waste water"
1239,"(S)-Rolipram","C16 H21 N O3",0.24,275.15221,276.15949,8.754,"kps_pharmaceuticals_oct22",7184538.89989996,"maun wwtp (overflow) surface water"
1239,"(S)-Rolipram","C16 H21 N O3",0.24,275.15221,276.15949,8.754,"kps_pharmaceuticals_oct22",2487542.97549102,"glen valley (recreational) surface water"
7731,"(S)-Warfarin","C19 H16 O4",-1.97,308.10425,331.09346,5.214,"kps_pharmaceuticals_oct22",853692.522055182,"lotsane dam surface water"
