"peak_number","unique_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","mass_list_name","mass_list_match"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc011_1",673537984.677875,9.5,"kps_pharmaceuticals_oct22","Single match found"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc014_1",1244554.4048402,7,"kps_pharmaceuticals_oct22","Single match found"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc15_1",513688406.917487,9.5,"kps_pharmaceuticals_oct22","Single match found"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc16_1",82532361.5689295,8.4,"kps_pharmaceuticals_oct22","Single match found"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc16_2",82327177.9431417,8.4,"kps_pharmaceuticals_oct22","Single match found"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc18_1",416950785.445285,10,"kps_pharmaceuticals_oct22","Single match found"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc18_2",401928826.369213,9.5,"kps_pharmaceuticals_oct22","Single match found"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_1",311385065.404015,9.5,"kps_pharmaceuticals_oct22","Single match found"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_2",308120085.055536,9.5,"kps_pharmaceuticals_oct22","Single match found"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc023_1",983936921.60607,9.5,"kps_pharmaceuticals_oct22","Single match found"
1,"Bethanidine_6.467","Bethanidine","C10 H15 N3","Full match","No results","Full match",0.18,177.12663,178.13391,6.467,1181520008.73917,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc023_2",933897836.968482,8.4,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","qc15x",2285230.38727586,9.5,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc003_1",318648225.180811,8.4,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc003_2",306947039.451323,7.3,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc007_1",139292656.983063,7.8,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc007_2",157017018.851847,8.9,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc008_1",76476978.5587089,8.4,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc008_2",70313421.2639452,8.9,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc15_1",116560900.791231,8.4,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc15_2",90454178.2572744,7.8,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc020_1",173913827.256657,9.5,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc020_2",182391165.007937,5.1,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc023_1",229337602.147919,10,"kps_pharmaceuticals_oct22","Single match found"
5,"Telmisartan_15.284","Telmisartan","C33 H30 N4 O2","Full match","Full match","Full match",-0.11,514.23682,515.24409,15.284,405995909.112205,3,99.5,10,"DDA for preferred ion","[M+H]+1","sc023_2",218617934.39863,7.3,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","qc15x",47608941.254573,9.5,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc001_1",69216866.9446873,9.5,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc001_2",68868209.6017573,9.5,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc002_1",113791819.740732,9.5,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc002_2",109719472.157206,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc003_1",197717854.188344,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc003_2",197379955.450324,9.5,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc005_1",88551546.7989744,9.5,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc005_2",87587454.3102398,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc007_1",128269034.096471,8.9,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc007_2",122500493.90559,6.7,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc008_1",79855834.9978587,7.8,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc008_2",75893690.4770583,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc009_1",51689938.8394291,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc009_2",51114346.5591171,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc010_1",65281982.7973826,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc010_2",64087223.546322,9.5,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc011_1",44699891.3696389,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc011_2",44015058.1380368,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc012_1",44357373.7263131,9.5,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc012_2",42962405.1902445,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc013_1",45514493.0593724,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc013_2",44949116.6002972,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc014_1",83242495.4621481,8.9,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc014_2",83256011.8636812,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc15_1",61394700.189203,7.3,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc15_2",60737573.4417405,7.3,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc16_1",47799656.2280688,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc16_2",47632390.4422464,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc17_1",43901155.6665996,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc17_2",42354536.973468,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc18_1",40775975.953087,9.5,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc18_2",39768716.8731344,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc020_1",67169256.1406477,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc020_2",64949924.4179889,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc023_1",77101604.0041536,7.8,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","sc023_2",77508887.5404969,7.8,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","solution_x",44929275.5272993,8.4,"kps_pharmaceuticals_oct22","Single match found"
8,"Elaidoylamide_21.393","Elaidoylamide","C18 H35 N O","Full match","Partial match","Full match",0.14,281.2719,282.27917,21.393,367119750.304352,3,97.6,96.7,"DDA for preferred ion","[M+H]+1","solution_x2",42796448.1528154,8.4,"kps_pharmaceuticals_oct22","Single match found"
13,"Actinobolin_8.373","Actinobolin","C13 H20 N2 O6","Not the top hit","No results","Full match",4.78,300.13357,301.14085,8.373,237467940.453589,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",65040175.0873418,7.8,"kps_pharmaceuticals_oct22","Single match found"
13,"Actinobolin_8.373","Actinobolin","C13 H20 N2 O6","Not the top hit","No results","Full match",4.78,300.13357,301.14085,8.373,237467940.453589,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",66843445.3955735,8.4,"kps_pharmaceuticals_oct22","Single match found"
13,"Actinobolin_8.373","Actinobolin","C13 H20 N2 O6","Not the top hit","No results","Full match",4.78,300.13357,301.14085,8.373,237467940.453589,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_1",237467940.453589,8.4,"kps_pharmaceuticals_oct22","Single match found"
13,"Actinobolin_8.373","Actinobolin","C13 H20 N2 O6","Not the top hit","No results","Full match",4.78,300.13357,301.14085,8.373,237467940.453589,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_2",236297600.871158,8.4,"kps_pharmaceuticals_oct22","Single match found"
13,"Actinobolin_8.373","Actinobolin","C13 H20 N2 O6","Not the top hit","No results","Full match",4.78,300.13357,301.14085,8.373,237467940.453589,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc008_1",9620383.1102905,8.4,"kps_pharmaceuticals_oct22","Single match found"
13,"Actinobolin_8.373","Actinobolin","C13 H20 N2 O6","Not the top hit","No results","Full match",4.78,300.13357,301.14085,8.373,237467940.453589,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc008_2",9480883.32595018,9.5,"kps_pharmaceuticals_oct22","Single match found"
13,"Actinobolin_8.373","Actinobolin","C13 H20 N2 O6","Not the top hit","No results","Full match",4.78,300.13357,301.14085,8.373,237467940.453589,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_1",52513958.5605478,7.8,"kps_pharmaceuticals_oct22","Single match found"
13,"Actinobolin_8.373","Actinobolin","C13 H20 N2 O6","Not the top hit","No results","Full match",4.78,300.13357,301.14085,8.373,237467940.453589,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_2",51852049.9582724,8.4,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc003_1",49485786.6811761,7.3,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc003_2",48615888.9182336,5.7,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc007_1",197491859.805613,8.4,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc007_2",185499987.269996,8.4,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc014_1",49398822.728781,7.8,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc014_2",31233747.0220931,7.3,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc15_1",137544242.378193,8.4,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc15_2",160710460.503755,8.4,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc16_1",26689483.3582356,7.3,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc16_2",27532190.7235813,7.8,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc020_1",28940661.0378856,6.7,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc020_2",29155399.4318114,7.8,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc023_1",38283164.1231203,8.4,"kps_pharmaceuticals_oct22","Single match found"
17,"Imexon_3.107","Imexon","C4 H5 N3 O","Full match","Partial match","Full match",1.26,111.0434,112.05068,3.107,197491859.805613,2,97.2,79.7,"DDA for preferred ion","[M+H]+1","sc023_2",38601667.0705119,7.8,"kps_pharmaceuticals_oct22","Single match found"
19,"2-Ethylmethcathinone_14.641","2-Ethylmethcathinone","C12 H17 N O","Full match","Partial match","Full match",0.2,191.13105,192.13833,14.641,162789804.973048,3,98.6,94.4,"DDA for preferred ion","[M+H]+1","qc15x",26288305.8595501,8.4,"kps_pharmaceuticals_oct22","Multiple matches found"
19,"2-Ethylmethcathinone_14.641","2-Ethylmethcathinone","C12 H17 N O","Full match","Partial match","Full match",0.2,191.13105,192.13833,14.641,162789804.973048,3,98.6,94.4,"DDA for preferred ion","[M+H]+1","sc003_1",6497560.60000349,8.4,"kps_pharmaceuticals_oct22","Multiple matches found"
