"name","sample_location","mean_area"
"2-(acetyloxy)-3-amino-1-[1,2-di(acetyloxy)ethyl]-3-oxopropyl acetate","olddry",2444327.60162733
"2-(benzyl{2-[(1-methyl-1H-pyrazol-5-yl)amino]-2-oxoethyl}amino)acetic acid","centrin",49148630.5912769
"2-(benzyl{2-[(1-methyl-1H-pyrazol-5-yl)amino]-2-oxoethyl}amino)acetic acid","digesterA",16965794.7095918
"2-(benzyl{2-[(1-methyl-1H-pyrazol-5-yl)amino]-2-oxoethyl}amino)acetic acid","digesterB",57556044.6658256
"2-(benzyl{2-[(1-methyl-1H-pyrazol-5-yl)amino]-2-oxoethyl}amino)acetic acid","digesterC",39422785.1298829
"2-(benzyl{2-[(1-methyl-1H-pyrazol-5-yl)amino]-2-oxoethyl}amino)acetic acid","feedpump",96143199.0142869
"2-(benzyl{2-[(1-methyl-1H-pyrazol-5-yl)amino]-2-oxoethyl}amino)acetic acid","olddry",18177976.2350968
"2-(tert-butyl)-6-(4-chlorophenyl)-4-(methylthio)pyridine","digesterA",13099296.9190117
"2-(tert-butyl)-6-(4-chlorophenyl)-4-(methylthio)pyridine","digesterB",10033883.8881412
"2-(tert-butyl)-6-(4-chlorophenyl)-4-(methylthio)pyridine","newdry",6740120.25074687
"2-Aminooctadec-4-yne-1,3-diol","centrin",16525802.1892211
"2-Aminooctadec-4-yne-1,3-diol","digesterC",10172827.0305886
"2-Aminooctadec-4-yne-1,3-diol","digesterD",3708612.52716873
"2-Aminooctadec-4-yne-1,3-diol","feedpump",73750964.2344335
"2-Aminooctadec-4-yne-1,3-diol","mix",18128097.8868332
"2-Aminooctadec-4-yne-1,3-diol","newdry",9978921.25445795
"2-Aminooctadec-4-yne-1,3-diol","olddry",34422916.3788256
"2-Anilino-6-oxo-4-(2-thienyl)-1,6-dihydropyrimidine-5-carbonitrile","centrin",4934939.54559199
"2-Anilino-6-oxo-4-(2-thienyl)-1,6-dihydropyrimidine-5-carbonitrile","digesterA",37521830.5918178
"2-Anilino-6-oxo-4-(2-thienyl)-1,6-dihydropyrimidine-5-carbonitrile","digesterB",21526582.4194867
"2-Anilino-6-oxo-4-(2-thienyl)-1,6-dihydropyrimidine-5-carbonitrile","digesterC",3257724.39679586
"2-Anilino-6-oxo-4-(2-thienyl)-1,6-dihydropyrimidine-5-carbonitrile","newdry",20926646.4618327
"2-Anilino-6-oxo-4-(2-thienyl)-1,6-dihydropyrimidine-5-carbonitrile","olddry",4030678.89973156
"2-Arachidonoyl glycerol","centrin",288863931.563579
"2-Arachidonoyl glycerol","control",5599297.21128535
"2-Arachidonoyl glycerol","digesterA",82795776.8092005
"2-Arachidonoyl glycerol","digesterB",131034359.905477
"2-Arachidonoyl glycerol","digesterC",289930477.63719
"2-Arachidonoyl glycerol","digesterD",271059304.204123
"2-Arachidonoyl glycerol","feedpump",304159698.077731
"2-Arachidonoyl glycerol","mix",20083914.8954131
"2-Arachidonoyl glycerol","newdry",140652394.652403
"2-Arachidonoyl glycerol","olddry",470426971.360127
"2-Arachidonyl Glycerol ether","digesterA",8912793.16413156
"2-Arachidonyl Glycerol ether","digesterB",30669141.7428598
"2-Arachidonyl glycerol ether","centrin",21864529.1789215
"2-Arachidonyl glycerol ether","control",6846062.64264545
"2-Arachidonyl glycerol ether","digesterA",16779248.2643141
"2-Arachidonyl glycerol ether","digesterB",16071974.8892944
"2-Arachidonyl glycerol ether","feedpump",74932039.2294926
"2-Arachidonyl glycerol ether","newdry",16334474.3452197
"2-Arachidonyl glycerol ether","olddry",21233447.1635319
"2-Butenedioic acid (2Z)-, dioctyl ester","centrin",19374256.3694477
"2-Butenedioic acid (2Z)-, dioctyl ester","control",3482937.51574538
"2-Butenedioic acid (2Z)-, dioctyl ester","digesterA",12963039.8259063
"2-Butenedioic acid (2Z)-, dioctyl ester","digesterB",11179930.7746118
"2-Butenedioic acid (2Z)-, dioctyl ester","digesterC",19662565.9919104
"2-Butenedioic acid (2Z)-, dioctyl ester","digesterD",26142179.3105075
"2-Butenedioic acid (2Z)-, dioctyl ester","feedpump",106737947.177778
"2-Butenedioic acid (2Z)-, dioctyl ester","mix",26203018.6079355
"2-Butenedioic acid (2Z)-, dioctyl ester","newdry",20347165.456447
"2-Butenedioic acid (2Z)-, dioctyl ester","olddry",9766750.12261038
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","centrin",42961338.0275274
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","digesterA",45225244.2621715
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","digesterB",50442446.070319
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","digesterC",75466996.3872768
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","feedpump",90398919.1162558
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","newdry",39130441.3600399
"2-Ethyl-N-{4-[(2R,3R)-3-(hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}butanamide","olddry",20964392.5461589
"2-Ethylmethcathinone","centrin",5740570.60865533
"2-Ethylmethcathinone","control",6918042.40264561
"2-Ethylmethcathinone","digesterA",21805771.4310001
"2-Ethylmethcathinone","digesterC",9143043.07154389
"2-Ethylmethcathinone","digesterD",14542711.5024566
"2-Ethylmethcathinone","mix",40122172.2686296
"2-Hydroxy-22-(2-hydroxy-2-propanyl)-3,8,8,17,19-pentamethyl-23,24-dioxaheptacyclo[19.2.1.01,18 03,17 04,14 07,12 012,14]tetracos-4-en-9-yl β-D-xylopyranoside","centrin",33329165.0600399
"2-Hydroxy-22-(2-hydroxy-2-propanyl)-3,8,8,17,19-pentamethyl-23,24-dioxaheptacyclo[19.2.1.01,18 03,17 04,14 07,12 012,14]tetracos-4-en-9-yl β-D-xylopyranoside","digesterA",29372069.2207768
"2-Hydroxy-22-(2-hydroxy-2-propanyl)-3,8,8,17,19-pentamethyl-23,24-dioxaheptacyclo[19.2.1.01,18 03,17 04,14 07,12 012,14]tetracos-4-en-9-yl β-D-xylopyranoside","digesterB",47456183.1115901
"2-Hydroxy-22-(2-hydroxy-2-propanyl)-3,8,8,17,19-pentamethyl-23,24-dioxaheptacyclo[19.2.1.01,18 03,17 04,14 07,12 012,14]tetracos-4-en-9-yl β-D-xylopyranoside","digesterC",56588022.5451778
"2-Hydroxy-22-(2-hydroxy-2-propanyl)-3,8,8,17,19-pentamethyl-23,24-dioxaheptacyclo[19.2.1.01,18 03,17 04,14 07,12 012,14]tetracos-4-en-9-yl β-D-xylopyranoside","digesterD",84300917.2103122
"2-Hydroxy-22-(2-hydroxy-2-propanyl)-3,8,8,17,19-pentamethyl-23,24-dioxaheptacyclo[19.2.1.01,18 03,17 04,14 07,12 012,14]tetracos-4-en-9-yl β-D-xylopyranoside","feedpump",3571791.75757253
"2-Hydroxy-22-(2-hydroxy-2-propanyl)-3,8,8,17,19-pentamethyl-23,24-dioxaheptacyclo[19.2.1.01,18 03,17 04,14 07,12 012,14]tetracos-4-en-9-yl β-D-xylopyranoside","newdry",6620639.09689827
"2-Hydroxy-4,5',8a'-trimethyl-1'-oxo-4-vinyloctahydro-1'H-spiro[cyclopentane-1,2'-naphthalene]-5'-carboxylic acid","mix",66076241.865962
"2-Hydroxyatrazine","centrin",74266617.7723514
"2-Hydroxyatrazine","digesterA",37985764.2975342
"2-Hydroxyatrazine","digesterB",39477264.9627049
"2-Hydroxyatrazine","digesterC",50584950.7843129
"2-Hydroxyatrazine","digesterD",84308663.4656565
"2-Hydroxyatrazine","feedpump",12782465.8485728
"2-Hydroxyatrazine","newdry",4721176.82608918
"2-Hydroxyatrazine","olddry",31280464.9071568
"2-Hydroxybenzothiazole","digesterA",254814836.420878
"2-Hydroxybenzothiazole","digesterB",52828919.0916986
"2-Linoleoyl glycerol","centrin",33998830.5229125
"2-Linoleoyl glycerol","digesterA",18487134.0888882
"2-Linoleoyl glycerol","digesterB",15057884.5894383
"2-Linoleoyl glycerol","digesterC",25023259.9213368
"2-Linoleoyl glycerol","digesterD",50246046.8980383
"2-Linoleoyl glycerol","feedpump",6618294.88806823
"2-Linoleoyl glycerol","newdry",13442900.7250596
"2-Linoleoyl glycerol","olddry",30243645.7637517
"2-Methoxy-N-({(2R,4S,5R)-5-[6-(2-methoxyphenyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide","newdry",8673821.58304333
"2-Methoxy-N-[(3S,3aS,8S,9S,9aS,9bS)-3,5a,9-trimethyl-2-oxododecahydronaphtho[1,2-b]furan-8-yl]acetamide","mix",57602682.99006
"2-Methoxyestrone","control",7960525.31220405
"2-Methoxyestrone","mix",61923314.8487846
"2-Methyl-N-(3-morpholinopropyl)-1,5-diphenyl-1H-pyrrole-3-carboxamide","centrin",52281904.7875277
"2-Methyl-N-(3-morpholinopropyl)-1,5-diphenyl-1H-pyrrole-3-carboxamide","digesterA",124537745.321936
"2-Methyl-N-(3-morpholinopropyl)-1,5-diphenyl-1H-pyrrole-3-carboxamide","digesterB",152026294.861728
"2-Methyl-N-(3-morpholinopropyl)-1,5-diphenyl-1H-pyrrole-3-carboxamide","digesterC",55894666.2113309
"2-Methyl-N-(3-morpholinopropyl)-1,5-diphenyl-1H-pyrrole-3-carboxamide","digesterD",34528620.2739311
"2-Methyl-N-(3-morpholinopropyl)-1,5-diphenyl-1H-pyrrole-3-carboxamide","newdry",38328474.2042413
"2-Methyl-N-(3-morpholinopropyl)-1,5-diphenyl-1H-pyrrole-3-carboxamide","olddry",23586992.1482418
"2-Methylbenzophenone","control",2997673.07830036
"2-Methylbenzophenone","mix",6117286.50329716
"2-[(14E,16S,17S)-2-Oxo-8-(1-piperazinyl)-12-oxa-1,4-diazatricyclo[14.3.1.06,11]icosa-6,8,10,14-tetraen-17-yl]-N-(3-pyridinylmethyl)acetamide","centrin",61106993.4224551
"2-[(14E,16S,17S)-2-Oxo-8-(1-piperazinyl)-12-oxa-1,4-diazatricyclo[14.3.1.06,11]icosa-6,8,10,14-tetraen-17-yl]-N-(3-pyridinylmethyl)acetamide","digesterB",167055925.938695
"2-[(14E,16S,17S)-2-Oxo-8-(1-piperazinyl)-12-oxa-1,4-diazatricyclo[14.3.1.06,11]icosa-6,8,10,14-tetraen-17-yl]-N-(3-pyridinylmethyl)acetamide","digesterC",25620925.9223457
"2-[(14E,16S,17S)-2-Oxo-8-(1-piperazinyl)-12-oxa-1,4-diazatricyclo[14.3.1.06,11]icosa-6,8,10,14-tetraen-17-yl]-N-(3-pyridinylmethyl)acetamide","newdry",56031836.4601982
"2-[(1S,4S,5S)-4-(Hydroxymethyl)-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-1-[4-(2-methoxyphenyl)-1-piperazinyl]ethanone","control",1313028.94748101
"2-[(1S,4S,5S)-4-(Hydroxymethyl)-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-1-[4-(2-methoxyphenyl)-1-piperazinyl]ethanone","feedpump",30818589.8528809
"2-[(1S,4S,5S)-4-(Hydroxymethyl)-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-1-[4-(2-methoxyphenyl)-1-piperazinyl]ethanone","mix",6509423.31752216
"2-[(1S,4S,5S)-4-(Hydroxymethyl)-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-1-[4-(2-methoxyphenyl)-1-piperazinyl]ethanone","olddry",5414014.99426361
"2-[(1S,4S,5S)-4-{[(Cyclohexylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(3-pyridinylmethyl)acetamide","centrin",6854211.88301782
"2-[(1S,4S,5S)-4-{[(Cyclohexylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(3-pyridinylmethyl)acetamide","digesterA",14890289.1605326
"2-[(1S,4S,5S)-4-{[(Cyclohexylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(3-pyridinylmethyl)acetamide","digesterB",11591565.3782201
"2-[(1S,4S,5S)-4-{[(Cyclohexylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(3-pyridinylmethyl)acetamide","newdry",6144287.07706811
"2-[(2-furylmethyl)amino]-5-nitrobenzoic acid","centrin",9161311.30088851
"2-[(2-furylmethyl)amino]-5-nitrobenzoic acid","control",91081277.5936929
"2-[(2-furylmethyl)amino]-5-nitrobenzoic acid","feedpump",12942369.5658188
"2-[(2-furylmethyl)amino]-5-nitrobenzoic acid","mix",750964090.569701
"2-[(2-furylmethyl)amino]-5-nitrobenzoic acid","newdry",16309186.091959
"2-[(2-furylmethyl)amino]-5-nitrobenzoic acid","olddry",12052794.2073013
"2-[(2R,4aS,8S,8aS)-8-{2-[(4aS,7R,8aR)-7-(1-Carboxyvinyl)-1-hydroxy-4a-methyl-2-oxo-1,2,4a,5,6,7,8,8a-octahydro-1-naphthalenyl]ethyl}-4a-methyl-7-oxo-1,2,3,4,4a,7,8,8a-octahydro-2-naphthalenyl]acrylic acid","control",31381735.94034
"2-[(2S,3R,4S,5R)-3,4-Dihydroxy-5-{[(isopropylcarbamoyl)amino]methyl}tetrahydro-2-furanyl]-N-(3-pyridinylmethyl)acetamide","centrin",6700457.91575503
"2-[(2S,3R,4S,5R)-3,4-Dihydroxy-5-{[(isopropylcarbamoyl)amino]methyl}tetrahydro-2-furanyl]-N-(3-pyridinylmethyl)acetamide","digesterA",4956744.79695954
"2-[(2S,3R,4S,5R)-3,4-Dihydroxy-5-{[(isopropylcarbamoyl)amino]methyl}tetrahydro-2-furanyl]-N-(3-pyridinylmethyl)acetamide","digesterB",6125472.85651206
"2-[(2S,3R,4S,5R)-3,4-Dihydroxy-5-{[(isopropylcarbamoyl)amino]methyl}tetrahydro-2-furanyl]-N-(3-pyridinylmethyl)acetamide","digesterC",9125288.58941746
"2-[(2S,3R,4S,5R)-3,4-Dihydroxy-5-{[(isopropylcarbamoyl)amino]methyl}tetrahydro-2-furanyl]-N-(3-pyridinylmethyl)acetamide","newdry",6211801.98449858
"2-[(2S,3R,4S,5R)-5-{[(4-Fluorobenzyl)amino]methyl}-3,4-dihydroxytetrahydro-2-furanyl]-N-phenylacetamide","control",32818259.2657343
"2-[(2S,3R,4S,5R)-5-{[(4-Fluorobenzyl)amino]methyl}-3,4-dihydroxytetrahydro-2-furanyl]-N-phenylacetamide","mix",8346315.06721515
"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N,N-diethylacetamide","digesterB",1752305.34758329
"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N,N-diethylacetamide","feedpump",12807416.1770802
"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N,N-diethylacetamide","newdry",10504926.5704623
"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(2-methyl-2-propanyl)acetamide","centrin",11039887.2962607
"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","olddry",7952955.8099614
"2-[(3S)-1-(1-Methyl-4-piperidinyl)-3-pyrrolidinyl]-1H-benzimidazole","control",12193242.6657086
"2-[(3S)-1-(1-Methyl-4-piperidinyl)-3-pyrrolidinyl]-1H-benzimidazole","feedpump",9883484.09589887
"2-[(3S)-1-(1-Methyl-4-piperidinyl)-3-pyrrolidinyl]-1H-benzimidazole","mix",105716542.60595
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","centrin",14681300.334288
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","control",55542469.1794467
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","digesterA",10766332.8136275
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","digesterB",47294933.1395657
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","digesterD",39478038.6509043
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","feedpump",18777244.7987348
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","mix",324100600.732534
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","newdry",10606005.3345139
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole","olddry",21347378.1577332
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-methoxy-1H-benzimidazole","digesterA",12405584.5545718
"2-[(5R,8S,8aS)-3,8-dimethyl-2-oxo-1,2,4,5,6,7,8,8a-octahydroazulen-5-yl]prop-2-enoic acid","digesterA",10220452.4093535
"2-[2-(1-adamantylmethylidene)hydrazono]-5-methyl-1,3-thiazolan-4-one","digesterA",19115589.2170102
"2-[2-(1-adamantylmethylidene)hydrazono]-5-methyl-1,3-thiazolan-4-one","digesterB",32905653.2883966
"2-[2-(1-adamantylmethylidene)hydrazono]-5-methyl-1,3-thiazolan-4-one","newdry",3011611.02072968
"2-[2-(1-isobutylcyclohexyl)-1-methylethylidene]hydrazine-1-carboxamide","control",49816818.4760357
"2-[2-(1-isobutylcyclohexyl)-1-methylethylidene]hydrazine-1-carboxamide","mix",18230525.7650597
"2-[3-(tert-butyl)-1-(4-fluorobenzyl)-1H-pyrazol-5-yl]-5-(2-thienyl)-1,3,4-oxadiazole","centrin",5993136.13744209
"2-[3-(tert-butyl)-1-(4-fluorobenzyl)-1H-pyrazol-5-yl]-5-(2-thienyl)-1,3,4-oxadiazole","digesterC",6136437.04002867
"2-[3-(tert-butyl)-1-(4-fluorobenzyl)-1H-pyrazol-5-yl]-5-(2-thienyl)-1,3,4-oxadiazole","digesterD",7747418.1656788
"2-[3-(tert-butyl)-1-(4-fluorobenzyl)-1H-pyrazol-5-yl]-5-(2-thienyl)-1,3,4-oxadiazole","feedpump",3755162.65623447
"2-[3-(tert-butyl)-1-(4-fluorobenzyl)-1H-pyrazol-5-yl]-5-(2-thienyl)-1,3,4-oxadiazole","mix",8072999.58422183
"2-[3-(tert-butyl)-1-(4-fluorobenzyl)-1H-pyrazol-5-yl]-5-(2-thienyl)-1,3,4-oxadiazole","newdry",6429377.49521723
"2-[3-(tert-butyl)-1-(4-fluorobenzyl)-1H-pyrazol-5-yl]-5-(2-thienyl)-1,3,4-oxadiazole","olddry",6698687.2694304
"2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","control",10344519.8032206
"2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","mix",103037114.316668
"2-[amino(3-chloroanilino)methylene]malononitrile","centrin",4125200.69840553
"2-[amino(3-chloroanilino)methylene]malononitrile","control",20351930.702417
"2-[amino(3-chloroanilino)methylene]malononitrile","feedpump",18473717.8874377
"2-[amino(3-chloroanilino)methylene]malononitrile","mix",113974290.759484
"2-amino-4-phenyl-5,6,7,8-tetrahydro-3-quinolinecarbonitrile","control",5593408.13898589
"2-amino-4-phenyl-5,6,7,8-tetrahydro-3-quinolinecarbonitrile","mix",301334318.509892
"2-amino-5-(2,6-dichlorobenzyl)-6-methylpyrimidin-4-ol","centrin",10291346.822588
"2-amino-5-(2,6-dichlorobenzyl)-6-methylpyrimidin-4-ol","feedpump",11918342.6116241
"2-amino-5-(2,6-dichlorobenzyl)-6-methylpyrimidin-4-ol","mix",180276787.553279
"2-amino-5-(2,6-dichlorobenzyl)-6-methylpyrimidin-4-ol","newdry",9622816.65295769
"2-amino-5-(2,6-dichlorobenzyl)-6-methylpyrimidin-4-ol","olddry",10700081.9419689
"2-benzylideneindan-1-one","centrin",15747786.4236725
"2-benzylideneindan-1-one","control",64418888.3751546
"2-benzylideneindan-1-one","mix",92131681.7293869
"2-chloro-N'-(4-chlorophenyl)-6-methylisonicotinohydrazide","olddry",6652187.67573532
"2-cyano-N-(3-oxo-1,3-dihydro-2-benzofuran-5-yl)benzenesulfonamide","mix",213530749.550147
"2-cyclopropyl-5-(1,3-thiazol-2-yl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine","centrin",23746481.6595256
"2-cyclopropyl-5-(1,3-thiazol-2-yl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine","feedpump",9786680.45923996
"2-hexyl-5-(4-nonylphenyl)pyrimidine","feedpump",10631883.4363264
"2-hydroxy-10-(3,4,5-trimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.0Âl,â·.0ÂaÂa,Âaâµ]hexadeca-1,3(7),8-trien-12-one","mix",9050035.80682423
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","digesterB",5619441.78813227
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","feedpump",17121696.1513146
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","mix",14434743.0610134
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","olddry",2154919.16519626
"2-morpholino-1-phenyl-1-ethanol","control",25606742.8414725
"2-morpholino-1-phenyl-1-ethanol","feedpump",29019972.1099972
"2-phenylthiomorpholin-3-one","mix",438291740.488776
"2-piperidino-6-(2-thienyl)-4-(trifluoromethyl)nicotinonitrile","control",5772633.31503708
"2-piperidino-6-(2-thienyl)-4-(trifluoromethyl)nicotinonitrile","mix",54145647.3420049
"2-piperidinobenzoic acid","mix",52078908.7499281
"2-{(3R,4S)-3-[(5-Butyl-1,2-oxazol-3-yl)methyl]-4-piperidinyl}-1-(4-methyl-1-piperazinyl)ethanone","mix",9657599.02469852
"2-{(3R,4S)-3-[(5-Butyl-1,2-oxazol-3-yl)methyl]-4-piperidinyl}-1-(4-phenyl-1-piperazinyl)ethanone","control",11318744.9190717
"2-{(3R,4S)-3-[(5-Butyl-1,2-oxazol-3-yl)methyl]-4-piperidinyl}-1-(4-phenyl-1-piperazinyl)ethanone","feedpump",11805902.9092391
"2-{(3R,4S)-3-[(5-Butyl-1,2-oxazol-3-yl)methyl]-4-piperidinyl}-1-(4-phenyl-1-piperazinyl)ethanone","mix",242926670.476767
"2-{(3R,4S)-3-[(5-Butyl-1,2-oxazol-3-yl)methyl]-4-piperidinyl}-N-(1,3-thiazol-2-yl)acetamide","feedpump",10140105.4339956
"2-{(3R,4S)-3-[(5-Butyl-1,2-oxazol-3-yl)methyl]-4-piperidinyl}-N-cyclohexylacetamide","centrin",28612633.8994135
"2-{(3R,4S)-3-[(5-Butyl-1,2-oxazol-3-yl)methyl]-4-piperidinyl}-N-cyclohexylacetamide","digesterC",24697974.3263031
"2-{(3R,4S)-3-[(5-Butyl-1,2-oxazol-3-yl)methyl]-4-piperidinyl}-N-cyclohexylacetamide","newdry",25894151.8351867
"2-{1-[2-(3-chloro-4-morpholinoanilino)-2-oxoethyl]cyclohexyl}acetic acid","digesterA",9507172.54349423
"2-{1-[2-(3-chloro-4-morpholinoanilino)-2-oxoethyl]cyclohexyl}acetic acid","olddry",23376108.4637839
"2-{4-[(trifluoromethyl)thio]phenoxy}ethanohydrazide","digesterA",23223043.4009562
"2-{4-[3,5-di(tert-butyl)-4-hydroxyphenyl]-1,3-thiazol-2-yl}acetonitrile","control",26454305.2785565
"2-{4-[3,5-di(tert-butyl)-4-hydroxyphenyl]-1,3-thiazol-2-yl}acetonitrile","mix",276687970.410401
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)butyl]oxolan-2-yl}propanoic acid","centrin",200211633.573804
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)butyl]oxolan-2-yl}propanoic acid","control",91014088.9766516
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)butyl]oxolan-2-yl}propanoic acid","digesterA",294858747.381457
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)butyl]oxolan-2-yl}propanoic acid","digesterC",347147266.951593
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)butyl]oxolan-2-yl}propanoic acid","digesterD",396555289.230827
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)butyl]oxolan-2-yl}propanoic acid","feedpump",144514868.288264
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)butyl]oxolan-2-yl}propanoic acid","mix",113038089.731468
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)butyl]oxolan-2-yl}propanoic acid","newdry",205677432.908779
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)butyl]oxolan-2-yl}propanoic acid","olddry",137669924.87386
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)propyl]oxolan-2-yl}propanoic acid","centrin",23538190.5592154
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)propyl]oxolan-2-yl}propanoic acid","digesterC",12209528.7959042
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)propyl]oxolan-2-yl}propanoic acid","digesterD",16171180.4296504
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)propyl]oxolan-2-yl}propanoic acid","feedpump",8789161.25426726
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)propyl]oxolan-2-yl}propanoic acid","newdry",22546141.629488
"2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)propyl]oxolan-2-yl}propanoic acid","olddry",6855353.64497905
"20 β-Dihydrocortisol","mix",25819040.65996
"20,21-dihydroxy-10-methoxy-1,4,14,19,19-pentamethyl-2,7,18-trioxapentacyclo[11.9.0.0Âl,ÂaÂa.0âµ,âa.0Âaâ´,Â?â°]docosa-3,5(9),10-triene-8,17-dione","newdry",12959357.0955032
"25iP-NBOMe","centrin",7273712.71807604
"25iP-NBOMe","digesterA",8838076.8735927
"25iP-NBOMe","digesterB",3189963.57835387
"25iP-NBOMe","digesterD",19304320.4653552
"25iP-NBOMe","feedpump",11535686.664902
"25iP-NBOMe","newdry",46974960.0113703
"25iP-NBOMe","olddry",5242731.95455107
"2C-G","olddry",18888464.8041842
"2C-P","centrin",4322258.44562736
"2C-P","control",19602628.6467929
"2C-P","digesterA",3982498.96956751
"2C-P","feedpump",4055554.1549164
"2C-P","olddry",3627398.16629263
