"peak_number","name","formula","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06334,164.07061,1.306,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",132055.455129473
3708,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06336,164.07064,3.363,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",1562977.62234517
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06334,164.07061,1.306,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",821967.909737436
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06334,164.07061,1.306,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",389061.892694958
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06334,164.07061,1.306,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",129816.935544188
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06334,164.07061,1.306,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",356391.903148305
2500,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06335,164.07063,8.846,"thailand_sample_7","kps_psychoactive_substances_v2",2531123.63864458
2500,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06335,164.07063,8.846,"thailand_sample_8","kps_psychoactive_substances_v2",2343138.99991669
985,"1-Androstenedione","C19 H26 O2",286.19344,287.20071,15.836,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",6535540.98533173
985,"1-Androstenedione","C19 H26 O2",286.19344,287.20071,15.836,"thailand_sample_7","kps_psychoactive_substances_v2",625092.442209389
3131,"17-Methyltestosterone","C20 H30 O2",302.22471,303.23201,21.506,"thailand_sample_1","kps_psychoactive_substances_v2",1429436.53641679
3131,"17-Methyltestosterone","C20 H30 O2",302.22471,303.23201,21.506,"thailand_sample_3","kps_psychoactive_substances_v2",1943333.93257605
3131,"17-Methyltestosterone","C20 H30 O2",302.22471,303.23201,21.506,"thailand_sample_6","kps_psychoactive_substances_v2",1454143.94410709
3131,"17-Methyltestosterone","C20 H30 O2",302.22471,303.23201,21.506,"thailand_sample_8","kps_psychoactive_substances_v2",1159585.28710888
6529,"2-Aminoindan","C9 H11 N",133.08923,134.0965,5.464,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",435558.128917692
6529,"2-Aminoindan","C9 H11 N",133.08923,134.0965,5.464,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",433128.741682147
6529,"2-Aminoindan","C9 H11 N",133.08923,134.0965,5.464,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",581920.639085487
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"landfill_eg_0_3y","kps_psychoactive_substances_v2",2564961.10428594
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"landfill_op_y104","kps_psychoactive_substances_v2",1903117.5110129
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",1022681.28653757
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",445108.840623297
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",3849104.92019725
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",517775.311878512
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",235704.735612757
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"lysimeter_eg_104_171221","kps_psychoactive_substances_v2",172522.139357913
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",551259.545774248
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",4732071.0210893
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",391959.989567965
1388,"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","C12 H15 N O3",221.10528,222.11255,12.099,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",2929783.68240555
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"crh_fst1","kps_psychoactive_substances_v2",300981.987533831
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"crh_fst2","kps_psychoactive_substances_v2",175483.789571802
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"crh_fst3","kps_psychoactive_substances_v2",351584.879772359
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"crh_fst4","kps_psychoactive_substances_v2",156648.043015254
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"crh_fst5","kps_psychoactive_substances_v2",249840.114062293
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"crh_inlet","kps_psychoactive_substances_v2",144682.968893215
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"landfill_eg_0_3y","kps_psychoactive_substances_v2",1366756.98941571
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"landfill_eg_3_10y","kps_psychoactive_substances_v2",31188813.4602425
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"landfill_eg_y104","kps_psychoactive_substances_v2",433638.582497378
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"landfill_op_y104","kps_psychoactive_substances_v2",8449762.39665706
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",21790713.7348605
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",155238.020293014
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",10141666.4902658
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",3474328.34051375
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_eg3_104_140622","kps_psychoactive_substances_v2",455782.278815027
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_eg3_104_250122","kps_psychoactive_substances_v2",722114.076253618
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",23131457.7239956
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",9974654.40751915
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",1248346.95055959
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",12026092.5588221
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",4696492.01006048
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_op_10y_140622","kps_psychoactive_substances_v2",417410.909548412
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",848325.825597797
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",8869031.6418287
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_op_3_10y_250122","kps_psychoactive_substances_v2",276063.670927199
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"lysimeter_op_7104_250122","kps_psychoactive_substances_v2",398264.571174946
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"thailand_sample_1","kps_psychoactive_substances_v2",387932.252428894
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"thailand_sample_2","kps_psychoactive_substances_v2",597915.894712112
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"thailand_sample_3","kps_psychoactive_substances_v2",986032.434873436
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"thailand_sample_4","kps_psychoactive_substances_v2",383181.314241456
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"thailand_sample_5","kps_psychoactive_substances_v2",424262.629357283
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"thailand_sample_6","kps_psychoactive_substances_v2",453340.053091869
192,"2-Ethylmethcathinone","C12 H17 N O",191.13104,192.13832,14.76,"thailand_sample_8","kps_psychoactive_substances_v2",785616.338289287
3748,"2-Methyl-4'-(methylthio)-2-morpholinopropiophenone","C15 H21 N O2 S",279.12947,280.13675,10.436,"landfill_eg_3_10y","kps_psychoactive_substances_v2",1558563.0620024
3748,"2-Methyl-4'-(methylthio)-2-morpholinopropiophenone","C15 H21 N O2 S",279.12947,280.13675,10.436,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",179557.693459209
3748,"2-Methyl-4'-(methylthio)-2-morpholinopropiophenone","C15 H21 N O2 S",279.12947,280.13675,10.436,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",580478.843684641
1941,"2C-B-BZP","C13 H19 Br N2 O2",314.06299,315.07027,1.29,"landfill_eg_0_3y","kps_psychoactive_substances_v2",3171094.37536578
1941,"2C-B-BZP","C13 H19 Br N2 O2",314.06299,315.07027,1.29,"landfill_eg_3_10y","kps_psychoactive_substances_v2",3327771.38090806
1941,"2C-B-BZP","C13 H19 Br N2 O2",314.06299,315.07027,1.29,"landfill_eg_y104","kps_psychoactive_substances_v2",1317403.48001746
3725,"3-(1-Naphthoyl)indole","C19 H13 N O",271.09923,272.10651,4.257,"lysimeter_eg3_104_140622","kps_psychoactive_substances_v2",227345.486424301
3725,"3-(1-Naphthoyl)indole","C19 H13 N O",271.09923,272.10651,4.257,"lysimeter_eg3_104_250122","kps_psychoactive_substances_v2",1569905.13542132
3725,"3-(1-Naphthoyl)indole","C19 H13 N O",271.09923,272.10651,4.257,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",1413130.48555556
3725,"3-(1-Naphthoyl)indole","C19 H13 N O",271.09923,272.10651,4.257,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",374030.387222608
5484,"3-Benzoylindole","C15 H11 N O",221.08347,222.09076,14.179,"landfill_eg_0_3y","kps_psychoactive_substances_v2",872979.277033262
5484,"3-Benzoylindole","C15 H11 N O",221.08347,222.09076,14.179,"landfill_eg_3_10y","kps_psychoactive_substances_v2",580147.198258641
5484,"3-Benzoylindole","C15 H11 N O",221.08347,222.09076,14.179,"landfill_eg_y104","kps_psychoactive_substances_v2",208070.961824611
5484,"3-Benzoylindole","C15 H11 N O",221.08347,222.09076,14.179,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",102423.195711478
5484,"3-Benzoylindole","C15 H11 N O",221.08347,222.09076,14.179,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",242190.310576521
5484,"3-Benzoylindole","C15 H11 N O",221.08347,222.09076,14.179,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",117770.171984569
5484,"3-Benzoylindole","C15 H11 N O",221.08347,222.09076,14.179,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",104899.846412103
5484,"3-Benzoylindole","C15 H11 N O",221.08347,222.09076,14.179,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",269824.797551031
8376,"3-[(Naphthalen-1-yl)methyl]-1-pentyl-1H-indole","C24 H25 N",327.1975,328.20477,9.451,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",122735.338693085
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",1200295.79817028
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",1924663.0270946
3738,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21128,18.06,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",365252.289469312
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",2143118.85007369
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_eg104_140622","kps_psychoactive_substances_v2",1957385.95208439
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_eg3_104_140622","kps_psychoactive_substances_v2",1666734.09625426
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_eg3_104_250122","kps_psychoactive_substances_v2",2066493.46392124
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",882472.084767122
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",2307153.46215707
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_op3_104_140622","kps_psychoactive_substances_v2",2384211.18719488
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",1224100.07527164
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",2724416.90647638
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_op_10y_140622","kps_psychoactive_substances_v2",2975323.86703092
2138,"4,17beta-Dihydroxy-4-androstene-3-one","C19 H28 O3",304.204,305.21127,18.369,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",2061353.83587788
2089,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07902,178.08629,6.075,"landfill_eg_0_3y","kps_psychoactive_substances_v2",929455.559183493
1053,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07902,178.0863,8.325,"landfill_eg_3_10y","kps_psychoactive_substances_v2",6108393.70890263
1822,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07899,178.08627,1.33,"landfill_eg_y104","kps_psychoactive_substances_v2",608250.863957895
1822,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07899,178.08627,1.33,"landfill_op_y104","kps_psychoactive_substances_v2",3561885.96961897
1058,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07903,178.0863,4.528,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",6094023.06333364
1822,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07899,178.08627,1.33,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",107846.517946381
1053,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07902,178.0863,8.325,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",137313.589467859
1053,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07902,178.0863,8.325,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",1848517.91675345
1822,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07899,178.08627,1.33,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",171421.339213199
1822,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07899,178.08627,1.33,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",423640.302433825
1822,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07899,178.08627,1.33,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",195905.466231065
1058,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07903,178.0863,4.528,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",459819.140149231
1058,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07903,178.0863,4.528,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",460080.18393774
3875,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.07901,178.08628,8.879,"thailand_sample_7","kps_psychoactive_substances_v2",1308797.01581039
6715,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2",177.079,178.08628,11.086,"thailand_sample_8","kps_psychoactive_substances_v2",523650.570995813
1334,"4-Androstenediol","C19 H30 O2",290.22468,291.23196,19.183,"landfill_eg_3_10y","kps_psychoactive_substances_v2",4954469.98691921
1334,"4-Androstenediol","C19 H30 O2",290.22468,291.23196,19.183,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",200672.697891543
1334,"4-Androstenediol","C19 H30 O2",290.22468,291.23196,19.183,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",232568.199051074
3783,"4-Methoxyamphetamine","C10 H15 N O",165.11538,166.12265,7.038,"landfill_op_y104","kps_psychoactive_substances_v2",1540919.2328659
1273,"4-Methoxyamphetamine","C10 H15 N O",165.1154,166.12267,9.425,"thailand_sample_7","kps_psychoactive_substances_v2",4863965.40205975
1273,"4-Methoxyamphetamine","C10 H15 N O",165.1154,166.12267,9.425,"thailand_sample_8","kps_psychoactive_substances_v2",5139204.4511512
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"crh_fst2","kps_psychoactive_substances_v2",803135.910167659
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"crh_fst3","kps_psychoactive_substances_v2",970989.36947602
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"crh_fst4","kps_psychoactive_substances_v2",692760.083970223
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"crh_inlet","kps_psychoactive_substances_v2",684767.556646019
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"landfill_eg_0_3y","kps_psychoactive_substances_v2",761913.082846452
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",953855.456775005
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",857620.161587305
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",855719.732198634
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",1000823.1527203
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",1015151.93089836
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",1007773.47897108
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_eg104_140622","kps_psychoactive_substances_v2",999185.2519712
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_eg3_104_140622","kps_psychoactive_substances_v2",982378.892835947
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_eg3_104_250122","kps_psychoactive_substances_v2",1034908.97872222
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_eg3_104_250122_20221003231510","kps_psychoactive_substances_v2",1116020.26114547
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",2043717.99977447
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",940821.067704505
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_eg_104_171221","kps_psychoactive_substances_v2",856321.971440189
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",908008.151930446
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_op3_104_140622","kps_psychoactive_substances_v2",989314.411052408
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",1207233.19462611
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_op_10y_140622","kps_psychoactive_substances_v2",905361.353617763
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",992685.870844249
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_op_3_10y_250122","kps_psychoactive_substances_v2",907567.821362647
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"lysimeter_op_7104_250122","kps_psychoactive_substances_v2",896627.36671464
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"thailand_sample_2","kps_psychoactive_substances_v2",917681.856692426
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"thailand_sample_3","kps_psychoactive_substances_v2",919151.759015293
3017,"5F-PB-22","C23 H21 F N2 O2",376.15959,377.16684,21.631,"thailand_sample_7","kps_psychoactive_substances_v2",875556.458759079
6282,"AH 7921","C16 H22 Cl2 N2 O",328.10939,329.11667,8.433,"landfill_eg_3_10y","kps_psychoactive_substances_v2",650329.744528235
5220,"AM-1220","C26 H26 N2 O",382.20336,383.21064,20.978,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",956760.760575433
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"crh_fst1","kps_psychoactive_substances_v2",5120952.78152057
2076,"AM-1235","C24 H21 F N2 O3",404.15459,405.16187,19.503,"crh_fst2","kps_psychoactive_substances_v2",2388013.92984661
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"crh_fst3","kps_psychoactive_substances_v2",4041762.60664349
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"crh_fst4","kps_psychoactive_substances_v2",4019689.01649847
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"crh_fst5","kps_psychoactive_substances_v2",3050419.05791943
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"crh_inlet","kps_psychoactive_substances_v2",4531576.46267434
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"landfill_eg_0_3y","kps_psychoactive_substances_v2",3308454.20075662
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"landfill_eg_3_10y","kps_psychoactive_substances_v2",3274844.12526317
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"landfill_eg_y104","kps_psychoactive_substances_v2",4205223.97388317
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"landfill_op_y104","kps_psychoactive_substances_v2",3372461.98172721
