"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"crh_fst2","mz_cloud",7314359.28534978
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"crh_fst3","mz_cloud",8212368.25926525
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"crh_fst4","mz_cloud",7281302.37821766
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"crh_fst5","mz_cloud",7446223.10775904
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"crh_inlet","mz_cloud",8856830.50461465
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"landfill_eg_0_3y","mz_cloud",5452450.03292151
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"landfill_eg_3_10y","mz_cloud",5105734.38212597
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"landfill_eg_y104","mz_cloud",6648432.31249644
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"landfill_op_y104","mz_cloud",5464844.13614641
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_control_eg_140622","mz_cloud",6780237.63527777
1493,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.18,418.17018,419.17746,20.938,"lysimeter_control_eg_171221","mz_cloud",2729710.12498593
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_control_eg_250122","mz_cloud",6246425.12722442
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_control_op_140622","mz_cloud",6746695.27431181
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_control_op_171221","mz_cloud",6397272.19560187
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_control_op_260122","mz_cloud",6469499.80520564
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_eg104_140622","mz_cloud",6983076.40089912
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_eg3_104_140622","mz_cloud",6517161.77482739
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_eg3_104_250122","mz_cloud",8085942.92502565
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_eg3_104_250122_20221003231510","mz_cloud",6566168.6372909
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_eg_03y_171221","mz_cloud",7535425.88263462
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_eg_03y_250122","mz_cloud",6719297.12021893
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_eg_0_3y_14062022","mz_cloud",7254851.37485839
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_eg_104_171221","mz_cloud",6509802.19840423
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_eg_3_10y_171221","mz_cloud",5856363.1195581
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_op0_34_140622","mz_cloud",6189915.67194859
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_op3_104_140622","mz_cloud",6868276.10363282
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_op_0_3y_171221","mz_cloud",6340976.66076406
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_op_0_3y_250122","mz_cloud",6219901.00902228
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_op_10y_140622","mz_cloud",7621874.88077259
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_op_10y_171222","mz_cloud",6157762.51718305
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_op_3_10y_171221","mz_cloud",6946030.63486055
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_op_3_10y_250122","mz_cloud",6605736.53326411
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"lysimeter_op_7104_250122","mz_cloud",6714863.80786084
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"thailand_sample_1","mz_cloud",5799058.67522232
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"thailand_sample_2","mz_cloud",5878042.31803888
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"thailand_sample_3","mz_cloud",5317265.76592556
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"thailand_sample_5","mz_cloud",6911030.38954166
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"thailand_sample_6","mz_cloud",6027914.65007053
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"thailand_sample_7","mz_cloud",5527322.57428903
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",2.41,418.17028,419.17756,20.199,"thailand_sample_8","mz_cloud",6358334.03498438
5710,"(2E)-5-hydroxy-N-[3-(5-{3-[(2E)-5-hydroxy-3-methylpent-2-enamido]propyl}-3,6-dioxopiperazin-2-yl)propyl]-3-methylpent-2-enamide","C22 H36 N4 O6",-0.06,452.26346,475.25266,8.771,"lysimeter_op_0_3y_171221","mz_cloud",807676.082360906
5513,"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","C13 H14 O4",-0.05,234.0892,235.09661,14.597,"landfill_eg_0_3y","mz_cloud",866272.995929436
5513,"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","C13 H14 O4",-0.05,234.0892,235.09661,14.597,"landfill_op_y104","mz_cloud",515399.578187633
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_control_eg_140622","mz_cloud",1237205.42192394
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_control_op_260122","mz_cloud",1479812.89995124
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_eg104_140622","mz_cloud",1235332.57500194
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_eg3_104_140622","mz_cloud",1327477.34801049
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_op0_34_140622","mz_cloud",1655840.87721458
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_op3_104_140622","mz_cloud",1114340.53678943
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",0.54,222.11046,245.09968,7.092,"lysimeter_op_0_3y_250122","mz_cloud",1501803.71464695
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_fst1","mz_cloud",363126.549347652
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_fst2","mz_cloud",252587.667464161
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_fst3","mz_cloud",294178.235018783
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_fst4","mz_cloud",309995.919505461
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_fst5","mz_cloud",238975.167814281
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"crh_inlet","mz_cloud",350272.419515018
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"landfill_eg_0_3y","mz_cloud",1278236.53442056
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"landfill_eg_y104","mz_cloud",287923.001305472
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"landfill_op_y104","mz_cloud",553794.455371573
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"lysimeter_control_eg_171221","mz_cloud",297496.809555233
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"lysimeter_control_eg_250122","mz_cloud",117664.000530499
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_control_op_140622","mz_cloud",157644.887774559
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_control_op_171221","mz_cloud",225460.754374515
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_control_op_260122","mz_cloud",110963.373824355
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_eg104_140622","mz_cloud",168773.43728081
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_eg3_104_140622","mz_cloud",200288.956437568
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_eg3_104_250122_20221003231510","mz_cloud",138162.525830521
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"lysimeter_eg_03y_250122","mz_cloud",172488.045297035
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"lysimeter_eg_0_3y_14062022","mz_cloud",172877.642560802
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_eg_3_10y_171221","mz_cloud",205914.148552037
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_op3_104_140622","mz_cloud",240645.920465228
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_op_10y_140622","mz_cloud",278866.411611888
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_op_10y_171222","mz_cloud",291392.394341928
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_op_3_10y_171221","mz_cloud",191709.793482148
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_op_3_10y_250122","mz_cloud",102260.444789213
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.47,254.15193,255.15921,16.597,"lysimeter_op_7104_250122","mz_cloud",151749.417056425
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"thailand_sample_1","mz_cloud",173598.347974007
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"thailand_sample_2","mz_cloud",323769.506895436
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"thailand_sample_3","mz_cloud",295697.243212918
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"thailand_sample_4","mz_cloud",122176.136866097
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"thailand_sample_5","mz_cloud",233439.297538728
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",0.53,254.15194,255.15923,15.65,"thailand_sample_6","mz_cloud",120345.947780659
5714,"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","C14 H14 O4",0.44,246.08932,247.09659,12.927,"lysimeter_op0_34_140622","mz_cloud",583494.923552184
3128,"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","C20 H38 O12",0.22,470.23643,493.22568,10.991,"lysimeter_eg_03y_171221","mz_cloud",1944553.79181546
4579,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",0.57,282.18327,283.19055,16.181,"lysimeter_control_eg_171221","mz_cloud",1177464.50538061
4579,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",0.57,282.18327,283.19055,16.181,"lysimeter_control_op_171221","mz_cloud",972102.55040315
7991,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",0.41,282.18323,283.1905,15.773,"lysimeter_op0_34_140622","mz_cloud",212055.831965909
4579,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",0.57,282.18327,283.19055,16.181,"lysimeter_op_0_3y_171221","mz_cloud",981854.403683246
4579,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",0.57,282.18327,283.19055,16.181,"lysimeter_op_3_10y_171221","mz_cloud",865956.010877663
1857,"(3aS,10aR,10bR)-6,10a-Dimethyl-3-methylene-3,3a,4,5,7,8,10a,10b-octahydrofuro[3',2':6,7]cyclohepta[1,2-b]pyran-2,9-dione","C15 H18 O4",0.57,262.12066,263.12794,14.352,"thailand_sample_7","mz_cloud",3459379.76929405
1857,"(3aS,10aR,10bR)-6,10a-Dimethyl-3-methylene-3,3a,4,5,7,8,10a,10b-octahydrofuro[3',2':6,7]cyclohepta[1,2-b]pyran-2,9-dione","C15 H18 O4",0.57,262.12066,263.12794,14.352,"thailand_sample_8","mz_cloud",3499788.15200734
