"peak_number","unique_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","mass_list_name","mass_list_match"
2222,"(2-Nitro-1-propenyl)benzene_6.745","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.23,163.06337,164.07064,6.745,4307984.41533685,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_1",4307984.41533685,6.7,"1","sc007","kps_psychoactive_substances_v2","Single match found"
2222,"(2-Nitro-1-propenyl)benzene_6.745","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.23,163.06337,164.07064,6.745,4307984.41533685,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_2",4188871.42594701,5.7,"2","sc007","kps_psychoactive_substances_v2","Single match found"
1902,"(2-Nitro-1-propenyl)benzene_7.933","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",2783923.57763158,6.2,"1","sc003","kps_psychoactive_substances_v2","Single match found"
1902,"(2-Nitro-1-propenyl)benzene_7.933","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",2406090.53146772,7.8,"2","sc003","kps_psychoactive_substances_v2","Single match found"
1902,"(2-Nitro-1-propenyl)benzene_7.933","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_1",3951082.92068736,9.5,"1","sc007","kps_psychoactive_substances_v2","Single match found"
1902,"(2-Nitro-1-propenyl)benzene_7.933","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_2",4963925.30407342,7.8,"2","sc007","kps_psychoactive_substances_v2","Single match found"
1902,"(2-Nitro-1-propenyl)benzene_7.933","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_1",1143057.87567194,5.9,"1","sc020","kps_psychoactive_substances_v2","Single match found"
1902,"(2-Nitro-1-propenyl)benzene_7.933","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.21,163.06336,164.07064,7.933,4963925.30407342,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_2",1088050.5452383,8.6,"2","sc020","kps_psychoactive_substances_v2","Single match found"
3034,"(2-Nitro-1-propenyl)benzene_8.802","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.17,163.06336,164.07063,8.802,3144829.34038789,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_1",2973568.34548376,8.4,"1","sc007","kps_psychoactive_substances_v2","Single match found"
3034,"(2-Nitro-1-propenyl)benzene_8.802","(2-Nitro-1-propenyl)benzene","C9 H9 N O2","Full match","No results","Full match",0.17,163.06336,164.07063,8.802,3144829.34038789,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_2",3144829.34038789,6.7,"2","sc007","kps_psychoactive_substances_v2","Single match found"
4876,"(S)-(-)-Cathinone_10.441","(S)-(-)-Cathinone","C9 H11 N O","Full match","Partial match","Full match",0.5,149.08414,150.09142,10.441,1888910.9454929,1,74.9,47.1,"DDA for preferred ion","[M+H]+1","sc007_1",1888910.9454929,5.1,"1","sc007","kps_psychoactive_substances_v2","Single match found"
4876,"(S)-(-)-Cathinone_10.441","(S)-(-)-Cathinone","C9 H11 N O","Full match","Partial match","Full match",0.5,149.08414,150.09142,10.441,1888910.9454929,1,74.9,47.1,"DDA for preferred ion","[M+H]+1","sc007_2",1213813.24622799,7.5,"2","sc007","kps_psychoactive_substances_v2","Single match found"
5084,"(S)-(-)-Cathinone_11.722","(S)-(-)-Cathinone","C9 H11 N O","Full match","Partial match","Full match",0.47,149.08413,150.09141,11.722,1791452.24775434,1,68.3,43.9,"DDA for preferred ion","[M+H]+1","sc18_1",710385.255721666,6.4,"1","sc18","kps_psychoactive_substances_v2","Single match found"
5084,"(S)-(-)-Cathinone_11.722","(S)-(-)-Cathinone","C9 H11 N O","Full match","Partial match","Full match",0.47,149.08413,150.09141,11.722,1791452.24775434,1,68.3,43.9,"DDA for preferred ion","[M+H]+1","sc18_2",901278.299459451,5.3,"2","sc18","kps_psychoactive_substances_v2","Single match found"
4072,"(S)-(-)-Cathinone_2.409","(S)-(-)-Cathinone","C9 H11 N O","Full match","Partial match","Full match",0.59,149.08415,150.09143,2.409,2329378.95174004,2,90.4,57.2,"DDA for preferred ion","[M+H]+1","sc009_1",2192107.95262337,6.7,"1","sc009","kps_psychoactive_substances_v2","Single match found"
4072,"(S)-(-)-Cathinone_2.409","(S)-(-)-Cathinone","C9 H11 N O","Full match","Partial match","Full match",0.59,149.08415,150.09143,2.409,2329378.95174004,2,90.4,57.2,"DDA for preferred ion","[M+H]+1","sc009_2",2329378.95174004,7.8,"2","sc009","kps_psychoactive_substances_v2","Single match found"
4072,"(S)-(-)-Cathinone_2.409","(S)-(-)-Cathinone","C9 H11 N O","Full match","Partial match","Full match",0.59,149.08415,150.09143,2.409,2329378.95174004,2,90.4,57.2,"DDA for preferred ion","[M+H]+1","sc15_1",912709.768756695,5.3,"1","sc15","kps_psychoactive_substances_v2","Single match found"
4072,"(S)-(-)-Cathinone_2.409","(S)-(-)-Cathinone","C9 H11 N O","Full match","Partial match","Full match",0.59,149.08415,150.09143,2.409,2329378.95174004,2,90.4,57.2,"DDA for preferred ion","[M+H]+1","sc15_2",828663.429397352,5.9,"2","sc15","kps_psychoactive_substances_v2","Single match found"
5022,"(S)-(-)-Cathinone_6.176","(S)-(-)-Cathinone","C9 H11 N O","Full match","Partial match","Full match",0.55,149.08415,150.09142,6.176,1822921.02268958,1,73.1,46,"DDA for preferred ion","[M+H]+1","sc009_1",1428456.22516159,7.5,"1","sc009","kps_psychoactive_substances_v2","Single match found"
5022,"(S)-(-)-Cathinone_6.176","(S)-(-)-Cathinone","C9 H11 N O","Full match","Partial match","Full match",0.55,149.08415,150.09142,6.176,1822921.02268958,1,73.1,46,"DDA for preferred ion","[M+H]+1","sc009_2",1462203.4665542,7,"2","sc009","kps_psychoactive_substances_v2","Single match found"
2357,"1-Androstenedione_16.243","1-Androstenedione","C19 H26 O2","Not the top hit","Partial match","Full match",-1.26,286.19292,287.2007,16.243,4067615.48017047,5,93.3,9.7,"DDA for preferred ion","[M+H]+1","sc003_1",2796419.37608217,5.1,"1","sc003","kps_psychoactive_substances_v2","Multiple matches found"
2357,"1-Androstenedione_16.243","1-Androstenedione","C19 H26 O2","Not the top hit","Partial match","Full match",-1.26,286.19292,287.2007,16.243,4067615.48017047,5,93.3,9.7,"DDA for preferred ion","[M+H]+1","sc003_2",2591189.11185656,7.8,"2","sc003","kps_psychoactive_substances_v2","Multiple matches found"
1755,"1-pentylindole_9.195","1-pentylindole","C13 H17 N","Full match","No results","Full match",0.29,187.13615,188.14343,9.195,5288611.41870025,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_1",5288611.41870025,7.8,"1","sc020","kps_psychoactive_substances_v2","Single match found"
1755,"1-pentylindole_9.195","1-pentylindole","C13 H17 N","Full match","No results","Full match",0.29,187.13615,188.14343,9.195,5288611.41870025,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_2",4752377.55160873,7.8,"2","sc020","kps_psychoactive_substances_v2","Single match found"
4637,"1-Phenylacetone_8.792","1-Phenylacetone","C9 H10 O","Full match","Partial match","Full match",0.7,134.07326,135.08054,8.792,2030260.06850772,2,87.1,71.5,"DDA for preferred ion","[M+H]+1","sc020_1",2008691.33718946,5.1,"1","sc020","kps_psychoactive_substances_v2","Single match found"
4637,"1-Phenylacetone_8.792","1-Phenylacetone","C9 H10 O","Full match","Partial match","Full match",0.7,134.07326,135.08054,8.792,2030260.06850772,2,87.1,71.5,"DDA for preferred ion","[M+H]+1","sc020_2",2030260.06850772,7.8,"2","sc020","kps_psychoactive_substances_v2","Single match found"
7963,"1,3-Indandione_10.745","1,3-Indandione","C9 H6 O2","Full match","Partial match","Full match",1.08,146.03694,147.04415,10.745,778123.038795433,2,96.8,88.2,"DDA for preferred ion","[M+H]+1","sc012_1",657789.981040617,6.6,"1","sc012","kps_psychoactive_substances_v2","Single match found"
7963,"1,3-Indandione_10.745","1,3-Indandione","C9 H6 O2","Full match","Partial match","Full match",1.08,146.03694,147.04415,10.745,778123.038795433,2,96.8,88.2,"DDA for preferred ion","[M+H]+1","sc012_2",778123.038795433,5.3,"2","sc012","kps_psychoactive_substances_v2","Single match found"
3404,"1,3-Indandione_8.216","1,3-Indandione","C9 H6 O2","Full match","No results","Full match",-0.49,146.03671,164.07063,8.216,2794421.91619316,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc009_1",2794421.91619316,6.2,"1","sc009","kps_psychoactive_substances_v2","Single match found"
3404,"1,3-Indandione_8.216","1,3-Indandione","C9 H6 O2","Full match","No results","Full match",-0.49,146.03671,164.07063,8.216,2794421.91619316,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc009_2",2722794.20714284,7.8,"2","sc009","kps_psychoactive_substances_v2","Single match found"
257,"11-Nor-9-carboxy-delta-9-tetrahydrocannabinol_19.437","11-Nor-9-carboxy-delta-9-tetrahydrocannabinol","C21 H28 O4","Full match","Partial match","Full match",-0.35,344.19864,345.20593,19.437,25054988.0357025,2,88.7,81.5,"DDA for preferred ion","[M+H]+1","solution_x",25054988.0357025,9.5,"1","solution","kps_psychoactive_substances_v2","Multiple matches found"
257,"11-Nor-9-carboxy-delta-9-tetrahydrocannabinol_19.437","11-Nor-9-carboxy-delta-9-tetrahydrocannabinol","C21 H28 O4","Full match","Partial match","Full match",-0.35,344.19864,345.20593,19.437,25054988.0357025,2,88.7,81.5,"DDA for preferred ion","[M+H]+1","solution_x2",24803811.8069682,9.5,"2","solution","kps_psychoactive_substances_v2","Multiple matches found"
3042,"17-Methyltestosterone_17.318","17-Methyltestosterone","C20 H30 O2","Full match","Not the top hit","Full match",0.55,302.22475,303.23202,17.318,3133014.85418124,12,89.6,82.1,"DDA for preferred ion","[M+H]+1","sc003_1",1685479.25596285,5.7,"1","sc003","kps_psychoactive_substances_v2","Multiple matches found"
3042,"17-Methyltestosterone_17.318","17-Methyltestosterone","C20 H30 O2","Full match","Not the top hit","Full match",0.55,302.22475,303.23202,17.318,3133014.85418124,12,89.6,82.1,"DDA for preferred ion","[M+H]+1","sc003_2",1818917.16885191,8.4,"2","sc003","kps_psychoactive_substances_v2","Multiple matches found"
1652,"17-Methyltestosterone_17.442","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.65,302.22478,303.23205,17.442,5606005.83662256,15,92.3,83.2,"DDA for preferred ion","[M+H]+1","sc003_1",2163308.08847386,7.8,"1","sc003","kps_psychoactive_substances_v2","Multiple matches found"
1652,"17-Methyltestosterone_17.442","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.65,302.22478,303.23205,17.442,5606005.83662256,15,92.3,83.2,"DDA for preferred ion","[M+H]+1","sc003_2",2308376.45240717,5.7,"2","sc003","kps_psychoactive_substances_v2","Multiple matches found"
1652,"17-Methyltestosterone_17.442","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.65,302.22478,303.23205,17.442,5606005.83662256,15,92.3,83.2,"DDA for preferred ion","[M+H]+1","sc007_1",5606005.83662256,5.1,"1","sc007","kps_psychoactive_substances_v2","Multiple matches found"
1652,"17-Methyltestosterone_17.442","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.65,302.22478,303.23205,17.442,5606005.83662256,15,92.3,83.2,"DDA for preferred ion","[M+H]+1","sc007_2",5575153.07049394,7.3,"2","sc007","kps_psychoactive_substances_v2","Multiple matches found"
1652,"17-Methyltestosterone_17.442","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.65,302.22478,303.23205,17.442,5606005.83662256,15,92.3,83.2,"DDA for preferred ion","[M+H]+1","sc013_1",935802.224097775,5.3,"1","sc013","kps_psychoactive_substances_v2","Multiple matches found"
1652,"17-Methyltestosterone_17.442","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.65,302.22478,303.23205,17.442,5606005.83662256,15,92.3,83.2,"DDA for preferred ion","[M+H]+1","sc013_2",1145809.84392843,5.3,"2","sc013","kps_psychoactive_substances_v2","Multiple matches found"
1259,"17-Methyltestosterone_17.701","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.54,302.22474,303.23202,17.701,7104446.47757445,16,89.5,82.1,"DDA for preferred ion","[M+H]+1","sc003_1",5635610.62597502,6.7,"1","sc003","kps_psychoactive_substances_v2","Multiple matches found"
1259,"17-Methyltestosterone_17.701","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.54,302.22474,303.23202,17.701,7104446.47757445,16,89.5,82.1,"DDA for preferred ion","[M+H]+1","sc003_2",5689683.99043764,6.7,"2","sc003","kps_psychoactive_substances_v2","Multiple matches found"
3749,"17-Methyltestosterone_17.914","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.46,302.22472,303.23199,17.914,2546876.1977788,11,88.8,81.6,"DDA for preferred ion","[M+H]+1","sc013_1",2546876.1977788,5.7,"1","sc013","kps_psychoactive_substances_v2","Multiple matches found"
3749,"17-Methyltestosterone_17.914","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.46,302.22472,303.23199,17.914,2546876.1977788,11,88.8,81.6,"DDA for preferred ion","[M+H]+1","sc013_2",2498379.01053193,6.2,"2","sc013","kps_psychoactive_substances_v2","Multiple matches found"
1921,"17-Methyltestosterone_18.877","17-Methyltestosterone","C20 H30 O2","Full match","Partial match","Full match",0.16,302.22463,303.23202,18.877,4929176.13594183,15,92.7,79.5,"DDA for preferred ion","[M+H]+1","sc013_1",3262562.93935759,7.3,"1","sc013","kps_psychoactive_substances_v2","Multiple matches found"
1921,"17-Methyltestosterone_18.877","17-Methyltestosterone","C20 H30 O2","Full match","Partial match","Full match",0.16,302.22463,303.23202,18.877,4929176.13594183,15,92.7,79.5,"DDA for preferred ion","[M+H]+1","sc013_2",4070717.79267777,5.7,"2","sc013","kps_psychoactive_substances_v2","Multiple matches found"
3651,"17-Methyltestosterone_19.607","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.28,302.22466,303.23194,19.607,2615385.68819063,11,90,82.4,"DDA for preferred ion","[M+H]+1","sc014_1",2615385.68819063,5.7,"1","sc014","kps_psychoactive_substances_v2","Multiple matches found"
3651,"17-Methyltestosterone_19.607","17-Methyltestosterone","C20 H30 O2","Not the top hit","Not the top hit","Full match",0.28,302.22466,303.23194,19.607,2615385.68819063,11,90,82.4,"DDA for preferred ion","[M+H]+1","sc014_2",2549967.32403884,5.7,"2","sc014","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc001_1",365024.934867239,6.6,"1","sc001","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc001_2",340801.472906542,5.8,"2","sc001","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc002_1",7532480.89981767,9.5,"1","sc002","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc002_2",6737274.77674729,8.9,"2","sc002","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc005_1",10574285.7456997,8.4,"1","sc005","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc005_2",7475283.14120671,8.4,"2","sc005","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc007_1",3003300.37630767,8.9,"1","sc007","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc007_2",2302268.03757564,8.4,"2","sc007","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc008_1",990166.695408181,6.4,"1","sc008","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc008_2",804542.618483157,7.5,"2","sc008","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc013_1",816908.192937226,8.6,"1","sc013","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc013_2",811928.106701072,8.6,"2","sc013","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc014_1",3000565.40035638,9.5,"1","sc014","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc014_2",3440423.01799655,8.9,"2","sc014","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc023_1",1223989.59051506,8.6,"1","sc023","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc023_2",1071361.10899347,8.6,"2","sc023","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc15_1",612988.425529364,6.6,"1","sc15","kps_psychoactive_substances_v2","Multiple matches found"
801,"17-Methyltestosterone_21.055","17-Methyltestosterone","C20 H30 O2","Full match","Invalid mass","Full match",0.35,302.22469,303.23199,21.055,10574285.7456997,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","sc15_2",672829.283417653,8.3,"2","sc15","kps_psychoactive_substances_v2","Multiple matches found"
