"peak_number","unique_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample_location","group_area","peak_rating","mass_list_name","mass_list_match"
979,"(+-)-alminoprofen_7.528","(+-)-alminoprofen","C13 H17 N O2","Not the top hit","Partial match","Full match",0.4,219.12602,220.13329,7.528,6570685.02510042,2,84.1,9.2,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",278118.688634563,7.2,"kps_pharmaceuticals_oct22","Single match found"
979,"(+-)-alminoprofen_7.528","(+-)-alminoprofen","C13 H17 N O2","Not the top hit","Partial match","Full match",0.4,219.12602,220.13329,7.528,6570685.02510042,2,84.1,9.2,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",144143.867524629,6.8,"kps_pharmaceuticals_oct22","Single match found"
4253,"(+-)-alminoprofen_14.154","(+-)-alminoprofen","C13 H17 N O2","Not the top hit","No results","Full match",0.41,219.12602,220.13329,14.154,1311850.43918091,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_140622",285635.693037182,7.7,"kps_pharmaceuticals_oct22","Single match found"
4253,"(+-)-alminoprofen_14.154","(+-)-alminoprofen","C13 H17 N O2","Not the top hit","No results","Full match",0.41,219.12602,220.13329,14.154,1311850.43918091,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",202317.214966176,5.8,"kps_pharmaceuticals_oct22","Single match found"
883,"(+/-)-3,4-(Methylenedioxy)amphetamine_3.72","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.19,179.09466,180.10194,3.72,7349462.63947157,2,86.4,53.8,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",3433816.64369214,5.7,"kps_psychoactive_substances_v2","Multiple matches found"
1064,"(+/-)-3,4-(Methylenedioxy)amphetamine_4.653","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.16,179.09466,180.10193,4.653,6055110.67875758,3,86.2,53.7,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",1130371.56332848,6.4,"kps_psychoactive_substances_v2","Multiple matches found"
332,"(+/-)-3,4-(Methylenedioxy)amphetamine_2.235","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.19,179.09466,180.10194,2.235,18102333.3079857,2,90.4,57.4,"DDA for preferred ion","[M+H]+1","landfill_op_y104",5931114.90996706,5.7,"kps_psychoactive_substances_v2","Multiple matches found"
1064,"(+/-)-3,4-(Methylenedioxy)amphetamine_4.653","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.16,179.09466,180.10193,4.653,6055110.67875758,3,86.2,53.7,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",1877443.37166608,5.1,"kps_psychoactive_substances_v2","Multiple matches found"
332,"(+/-)-3,4-(Methylenedioxy)amphetamine_2.235","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.19,179.09466,180.10194,2.235,18102333.3079857,2,90.4,57.4,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",1573486.71615114,5.1,"kps_psychoactive_substances_v2","Multiple matches found"
332,"(+/-)-3,4-(Methylenedioxy)amphetamine_2.235","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.19,179.09466,180.10194,2.235,18102333.3079857,2,90.4,57.4,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",3009199.34822645,5.1,"kps_psychoactive_substances_v2","Multiple matches found"
1703,"(+/-)-3,4-(Methylenedioxy)amphetamine_6.373","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.15,179.09466,180.10194,6.373,3831869.00929528,2,68.2,43.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",3831869.00929528,8.4,"kps_psychoactive_substances_v2","Multiple matches found"
1703,"(+/-)-3,4-(Methylenedioxy)amphetamine_6.373","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.15,179.09466,180.10194,6.373,3831869.00929528,2,68.2,43.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",440484.737233893,7.7,"kps_psychoactive_substances_v2","Multiple matches found"
1703,"(+/-)-3,4-(Methylenedioxy)amphetamine_6.373","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.15,179.09466,180.10194,6.373,3831869.00929528,2,68.2,43.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",364000.832897473,5.5,"kps_psychoactive_substances_v2","Multiple matches found"
1816,"(+/-)-3,4-(Methylenedioxy)amphetamine_8.898","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.18,179.09466,180.10194,8.898,3572610.98276725,2,72.2,45.5,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",855796.474637459,7,"kps_psychoactive_substances_v2","Multiple matches found"
4186,"(+/-)-3,4-(Methylenedioxy)amphetamine_17.453","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","No results","Full match",0.22,179.09467,180.10194,17.453,1344194.69647883,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",1344194.69647883,8.4,"kps_psychoactive_substances_v2","Multiple matches found"
1816,"(+/-)-3,4-(Methylenedioxy)amphetamine_8.898","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.18,179.09466,180.10194,8.898,3572610.98276725,2,72.2,45.5,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",299439.922591046,7.7,"kps_psychoactive_substances_v2","Multiple matches found"
332,"(+/-)-3,4-(Methylenedioxy)amphetamine_2.235","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.19,179.09466,180.10194,2.235,18102333.3079857,2,90.4,57.4,"DDA for preferred ion","[M+H]+1","thailand_sample_7",18102333.3079857,7.3,"kps_psychoactive_substances_v2","Multiple matches found"
332,"(+/-)-3,4-(Methylenedioxy)amphetamine_2.235","(+/-)-3,4-(Methylenedioxy)amphetamine","C10 H13 N O2","Full match","Partial match","Full match",0.19,179.09466,180.10194,2.235,18102333.3079857,2,90.4,57.4,"DDA for preferred ion","[M+H]+1","thailand_sample_8",17183059.073914,6.7,"kps_psychoactive_substances_v2","Multiple matches found"
896,"(+/-)5(6)-EET Ethanolamide_16.144","(+/-)5(6)-EET Ethanolamide","C22 H37 N O3","Full match","Full match","No results",0.1,363.27738,364.28466,16.144,7211594.27219315,2,73.1,70.1,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",7211594.27219315,8.4,"mz_cloud","No matches found"
896,"(+/-)5(6)-EET Ethanolamide_16.144","(+/-)5(6)-EET Ethanolamide","C22 H37 N O3","Full match","Full match","No results",0.1,363.27738,364.28466,16.144,7211594.27219315,2,73.1,70.1,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",224849.702561802,7.4,"mz_cloud","No matches found"
896,"(+/-)5(6)-EET Ethanolamide_16.144","(+/-)5(6)-EET Ethanolamide","C22 H37 N O3","Full match","Full match","No results",0.1,363.27738,364.28466,16.144,7211594.27219315,2,73.1,70.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",416487.681236222,6.1,"mz_cloud","No matches found"
3724,"(+/-)5(6)-EET Ethanolamide_15.022","(+/-)5(6)-EET Ethanolamide","C22 H37 N O3","Not the top hit","Full match","No results",0.07,363.27737,364.28465,15.022,1571059.36150085,2,90.7,9.5,"DDA for preferred ion","[M+H]+1","thailand_sample_7",1571059.36150085,9.5,"mz_cloud","No matches found"
3724,"(+/-)5(6)-EET Ethanolamide_15.022","(+/-)5(6)-EET Ethanolamide","C22 H37 N O3","Not the top hit","Full match","No results",0.07,363.27737,364.28465,15.022,1571059.36150085,2,90.7,9.5,"DDA for preferred ion","[M+H]+1","thailand_sample_8",1520943.58205034,8.9,"mz_cloud","No matches found"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_19.506","(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S","No match","Full match","No results",1.36,424.12627,425.13354,19.506,1347873.09130223,5,92.6,9.6,"DDA for preferred ion","[M+H]+1","crh_fst1",1198263.90945578,5.3,"mz_cloud","No matches found"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_19.506","(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S","No match","Full match","No results",1.36,424.12627,425.13354,19.506,1347873.09130223,5,92.6,9.6,"DDA for preferred ion","[M+H]+1","crh_fst5",1071421.91247657,5.3,"mz_cloud","No matches found"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_19.506","(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S","No match","Full match","No results",1.36,424.12627,425.13354,19.506,1347873.09130223,5,92.6,9.6,"DDA for preferred ion","[M+H]+1","crh_inlet",1306097.6653337,6.7,"mz_cloud","No matches found"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_19.506","(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S","No match","Full match","No results",1.36,424.12627,425.13354,19.506,1347873.09130223,5,92.6,9.6,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",822884.506617758,5.3,"mz_cloud","No matches found"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_19.506","(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S","No match","Full match","No results",1.36,424.12627,425.13354,19.506,1347873.09130223,5,92.6,9.6,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",890502.773767772,5.9,"mz_cloud","No matches found"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_19.506","(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S","No match","Full match","No results",1.36,424.12627,425.13354,19.506,1347873.09130223,5,92.6,9.6,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",1072660.58853258,6.4,"mz_cloud","No matches found"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_19.506","(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S","No match","Full match","No results",1.36,424.12627,425.13354,19.506,1347873.09130223,5,92.6,9.6,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",1080286.68361994,5.3,"mz_cloud","No matches found"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_19.506","(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S","No match","Full match","No results",1.36,424.12627,425.13354,19.506,1347873.09130223,5,92.6,9.6,"DDA for preferred ion","[M+H]+1","lysimeter_op3_104_140622",1143971.89546093,5.3,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","crh_fst1",6564240.84509841,8.9,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","crh_fst2",7314359.28534978,7.3,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","crh_fst3",8212368.25926525,6.7,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","crh_fst4",7281302.37821766,7.3,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","crh_fst5",7446223.10775904,7.8,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","crh_inlet",8856830.50461465,7.3,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",5452450.03292151,6.2,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",5105734.38212597,5.7,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",6648432.31249644,6.2,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","landfill_op_y104",5464844.13614641,5.7,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",6780237.63527777,6.2,"mz_cloud","No matches found"
1493,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.938","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.18,418.17018,419.17746,20.938,4367669.01516203,3,70.5,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",2729710.12498593,5.1,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",6246425.12722442,5.7,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",6746695.27431181,7.8,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",6397272.19560187,6.2,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",6469499.80520564,7.3,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",6983076.40089912,8.9,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",6517161.77482739,7.8,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",8085942.92502565,7.8,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",6566168.6372909,7.3,"mz_cloud","No matches found"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one_20.199","(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3","No match","Full match","No results",2.41,418.17028,419.17756,20.199,8856830.50461465,3,65.2,8.3,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",7535425.88263462,7.3,"mz_cloud","No matches found"
