"peak_number","name","formula","calc_mw","m_z","rt_min","sample_location"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17026,419.17754,20.009,"sc012"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17026,419.17754,19.459,"sc013"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17026,419.17754,20.009,"sc014"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17026,419.17754,19.459,"sc020"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17026,419.17754,19.459,"sc023"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17026,419.17754,20.009,"sc15"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17026,419.17754,20.009,"sc16"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17026,419.17754,19.459,"sc17"
301,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17026,419.17754,19.459,"sc18"
416,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17026,419.17754,20.009,"solution"
1831,"(1S,2S,4aR,7R,8aR)-1-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-2,5,5,8a-tetramethyl-decahydronaphthalene-2,7-diol","C20 H36 O3",324.26647,347.25569,20.163,"sc008"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06336,164.07064,7.933,"sc003"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06336,164.07064,7.933,"sc004"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06336,164.07064,7.933,"sc007"
3151,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06325,164.07064,10.565,"sc008"
1015,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06336,164.07064,5.86,"sc009"
1902,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06336,164.07064,7.933,"sc020"
1015,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06336,164.07064,5.86,"sc15"
3202,"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","C24 H31 N3 O4",425.23157,426.23884,13.959,"sc003"
3202,"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","C24 H31 N3 O4",425.23157,426.23884,13.959,"sc004"
3202,"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","C24 H31 N3 O4",425.23157,426.23884,13.959,"sc007"
3202,"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","C24 H31 N3 O4",425.23157,426.23884,13.959,"sc020"
2067,"(2E)-5-hydroxy-N-[3-(5-{3-[(2E)-5-hydroxy-3-methylpent-2-enamido]propyl}-3,6-dioxopiperazin-2-yl)propyl]-3-methylpent-2-enamide","C22 H36 N4 O6",452.26213,475.25132,13.948,"sc020"
3363,"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","C14 H25 N O",223.19373,224.201,7.489,"sc003"
3363,"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","C14 H25 N O",223.19373,224.201,7.489,"sc004"
5410,"(2R)-1-(5-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol","C20 H38 O2",310.2873,333.27652,20.13,"sc010"
5410,"(2R)-1-(5-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol","C20 H38 O2",310.2873,333.27652,20.13,"sc014"
2520,"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","C21 H36 N4 O3",392.27754,415.26675,19.274,"sc003"
2520,"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","C21 H36 N4 O3",392.27754,415.26675,19.274,"sc004"
2520,"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","C21 H36 N4 O3",392.27754,415.26675,19.274,"sc007"
3334,"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","C20 H38 O12",470.23649,493.22579,10.908,"sc007"
3334,"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","C20 H38 O12",470.23649,493.22579,10.908,"sc013"
1566,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",282.18331,305.17258,15.538,"sc003"
1566,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",282.18331,305.17258,15.538,"sc004"
1566,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",282.18331,305.17258,15.538,"sc007"
1566,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",282.18331,305.17258,15.538,"sc020"
1319,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2",262.07434,263.08162,13.018,"sc007"
1319,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2",262.07434,263.08162,13.018,"sc008"
1319,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","C16 H10 N2 O2",262.07434,263.08162,13.018,"sc023"
9585,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3",278.06792,279.0752,5.336,"sc011"
9585,"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","C16 H10 N2 O3",278.06792,279.0752,5.336,"sc18"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",363.17518,364.18246,21.133,"sc002"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",363.17518,364.18246,21.133,"sc003"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",363.17518,364.18246,21.133,"sc004"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",363.17518,364.18246,21.133,"sc005"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",363.17518,364.18246,21.133,"sc007"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",363.17518,364.18246,21.133,"sc008"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",363.17518,364.18246,21.133,"sc009"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",363.17518,364.18246,21.133,"sc010"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",363.17518,364.18246,21.133,"sc020"
6830,"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","C22 H22 F N3 O",363.17518,364.18246,21.133,"sc15"
9429,"(4aR,7aS)-6-Isobutyl-4-(4-pyridinylmethyl)hexahydropyrrolo[3,4-b][1,4]oxazin-3(2H)-one","C16 H23 N3 O2",289.17923,290.18651,7.277,"sc008"
918,"(4aS,9aR)-2-Benzoyl-7-[2-(1H-imidazol-4-yl)ethyl]decahydro-6H-pyrido[3,4-d]azepin-6-one","C21 H26 N4 O2",366.20428,389.19351,17.585,"sc020"
910,"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","C18 H19 F N4 O2 S",374.12262,375.1299,9.574,"sc003"
910,"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","C18 H19 F N4 O2 S",374.12262,375.1299,9.574,"sc004"
910,"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","C18 H19 F N4 O2 S",374.12262,375.1299,9.574,"sc007"
910,"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","C18 H19 F N4 O2 S",374.12262,375.1299,9.574,"sc020"
910,"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","C18 H19 F N4 O2 S",374.12262,375.1299,9.574,"sc16"
8068,"(7E,13E)-11,12-Dihydroxy-3-isobutyl-4,5,8-trimethyl-3,3a,4,6a,9,10,11,12-octahydro-1H-cycloundeca[d]isoindole-1,15(2H)-dione","C24 H35 N O4",401.25672,402.26396,19.047,"sc013"
736,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","C15 H16 O4",260.10496,261.11224,10.546,"qc15x"
736,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","C15 H16 O4",260.10496,261.11224,10.546,"sc009"
7776,"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","C15 H16 O4",260.10503,261.11231,16.86,"sc010"
8423,"(R)-Dipivefrine","C19 H29 N O5",351.2047,352.21198,5.53,"sc011"
4858,"(R)-Praziquantel","C19 H24 N2 O2",312.18395,313.19122,16.067,"sc003"
4858,"(R)-Praziquantel","C19 H24 N2 O2",312.18395,313.19122,16.067,"sc004"
4858,"(R)-Praziquantel","C19 H24 N2 O2",312.18395,313.19122,16.067,"sc16"
3632,"(S)-(-)-Cathinone","C9 H11 N O",149.08415,150.09143,12.441,"sc007"
4072,"(S)-(-)-Cathinone","C9 H11 N O",149.08415,150.09143,2.409,"sc009"
5084,"(S)-(-)-Cathinone","C9 H11 N O",149.08413,150.09141,11.722,"sc010"
4072,"(S)-(-)-Cathinone","C9 H11 N O",149.08415,150.09143,2.409,"sc15"
5084,"(S)-(-)-Cathinone","C9 H11 N O",149.08413,150.09141,11.722,"sc18"
1416,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15259,249.15987,8.831,"qc15x"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.202,"sc001"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.453,"sc002"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.453,"sc003"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.453,"sc004"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.202,"sc005"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.453,"sc007"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.453,"sc008"
1416,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15259,249.15987,8.831,"sc009"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.202,"sc010"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.202,"sc011"
1416,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15259,249.15987,8.831,"sc012"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.202,"sc013"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.453,"sc014"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.453,"sc020"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.453,"sc023"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.453,"sc15"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.453,"sc16"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.202,"sc17"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",248.15258,249.15986,9.202,"sc18"
1239,"(S)-Rolipram","C16 H21 N O3",275.15221,276.15949,8.754,"sc014"
1239,"(S)-Rolipram","C16 H21 N O3",275.15221,276.15949,8.754,"sc023"
1239,"(S)-Rolipram","C16 H21 N O3",275.15221,276.15949,8.754,"sc15"
7731,"(S)-Warfarin","C19 H16 O4",308.10425,331.09346,5.214,"sc005"
5971,"(Z)-Hexadec-9-enoic acid","C16 H30 O2",254.22468,255.23196,20.666,"sc007"
5133,"(±)-Abscisic acid","C15 H20 O4",264.13625,265.14353,18.784,"sc001"
901,"(±)-Abscisic acid","C15 H20 O4",264.13624,265.14351,16.802,"sc004"
901,"(±)-Abscisic acid","C15 H20 O4",264.13624,265.14351,16.802,"sc007"
901,"(±)-Abscisic acid","C15 H20 O4",264.13624,265.14351,16.802,"sc008"
5133,"(±)-Abscisic acid","C15 H20 O4",264.13625,265.14353,18.784,"sc010"
5133,"(±)-Abscisic acid","C15 H20 O4",264.13625,265.14353,18.784,"sc011"
5133,"(±)-Abscisic acid","C15 H20 O4",264.13625,265.14353,18.784,"sc013"
901,"(±)-Abscisic acid","C15 H20 O4",264.13624,265.14351,16.802,"sc014"
2949,"(±)-Abscisic acid","C15 H20 O4",264.13624,265.14352,17.161,"sc020"
901,"(±)-Abscisic acid","C15 H20 O4",264.13624,265.14351,16.802,"sc023"
901,"(±)-Abscisic acid","C15 H20 O4",264.13624,265.14351,16.802,"sc15"
901,"(±)-Abscisic acid","C15 H20 O4",264.13624,265.14351,16.802,"sc16"
8568,"1,10-Phenanthroline","C12 H8 N2",180.06882,181.0761,8.701,"sc007"
5419,"1,10-Phenanthroline","C12 H8 N2",180.06881,181.07609,8.161,"sc014"
5419,"1,10-Phenanthroline","C12 H8 N2",180.06881,181.07609,8.161,"sc15"
5419,"1,10-Phenanthroline","C12 H8 N2",180.06881,181.07609,8.161,"sc16"
3386,"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","C14 H25 N O2",239.18863,240.1959,10.336,"sc003"
3386,"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","C14 H25 N O2",239.18863,240.1959,10.336,"sc004"
2069,"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","C14 H25 N O2",239.18863,240.19591,10.943,"sc014"
2069,"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","C14 H25 N O2",239.18863,240.19591,10.943,"sc023"
2069,"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","C14 H25 N O2",239.18863,240.19591,10.943,"sc15"
6418,"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","C14 H25 N O2",239.18862,240.19589,7.649,"sc16"
1088,"1,2,3,9-tetrahydro-4H-carbazol-4-one oxime","C12 H12 N2 O",200.09498,201.10226,9.393,"sc003"
1088,"1,2,3,9-tetrahydro-4H-carbazol-4-one oxime","C12 H12 N2 O",200.09498,201.10226,9.393,"sc004"
1088,"1,2,3,9-tetrahydro-4H-carbazol-4-one oxime","C12 H12 N2 O",200.09498,201.10226,9.393,"sc007"
1088,"1,2,3,9-tetrahydro-4H-carbazol-4-one oxime","C12 H12 N2 O",200.09498,201.10226,9.393,"sc020"
1088,"1,2,3,9-tetrahydro-4H-carbazol-4-one oxime","C12 H12 N2 O",200.09498,201.10226,9.393,"sc16"
782,"1,2-Benzodiazepine","C9 H8 N2",144.06884,145.07612,9.908,"sc007"
5528,"1,3,4,10-Tetrahydro-9(2H)-acridinone","C13 H13 N O",199.09974,200.10702,7.763,"sc007"
8106,"1,3,8-trimethyl-5-morpholino-1,2,3,4,7,8-hexahydropyrido[2,3-d]pyrimidine-2,4,7-trione","C14 H18 N4 O4",306.1331,307.14038,9.141,"sc004"
8106,"1,3,8-trimethyl-5-morpholino-1,2,3,4,7,8-hexahydropyrido[2,3-d]pyrimidine-2,4,7-trione","C14 H18 N4 O4",306.1331,307.14038,9.141,"sc007"
3325,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",201.11536,202.12264,16.145,"sc003"
2032,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",201.11536,202.12263,9.476,"sc004"
3325,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",201.11536,202.12264,16.145,"sc008"
2032,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",201.11536,202.12263,9.476,"sc014"
2158,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",201.11538,202.12266,7.467,"sc020"
2032,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",201.11536,202.12263,9.476,"sc023"
2032,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","C13 H15 N O",201.11536,202.12263,9.476,"sc15"
5983,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.336,"sc001"
5983,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.336,"sc002"
4020,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.622,"sc003"
4020,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.622,"sc004"
4020,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.622,"sc005"
4020,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.622,"sc007"
4020,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.622,"sc009"
5983,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.336,"sc010"
4020,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.622,"sc011"
5983,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.336,"sc012"
4020,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.622,"sc013"
2915,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,2.122,"sc020"
5983,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.336,"sc17"
4020,"1,3-Dimethylbutylamine","C6 H15 N",101.12065,102.12793,1.622,"sc18"
5416,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",138.07941,139.08669,4.424,"sc002"
5416,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",138.07941,139.08669,4.424,"sc004"
5416,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",138.07941,139.08669,4.424,"sc009"
5957,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",138.07941,139.08669,7.888,"sc013"
5416,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",138.07941,139.08669,4.424,"sc014"
5416,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",138.07941,139.08669,4.424,"sc020"
5655,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",138.07942,139.08669,4.739,"sc023"
5416,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",138.07941,139.08669,4.424,"sc15"
5898,"1,3-Divinyl-2-imidazolidinone","C7 H10 N2 O",138.07941,139.08668,6.661,"sc16"
3404,"1,3-Indandione","C9 H6 O2",146.03671,164.07063,8.216,"sc009"
7963,"1,3-Indandione","C9 H6 O2",146.03694,147.04415,10.745,"sc012"
4671,"1,4-Benzenediamine","C6 H8 N2",108.06892,109.0762,1.773,"sc020"
3321,"1,5-Ditetrahydro-1H-pyrrol-1-ylpentane-1,5-dione","C13 H22 N2 O2",238.16822,239.1755,9.458,"sc014"
3321,"1,5-Ditetrahydro-1H-pyrrol-1-ylpentane-1,5-dione","C13 H22 N2 O2",238.16822,239.1755,9.458,"sc15"
6759,"1,8-Diazabicyclo [5.4.0]undec-7-ene","C9 H16 N2",152.13142,153.1387,10.615,"sc003"
6759,"1,8-Diazabicyclo [5.4.0]undec-7-ene","C9 H16 N2",152.13142,153.1387,10.615,"sc004"
6759,"1,8-Diazabicyclo [5.4.0]undec-7-ene","C9 H16 N2",152.13142,153.1387,10.615,"sc008"
6759,"1,8-Diazabicyclo [5.4.0]undec-7-ene","C9 H16 N2",152.13142,153.1387,10.615,"sc011"
