"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
3289,"Rhodomycin A","C36 H48 N2 O12",1.36,700.32168,701.32896,21.955,"digesterD","itn_kps",8791637.45611059
3289,"Rhodomycin A","C36 H48 N2 O12",1.36,700.32168,701.32896,21.955,"feedpump","itn_kps",12436601.8192032
3289,"Rhodomycin A","C36 H48 N2 O12",1.36,700.32168,701.32896,21.955,"newdry","itn_kps",5080410.87181069
609,"Tetracycline","C22 H24 N2 O8",0.13,444.15332,445.1606,16.599,"centrin","itn_kps",80493886.1622704
407,"Tetracycline","C22 H24 N2 O8",0.13,444.15332,445.1606,17.28,"digesterA","itn_kps",111986215.602266
373,"Tetracycline","C22 H24 N2 O8",-0.13,444.15321,445.16048,8.781,"feedpump","itn_kps",85358571.9849808
407,"Tetracycline","C22 H24 N2 O8",0.13,444.15332,445.1606,17.28,"newdry","itn_kps",108172894.312518
2216,"Ubenimex","C16 H24 N2 O4",0.4,308.17373,309.181,13.018,"centrin","itn_kps",12011225.3690465
2216,"Ubenimex","C16 H24 N2 O4",0.4,308.17373,309.181,13.018,"digesterD","itn_kps",9980836.63390258
512,"Xibornol","C18 H26 O",-0.18,258.19832,259.2056,22.365,"centrin","itn_kps",41781053.3523872
512,"Xibornol","C18 H26 O",-0.18,258.19832,259.2056,22.365,"digesterA","itn_kps",92460464.6309985
512,"Xibornol","C18 H26 O",-0.18,258.19832,259.2056,22.365,"digesterB","itn_kps",82615057.968405
512,"Xibornol","C18 H26 O",-0.18,258.19832,259.2056,22.365,"digesterC","itn_kps",51877942.7058678
512,"Xibornol","C18 H26 O",-0.18,258.19832,259.2056,22.365,"digesterD","itn_kps",46483812.5135927
512,"Xibornol","C18 H26 O",-0.18,258.19832,259.2056,22.365,"feedpump","itn_kps",11854470.5485328
512,"Xibornol","C18 H26 O",-0.18,258.19832,259.2056,22.365,"newdry","itn_kps",51356249.4107867
512,"Xibornol","C18 H26 O",-0.18,258.19832,259.2056,22.365,"olddry","itn_kps",62358812.365856
