"name","mass_list_name","mean_area","sample_location"
"8-Hydroxychinolin","itn_kps",1168917.11186585,"kasane (main) surface water"
"8-Hydroxychinolin","itn_kps",1674905.0796453,"kasane (recreational) surface water"
"8-Hydroxychinolin","itn_kps",4655283.97280997,"maun beach (after) surface water"
"8-Hydroxychinolin","itn_kps",660415.903549846,"glen valley (reclamation) surface water"
"8-Hydroxychinolin","itn_kps",1749455.02933007,"glen valley (recreational) surface water"
"Acetyl sulfamethoxypyrazine","itn_kps",557342.277551,"palapye wwtp (eff) waste water"
"Acetyl sulfamethoxypyrazine","itn_kps",650809.489843679,"palapye wwtp surface water"
"Actinobolin","itn_kps",65040175.0873418,"palapye wwtp (eff) waste water"
"Actinobolin","itn_kps",87076648.8845875,"palapye wwtp surface water"
"Actinobolin","itn_kps",237467940.453589,"francistown wwtp surface water"
"Actinobolin","itn_kps",9620383.1102905,"kasane wwtp (main) surface water"
"Actinobolin","itn_kps",52513958.5605478,"glen valley (reclamation) surface water"
"Allomycin","itn_kps",10751523.3726302,"lecheng stream surface water"
"Allomycin","itn_kps",2527376.53843434,"lecheng spring surface water"
"Allomycin","itn_kps",4147631.66434667,"palapye wwtp (eff) waste water"
"Allomycin","itn_kps",5035517.77110298,"palapye wwtp surface water"
"Allomycin","itn_kps",4185529.51460208,"lotsane dam surface water"
"Allomycin","itn_kps",2504073.78790485,"francistown wwtp surface water"
"Allomycin","itn_kps",2265683.0019129,"kasane wwtp (main) surface water"
"Allomycin","itn_kps",2669203.21140386,"kasane wwtp (overflow) surface water"
"Allomycin","itn_kps",17788169.2098633,"kasane (main) surface water"
"Allomycin","itn_kps",6872259.41968986,"kasane (recreational) surface water"
"Allomycin","itn_kps",3413832.96628018,"maun beach (before) surface water"
"Allomycin","itn_kps",4478038.8830849,"maun beach (after) surface water"
"Allomycin","itn_kps",4412451.20025578,"maun wwtp (main) waste water"
"Allomycin","itn_kps",5196253.21661305,"glen valley (reclamation) surface water"
"Allomycin","itn_kps",23251929.6587031,"glen valley (recreational) surface water"
"Amifloxacin","itn_kps",1668881.97933345,"lecheng stream surface water"
"Amifloxacin","itn_kps",843534.570436108,"lecheng spring surface water"
"Amifloxacin","itn_kps",1188045.36418788,"palapye wwtp (eff) waste water"
"Amifloxacin","itn_kps",4294244.76908314,"lotsane dam surface water"
"Amifloxacin","itn_kps",3692392.31896961,"francistown wwtp surface water"
"Amifloxacin","itn_kps",1723895.18865097,"kasane wwtp (main) surface water"
"Amifloxacin","itn_kps",212314.44939011,"kasane (main) surface water"
"Amifloxacin","itn_kps",5283735.2345648,"maun wwtp (main) waste water"
"Amifloxacin","itn_kps",5418574.80858736,"glen valley (reclamation) surface water"
"Amifloxacin","itn_kps",3299029.04535093,"glen valley (recreational) surface water"
"Amoxicillin","itn_kps",798979.093240922,"palapye wwtp (eff) waste water"
"Amoxicillin","itn_kps",2450670.7381114,"francistown wwtp surface water"
"Amoxicillin","itn_kps",3627970.91581211,"glen valley (reclamation) surface water"
"Anisomycin","itn_kps",1338531.39170302,"maun beach (after) surface water"
"Aphidicolin","itn_kps",1224608.76587189,"kasane wwtp (main) surface water"
"Aphidicolin","itn_kps",11181860.8689856,"maun beach (after) surface water"
"Astromicin B","itn_kps",1682708.28766007,"francistown wwtp surface water"
"Astromicin B","itn_kps",1300567.06203237,"kasane wwtp (overflow) surface water"
"Astromicin B","itn_kps",4405885.53855303,"maun wwtp (main) waste water"
"Azithromycin","itn_kps",20649718.0112165,"palapye wwtp (eff) waste water"
"Azithromycin","itn_kps",21972154.2243458,"palapye wwtp surface water"
"Azithromycin","itn_kps",2280908.55069955,"francistown wwtp surface water"
"Benzoylpas","itn_kps",639415.201586788,"maun wwtp (main) waste water"
"Bezafibrate","itn_kps",1799013.64307342,"palapye wwtp (eff) waste water"
"Bezafibrate","itn_kps",2368914.51520061,"palapye wwtp surface water"
"Bezafibrate","itn_kps",2260841.18816475,"francistown wwtp surface water"
"Bezafibrate","itn_kps",1504268.80820708,"glen valley (reclamation) surface water"
"Brefeldin A","itn_kps",2257345.33439626,"palapye wwtp (eff) waste water"
"Brefeldin A","itn_kps",4196324.23248547,"palapye wwtp surface water"
"Brefeldin A","itn_kps",2655133.83158836,"kasane wwtp (main) surface water"
"Butylmercaptomethylpenicillin","itn_kps",264231.758698998,"kasane (main) surface water"
"Caerulomycin A","itn_kps",1605188.02853972,"francistown wwtp surface water"
"Cantharidin","itn_kps",834347.544946403,"palapye wwtp (eff) waste water"
"Cantharidin","itn_kps",675541.72801278,"kasane wwtp (main) surface water"
"Cantharidin","itn_kps",2145423.33069778,"maun wwtp (main) waste water"
"Cantharidin","itn_kps",3645096.65711643,"glen valley (reclamation) surface water"
"Cantharidin","itn_kps",2067397.62411137,"glen valley (recreational) surface water"
"Captopril","itn_kps",631864.264036178,"lecheng spring surface water"
"Captopril","itn_kps",2290798.13493435,"kasane wwtp (overflow) surface water"
"Carbenicillin","itn_kps",343866.361687996,"lecheng stream surface water"
"Cefcapene","itn_kps",1787726.9155044,"palapye wwtp (eff) waste water"
"Cefcapene","itn_kps",1853364.09129484,"palapye wwtp surface water"
"Cefcapene","itn_kps",8809040.14246259,"glen valley (reclamation) surface water"
"Cefcapene","itn_kps",2401566.24725073,"glen valley (recreational) surface water"
"Cefdaloxime","itn_kps",1336758.61429307,"francistown wwtp surface water"
"Cefrotil","itn_kps",4257701.07524306,"palapye wwtp (eff) waste water"
"Cefrotil","itn_kps",5376070.55556906,"palapye wwtp surface water"
"Cefuracetime","itn_kps",875872.72212284,"palapye wwtp (eff) waste water"
"Cefuracetime","itn_kps",1069740.2699957,"palapye wwtp surface water"
"Cefuracetime","itn_kps",853101.469949663,"glen valley (reclamation) surface water"
"Cefuracetime","itn_kps",631647.265426737,"glen valley (recreational) surface water"
"Ciprofloxacin","itn_kps",983145.457080009,"palapye wwtp surface water"
"Ciprofloxacin","itn_kps",2691622.85167003,"francistown wwtp surface water"
"Ciprofloxacin","itn_kps",696652.184613368,"glen valley (reclamation) surface water"
"Clarithromycin","itn_kps",3690540.11082697,"palapye wwtp (eff) waste water"
"Clarithromycin","itn_kps",6168060.57253466,"palapye wwtp surface water"
"Clarithromycin","itn_kps",7647136.95972468,"francistown wwtp surface water"
"Clarithromycin","itn_kps",737504.951930209,"glen valley (reclamation) surface water"
"Clindamycin","itn_kps",744967.318382587,"francistown wwtp surface water"
"Clotrimazole","itn_kps",2429179.31797193,"palapye wwtp (eff) waste water"
"Clotrimazole","itn_kps",2850113.63115338,"palapye wwtp surface water"
"Clotrimazole","itn_kps",8334615.4768764,"glen valley (reclamation) surface water"
"Clotrimazole","itn_kps",2617064.50042361,"glen valley (recreational) surface water"
"Cordycepin","itn_kps",758258.064905691,"lecheng spring surface water"
"Cordycepin","itn_kps",1941913.46785252,"palapye wwtp (eff) waste water"
"Cordycepin","itn_kps",1374786.11141111,"palapye wwtp surface water"
"Cordycepin","itn_kps",1103998.70977068,"lotsane dam surface water"
"Cordycepin","itn_kps",1976582.01913394,"kasane wwtp (overflow) surface water"
"Cordycepin","itn_kps",276501.889192284,"maun beach (after) surface water"
"Cordycepin","itn_kps",886627.321351379,"maun wwtp (main) waste water"
"Cycloheximide","itn_kps",1787102.73135359,"palapye wwtp (eff) waste water"
"Cycloheximide","itn_kps",2491790.96149096,"palapye wwtp surface water"
"Cycloheximide","itn_kps",3980598.71188721,"maun wwtp (main) waste water"
"Cycloheximide","itn_kps",594338.419212474,"glen valley (recreational) surface water"
"D-Penicillamine","itn_kps",570422.813428115,"kasane wwtp (overflow) surface water"
"Dacarbazine","itn_kps",1547824.56746502,"francistown wwtp surface water"
"Dacarbazine","itn_kps",1222262.20447758,"kasane wwtp (main) surface water"
"Dimetridazole","itn_kps",903002.947355977,"palapye wwtp (eff) waste water"
"Dimetridazole","itn_kps",1468133.29655822,"palapye wwtp surface water"
"Dimetridazole","itn_kps",6341461.35345698,"francistown wwtp surface water"
"Erythromycin","itn_kps",5237689.19299488,"palapye wwtp (eff) waste water"
"Erythromycin","itn_kps",6956437.47593868,"palapye wwtp surface water"
"Erythromycin","itn_kps",11419614.1537849,"francistown wwtp surface water"
"Erythromycin","itn_kps",2226722.84743519,"kasane wwtp (main) surface water"
"Erythromycin","itn_kps",3632668.98992748,"glen valley (reclamation) surface water"
"Erythromycin C","itn_kps",903232.31147322,"francistown wwtp surface water"
"Erythromycin C","itn_kps",858764.591888594,"kasane wwtp (main) surface water"
"Ethambutol","itn_kps",4464750.13665956,"palapye wwtp (eff) waste water"
"Ethambutol","itn_kps",4452461.51714821,"palapye wwtp surface water"
"Ethambutol","itn_kps",2524043.67917874,"francistown wwtp surface water"
"Fluconazole","itn_kps",28100829.7717773,"palapye wwtp (eff) waste water"
"Fluconazole","itn_kps",34808653.7751491,"palapye wwtp surface water"
"Fluconazole","itn_kps",28026929.4263567,"francistown wwtp surface water"
"Fluconazole","itn_kps",26894124.7325653,"kasane wwtp (main) surface water"
"Fluconazole","itn_kps",23271336.1666664,"maun wwtp (main) waste water"
"Fluconazole","itn_kps",28600316.0589579,"glen valley (reclamation) surface water"
"Fluconazole","itn_kps",17754039.4866292,"glen valley (recreational) surface water"
"Flucytosine","itn_kps",12927999.5943716,"palapye wwtp (eff) waste water"
"Flucytosine","itn_kps",13257828.4050559,"palapye wwtp surface water"
"Flucytosine","itn_kps",3215234.59373247,"kasane wwtp (main) surface water"
"Flucytosine","itn_kps",18274242.4997566,"maun wwtp (main) waste water"
"Flucytosine","itn_kps",31486770.2235703,"glen valley (reclamation) surface water"
"Flucytosine","itn_kps",14551429.6779201,"glen valley (recreational) surface water"
"Flumethasone","itn_kps",1497314.68250988,"palapye wwtp surface water"
"Formylsulfamethine","itn_kps",2626102.97756541,"lecheng stream surface water"
"Formylsulfamethine","itn_kps",1828123.25210089,"lecheng spring surface water"
"Formylsulfamethine","itn_kps",638580.799500562,"palapye wwtp (eff) waste water"
"Formylsulfamethine","itn_kps",443245.38814241,"palapye wwtp surface water"
"Formylsulfamethine","itn_kps",2342878.46031643,"lotsane dam surface water"
"Formylsulfamethine","itn_kps",10150074.6150207,"francistown wwtp surface water"
"Formylsulfamethine","itn_kps",2018957.01323866,"kasane wwtp (main) surface water"
"Formylsulfamethine","itn_kps",1799926.74814425,"kasane wwtp (overflow) surface water"
"Formylsulfamethine","itn_kps",2328365.15190614,"kasane (main) surface water"
"Formylsulfamethine","itn_kps",3178091.6207015,"kasane (recreational) surface water"
"Formylsulfamethine","itn_kps",2921197.5617026,"maun beach (before) surface water"
"Formylsulfamethine","itn_kps",2657727.80263716,"maun beach (after) surface water"
"Formylsulfamethine","itn_kps",2017149.94264024,"maun wwtp (main) waste water"
"Formylsulfamethine","itn_kps",824416.256744808,"glen valley (reclamation) surface water"
"Formylsulfamethine","itn_kps",859454.049019657,"glen valley (recreational) surface water"
"Gentamicin","itn_kps",4371000.02575285,"palapye wwtp (eff) waste water"
"Gentamicin","itn_kps",4652443.25365977,"francistown wwtp surface water"
"Gentamicin","itn_kps",515156.124905755,"glen valley (reclamation) surface water"
"Gentamicin","itn_kps",8917049.44835175,"glen valley (recreational) surface water"
"Griseofulvin","itn_kps",7601621.01708353,"palapye wwtp (eff) waste water"
"Griseofulvin","itn_kps",9057442.5891596,"palapye wwtp surface water"
"Griseofulvin","itn_kps",11202610.0831257,"francistown wwtp surface water"
"Griseofulvin","itn_kps",730747.194507011,"glen valley (reclamation) surface water"
"Imipenem","itn_kps",1506324.66411793,"palapye wwtp surface water"
"Imipenem","itn_kps",2584929.2688964,"francistown wwtp surface water"
"Imipenem","itn_kps",217618.795122309,"kasane wwtp (main) surface water"
"Imipenem","itn_kps",408350.168270205,"glen valley (reclamation) surface water"
"Lasalocid","itn_kps",985504.242994822,"kasane wwtp (main) surface water"
"Linezolid","itn_kps",1126424.72306845,"francistown wwtp surface water"
"Linezolid","itn_kps",676220.421403369,"glen valley (reclamation) surface water"
"Lymecycline","itn_kps",406410.456062211,"lecheng stream surface water"
"Lymecycline","itn_kps",1131508.5814314,"palapye wwtp (eff) waste water"
"Lymecycline","itn_kps",1903511.9656616,"palapye wwtp surface water"
"Lymecycline","itn_kps",508938.390123378,"kasane (main) surface water"
"Marbofloxacin","itn_kps",3655581.26306046,"lecheng stream surface water"
"Marbofloxacin","itn_kps",1766362.98354862,"lecheng spring surface water"
"Marbofloxacin","itn_kps",2266728.05590757,"palapye wwtp (eff) waste water"
"Marbofloxacin","itn_kps",1927412.37908506,"palapye wwtp surface water"
"Marbofloxacin","itn_kps",8912145.15483363,"lotsane dam surface water"
"Marbofloxacin","itn_kps",6966338.71451254,"francistown wwtp surface water"
"Marbofloxacin","itn_kps",3115669.19401166,"kasane wwtp (main) surface water"
"Marbofloxacin","itn_kps",2562232.22837814,"kasane wwtp (overflow) surface water"
"Marbofloxacin","itn_kps",9836547.34054665,"maun wwtp (main) waste water"
"Marbofloxacin","itn_kps",9027854.1369329,"glen valley (reclamation) surface water"
"Marbofloxacin","itn_kps",6120432.08313154,"glen valley (recreational) surface water"
"Methantheline","itn_kps",213366.318511299,"palapye wwtp surface water"
"Methantheline","itn_kps",151205.668627756,"kasane wwtp (main) surface water"
"Metronidazole","itn_kps",3283342.2434933,"francistown wwtp surface water"
"Monensin","itn_kps",8737439.30621677,"glen valley (reclamation) surface water"
"Mucidin","itn_kps",1472966.7146439,"francistown wwtp surface water"
"Myxin","itn_kps",747846.55876909,"glen valley (reclamation) surface water"
"N(4)-Acetylsulfadiazine","itn_kps",7514648.53178067,"francistown wwtp surface water"
"N(4)-Acetylsulfadiazine","itn_kps",4399746.59922519,"kasane wwtp (main) surface water"
"N(4)-Acetylsulfadiazine","itn_kps",2371384.37183999,"glen valley (reclamation) surface water"
"N(4)-Acetylsulfamethazine","itn_kps",192878.003478213,"lecheng stream surface water"
"N(4)-Acetylsulfamethazine","itn_kps",1070390.67220634,"glen valley (reclamation) surface water"
"N4-Acetylsulfamethoxazole","itn_kps",5582473.13848854,"palapye wwtp (eff) waste water"
"N4-Acetylsulfamethoxazole","itn_kps",6673161.20710362,"palapye wwtp surface water"
"N4-Acetylsulfamethoxazole","itn_kps",37382620.3235369,"francistown wwtp surface water"
"N4-Acetylsulfamethoxazole","itn_kps",1115924.68959858,"kasane wwtp (main) surface water"
"N4-Acetylsulfamethoxazole","itn_kps",1212054.49923985,"glen valley (reclamation) surface water"
"Nanafrocin","itn_kps",961541.677552168,"lecheng stream surface water"
"Nanafrocin","itn_kps",540166.335378331,"palapye wwtp surface water"
"Nanafrocin","itn_kps",2232386.35706288,"maun beach (after) surface water"
"Narasin","itn_kps",1786497.51453727,"glen valley (reclamation) surface water"
"Nocardamin","itn_kps",891046.38109006,"kasane (main) surface water"
"Panipenem","itn_kps",1431423.46021942,"glen valley (reclamation) surface water"
"Pentamidine","itn_kps",212051.032087628,"glen valley (recreational) surface water"
"Phenethicillin","itn_kps",1706375.37626528,"francistown wwtp surface water"
"Phenobarbital","itn_kps",12808043.4789274,"palapye wwtp (eff) waste water"
"Phenobarbital","itn_kps",7457433.55490135,"palapye wwtp surface water"
"Phenobarbital","itn_kps",3532018.33960094,"francistown wwtp surface water"
"Phenobarbital","itn_kps",5572967.8591781,"kasane wwtp (main) surface water"
"Phenobarbital","itn_kps",6093803.69521955,"glen valley (reclamation) surface water"
"Phenobarbital","itn_kps",13392857.4175408,"glen valley (recreational) surface water"
"Pipemidic acid","itn_kps",2159858.01441163,"francistown wwtp surface water"
"Piromidic acid","itn_kps",2905400.73317294,"palapye wwtp (eff) waste water"
"Piromidic acid","itn_kps",4339651.31470795,"palapye wwtp surface water"
"Prontoglucal","itn_kps",325379.842113231,"francistown wwtp surface water"
"Racemomycin B","itn_kps",1186530.06029517,"kasane wwtp (main) surface water"
"Racemomycin B","itn_kps",515876.295573492,"kasane (recreational) surface water"
"Racemomycin B","itn_kps",714651.922801348,"maun beach (before) surface water"
"Racemomycin B","itn_kps",1852731.16296839,"maun wwtp (main) waste water"
"Remikiren","itn_kps",7053964.501546,"palapye wwtp surface water"
"Remikiren","itn_kps",413596.131388457,"lotsane dam surface water"
"Remikiren","itn_kps",1317764.48882052,"maun beach (after) surface water"
"Ricolinostat","itn_kps",433243.844750833,"palapye wwtp (eff) waste water"
"Rufloxacin","itn_kps",2439199.67769756,"francistown wwtp surface water"
"Salazosulphadimidine","itn_kps",1206216.23300882,"palapye wwtp (eff) waste water"
"Salazosulphadimidine","itn_kps",1307547.49712209,"palapye wwtp surface water"
"Salinomycin","itn_kps",524673.225993859,"glen valley (reclamation) surface water"
"Salinomycin","itn_kps",1705842.4245095,"glen valley (recreational) surface water"
"Sordarin","itn_kps",260730.281097121,"lecheng stream surface water"
"Sordarin","itn_kps",1176737.227718,"glen valley (recreational) surface water"
"Sparfloxacin","itn_kps",6575579.3741181,"glen valley (recreational) surface water"
"Streptonigrin","itn_kps",614700.612276966,"palapye wwtp (eff) waste water"
"Streptonigrin","itn_kps",759039.398255563,"palapye wwtp surface water"
"Streptonigrin","itn_kps",518513.399787452,"glen valley (reclamation) surface water"
"Succinylsulfathiazole","itn_kps",132312.052295221,"lecheng stream surface water"
"Sulfacytine","itn_kps",247480.243806982,"lecheng spring surface water"
"Sulfacytine","itn_kps",3036753.74174098,"francistown wwtp surface water"
"Sulfacytine","itn_kps",791746.007180199,"kasane wwtp (overflow) surface water"
"Sulfacytine","itn_kps",2907262.40959164,"glen valley (reclamation) surface water"
"Sulfamethazine","itn_kps",1847476.93545596,"lecheng stream surface water"
"Sulfamethazine","itn_kps",1140315.91898081,"lecheng spring surface water"
"Sulfamethazine","itn_kps",1273253.13292925,"palapye wwtp (eff) waste water"
"Sulfamethazine","itn_kps",1274938.94167013,"palapye wwtp surface water"
"Sulfamethazine","itn_kps",1802785.72753726,"lotsane dam surface water"
"Sulfamethazine","itn_kps",913872.247728108,"francistown wwtp surface water"
"Sulfamethazine","itn_kps",1472944.17038921,"kasane wwtp (main) surface water"
"Sulfamethazine","itn_kps",1355335.9084903,"kasane wwtp (overflow) surface water"
"Sulfamethazine","itn_kps",1686393.96402854,"kasane (main) surface water"
"Sulfamethazine","itn_kps",2072186.73196582,"maun beach (after) surface water"
"Sulfamethazine","itn_kps",1421689.11768681,"maun wwtp (main) waste water"
"Sulfamethazine","itn_kps",1865502.35859314,"glen valley (reclamation) surface water"
"Sulfamethazine","itn_kps",1366791.97487698,"glen valley (recreational) surface water"
"Sulfamethoxazole","itn_kps",7201919.75879883,"palapye wwtp (eff) waste water"
"Sulfamethoxazole","itn_kps",9843943.30848761,"palapye wwtp surface water"
"Sulfamethoxazole","itn_kps",70021956.6721053,"francistown wwtp surface water"
"Sulfamethoxazole","itn_kps",17021514.9365149,"kasane wwtp (main) surface water"
"Sulfamethoxazole","itn_kps",532068.51491373,"maun wwtp (main) waste water"
"Sulfamethoxazole","itn_kps",51503580.1061453,"glen valley (reclamation) surface water"
"Sulfamethoxazole","itn_kps",1437068.65739986,"glen valley (recreational) surface water"
"Sulfamethoxypyridazine","itn_kps",431657.527138202,"palapye wwtp (eff) waste water"
"Sulfamethoxypyridazine","itn_kps",631304.481827181,"palapye wwtp surface water"
"Sulfamethoxypyridazine","itn_kps",750142.416651431,"kasane wwtp (main) surface water"
"Sulfanitran","itn_kps",781543.021389893,"palapye wwtp (eff) waste water"
"Sulfanitran","itn_kps",1103227.99354172,"glen valley (reclamation) surface water"
"Sulfapyridine","itn_kps",2331040.96501396,"francistown wwtp surface water"
"Sulfapyridine","itn_kps",2745747.51114697,"glen valley (reclamation) surface water"
"Thiabendazole","itn_kps",2658156.59799805,"palapye wwtp (eff) waste water"
"Thiabendazole","itn_kps",3571655.61648084,"palapye wwtp surface water"
"Thiabendazole","itn_kps",1874570.67995897,"kasane wwtp (main) surface water"
"Thiabendazole","itn_kps",700222.78134312,"kasane wwtp (overflow) surface water"
"Thiabendazole","itn_kps",687592.389267422,"kasane (recreational) surface water"
"Thiabendazole","itn_kps",1036121.40258021,"maun beach (after) surface water"
"Thiabendazole","itn_kps",2250400.4390108,"maun wwtp (main) waste water"
"Thiabendazole","itn_kps",1839029.28859396,"glen valley (reclamation) surface water"
"Thiabendazole","itn_kps",2546731.63995559,"glen valley (recreational) surface water"
"Thymol","itn_kps",1425928.54146473,"maun wwtp (main) waste water"
"Trimethoprim","itn_kps",14024919.1080988,"palapye wwtp (eff) waste water"
"Trimethoprim","itn_kps",19078016.6314973,"palapye wwtp surface water"
"Trimethoprim","itn_kps",38329642.7821408,"francistown wwtp surface water"
"Trimethoprim","itn_kps",2638805.87564662,"glen valley (reclamation) surface water"
"Trospectomycin","itn_kps",3022065.09455329,"francistown wwtp surface water"
"Trospectomycin","itn_kps",4064380.06509181,"maun wwtp (main) waste water"
"Trospectomycin","itn_kps",1815155.61632492,"glen valley (reclamation) surface water"
"Tubercidin","itn_kps",729640.811116047,"palapye wwtp (eff) waste water"
"Tubercidin","itn_kps",966945.022581031,"palapye wwtp surface water"
"Ubenimex","itn_kps",1241256.46721035,"palapye wwtp surface water"
"Ubenimex","itn_kps",1752234.5295906,"francistown wwtp surface water"
"Ubenimex","itn_kps",379087.335666547,"kasane wwtp (main) surface water"
"Ubenimex","itn_kps",6647622.48023938,"maun wwtp (main) waste water"
"Xibornol","itn_kps",2228732.73544214,"kasane wwtp (main) surface water"
"Xibornol","itn_kps",6718368.10755284,"maun wwtp (main) waste water"
"Xibornol","itn_kps",8520203.80115354,"glen valley (recreational) surface water"
"Xyloylsulfamine","itn_kps",443386.944281364,"glen valley (recreational) surface water"
