"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
2534,"Alverine","C20 H27 N",0.16,281.21439,282.22167,23.141,"olddry","kps_pharmaceuticals_oct22",7878074.98198176
2021,"Amiodarone","C25 H29 I2 N O3",0.6,645.02407,646.03134,21.242,"newdry","kps_pharmaceuticals_oct22",24981384.5821962
2021,"Amiodarone","C25 H29 I2 N O3",0.6,645.02407,646.03134,21.242,"olddry","kps_pharmaceuticals_oct22",19035956.085434
4814,"Amisulpride","C17 H27 N3 O4 S",0.01,369.17223,370.17951,1.268,"newdry","kps_pharmaceuticals_oct22",4589690.62075983
1544,"Amisulpride","C17 H27 N3 O4 S",-0.11,369.17219,370.17946,8.277,"olddry","kps_pharmaceuticals_oct22",21310171.2980656
148,"Amitriptyline","C20 H23 N",0.13,277.18309,278.19036,18.475,"newdry","kps_pharmaceuticals_oct22",16478623.4667034
148,"Amitriptyline","C20 H23 N",0.13,277.18309,278.19036,18.475,"olddry","kps_pharmaceuticals_oct22",241092999.517991
205,"Amorolfine","C21 H35 N O",0.6,317.27206,318.27933,19.36,"newdry","kps_pharmaceuticals_oct22",135640762.673464
150,"Amorolfine","C21 H35 N O",0.64,317.27207,318.27934,19.875,"olddry","kps_pharmaceuticals_oct22",24557376.951906
2344,"Amylocaine","C14 H21 N O2",-0.02,235.15723,236.1645,17.237,"newdry","kps_pharmaceuticals_oct22",7097687.691525
2344,"Amylocaine","C14 H21 N O2",-0.02,235.15723,236.1645,17.237,"olddry","kps_pharmaceuticals_oct22",14991732.3986195
118,"Antroquinonol","C24 H38 O4",0.03,390.27702,413.26624,24.711,"newdry","kps_pharmaceuticals_oct22",72600642.5397478
118,"Antroquinonol","C24 H38 O4",0.03,390.27702,413.26624,24.711,"olddry","kps_pharmaceuticals_oct22",77889307.3876719
3341,"Apigenin","C15 H10 O5",-0.01,270.05282,271.0601,13.351,"olddry","kps_pharmaceuticals_oct22",5802242.06906566
4215,"Apixaban","C25 H25 N5 O4",-0.02,459.19064,460.19792,14.967,"newdry","kps_pharmaceuticals_oct22",4459620.27969196
4215,"Apixaban","C25 H25 N5 O4",-0.02,459.19064,460.19792,14.967,"olddry","kps_pharmaceuticals_oct22",5700551.25463935
4234,"Atorvastatin","C33 H35 F N2 O5",0.07,558.25304,559.26032,18.665,"newdry","kps_pharmaceuticals_oct22",7640318.45809973
2649,"Bardoxolone methyl","C32 H43 N O4",-4.77,505.3168,506.32408,22.493,"olddry","kps_pharmaceuticals_oct22",5056457.38756328
371,"Bencyclane","C19 H31 N O",0.11,289.2406,290.24787,18.488,"newdry","kps_pharmaceuticals_oct22",23912241.50854
237,"Bencyclane","C19 H31 N O",0.18,289.24062,290.24789,16.595,"olddry","kps_pharmaceuticals_oct22",56786582.5278539
4709,"Benzenesulfinic acid","C6 H6 O2 S",0.36,142.0089,143.01618,22.98,"olddry","kps_pharmaceuticals_oct22",2690123.599893
1734,"Benzophenone","C13 H10 O",0.09,182.07318,183.08046,17.18,"newdry","kps_pharmaceuticals_oct22",9846171.09779999
1734,"Benzophenone","C13 H10 O",0.09,182.07318,183.08046,17.18,"olddry","kps_pharmaceuticals_oct22",30597086.0030367
3257,"Bevantolol","C20 H27 N O4",0.39,345.19414,346.20142,16.301,"olddry","kps_pharmaceuticals_oct22",10940304.6399319
570,"Bifonazole","C22 H18 N2",4.13,310.14828,311.15556,13.265,"newdry","kps_pharmaceuticals_oct22",35289175.9540543
567,"Bifonazole","C22 H18 N2",4.13,310.14828,311.15556,15.737,"olddry","kps_pharmaceuticals_oct22",77531981.6336464
5552,"Biotin","C10 H16 N2 O3 S",2.55,244.08879,245.09606,20.585,"olddry","kps_pharmaceuticals_oct22",954820.25224602
3099,"Bombykol","C16 H30 O",0.02,238.22967,239.23695,23.408,"olddry","kps_pharmaceuticals_oct22",8522768.39617971
2195,"Brivaracetam","C11 H20 N2 O2",-0.01,212.15248,213.15975,12.542,"olddry","kps_pharmaceuticals_oct22",9765371.14072968
124,"Buthionine Sulfoxime","C8 H18 N2 O3 S",2.8,222.10444,223.11171,18.618,"newdry","kps_pharmaceuticals_oct22",16554053.9040331
124,"Buthionine Sulfoxime","C8 H18 N2 O3 S",2.8,222.10444,223.11171,18.618,"olddry","kps_pharmaceuticals_oct22",7811597.59749868
1210,"Calcipotriene","C27 H40 O3",0.07,412.29777,413.30504,22.907,"newdry","kps_pharmaceuticals_oct22",14872400.3407494
1210,"Calcipotriene","C27 H40 O3",0.07,412.29777,413.30504,22.907,"olddry","kps_pharmaceuticals_oct22",29344397.2270762
2333,"Calcitriol","C27 H44 O3",0.07,416.32907,417.33635,22.021,"newdry","kps_pharmaceuticals_oct22",20644521.0590995
555,"Calcitriol","C27 H44 O3",0.09,416.32908,417.33636,24.854,"olddry","kps_pharmaceuticals_oct22",25842523.0309889
1744,"Calophyn","C20 H24 O4",0.67,328.16768,329.17496,16.202,"newdry","kps_pharmaceuticals_oct22",15237596.9110319
4734,"Calophyn","C20 H24 O4",0.82,328.16773,329.17501,21.749,"olddry","kps_pharmaceuticals_oct22",5365263.58770929
2759,"Canrenone","C22 H28 O3",0.31,340.20395,341.21123,17.664,"newdry","kps_pharmaceuticals_oct22",8951362.95494466
4981,"Carazolol","C18 H22 N2 O2",0.33,298.16823,299.1755,18.897,"newdry","kps_pharmaceuticals_oct22",4278795.33252496
2395,"Carbamazepine","C15 H12 N2 O",-0.01,236.09496,237.10224,14.847,"newdry","kps_pharmaceuticals_oct22",7940232.06919849
2395,"Carbamazepine","C15 H12 N2 O",-0.01,236.09496,237.10224,14.847,"olddry","kps_pharmaceuticals_oct22",15183092.8677045
4487,"Cediranib","C25 H27 F N4 O3",2.28,450.20774,451.21502,10.116,"newdry","kps_pharmaceuticals_oct22",6258422.69606192
2133,"Cetirizine","C21 H25 Cl N2 O3",0.22,388.15545,389.16273,16.162,"newdry","kps_pharmaceuticals_oct22",6891489.09946145
790,"Cetirizine","C21 H25 Cl N2 O3",0.15,388.15543,389.1627,17.623,"olddry","kps_pharmaceuticals_oct22",68774825.7951091
2455,"Chlorphenesin","C9 H11 Cl O3",-0.91,202.03949,203.04676,20.675,"newdry","kps_pharmaceuticals_oct22",17651042.3406569
2455,"Chlorphenesin","C9 H11 Cl O3",-0.91,202.03949,203.04676,20.675,"olddry","kps_pharmaceuticals_oct22",12668451.3918927
3841,"Cinnarizine","C26 H28 N2",0.03,368.22526,369.23254,19.483,"olddry","kps_pharmaceuticals_oct22",7051472.72237079
730,"Cisatracurium besylate","C18 H28 O2",0.16,276.20897,277.21625,21.327,"newdry","kps_pharmaceuticals_oct22",18142153.4109714
730,"Cisatracurium besylate","C18 H28 O2",0.16,276.20897,277.21625,21.327,"olddry","kps_pharmaceuticals_oct22",15614628.0890904
182,"Citalopram","C20 H21 F N2 O",0.72,324.16403,325.1713,13.162,"newdry","kps_pharmaceuticals_oct22",90923624.9114102
182,"Citalopram","C20 H21 F N2 O",0.72,324.16403,325.1713,13.162,"olddry","kps_pharmaceuticals_oct22",232009458.751922
2860,"Clobutinol","C14 H22 Cl N O",-0.07,255.13897,256.14625,19.716,"newdry","kps_pharmaceuticals_oct22",15574828.0171909
2860,"Clobutinol","C14 H22 Cl N O",-0.07,255.13897,256.14625,19.716,"olddry","kps_pharmaceuticals_oct22",10269363.5050353
3225,"Clozapine","C18 H19 Cl N4",-2.16,326.12912,327.1364,18.465,"newdry","kps_pharmaceuticals_oct22",12898355.0677993
1881,"Clozapine","C18 H19 Cl N4",0.67,326.13004,327.13732,16.878,"olddry","kps_pharmaceuticals_oct22",27690996.0288549
2446,"Colchicine","C22 H25 N O6",0.21,399.16827,400.17554,18.09,"olddry","kps_pharmaceuticals_oct22",19542010.5515232
1921,"Coumafuryl","C17 H14 O5",0.49,298.08427,299.09155,20.066,"newdry","kps_pharmaceuticals_oct22",14180942.7159484
1921,"Coumafuryl","C17 H14 O5",0.49,298.08427,299.09155,20.066,"olddry","kps_pharmaceuticals_oct22",5937639.07552173
332,"Curcumin","C21 H20 O6",0.06,368.12601,369.13329,18.54,"newdry","kps_pharmaceuticals_oct22",87585063.0968495
332,"Curcumin","C21 H20 O6",0.06,368.12601,369.13329,18.54,"olddry","kps_pharmaceuticals_oct22",77214814.4063983
235,"Cyclandelate","C17 H24 O3",0.04,276.17256,277.17982,18.11,"newdry","kps_pharmaceuticals_oct22",29749740.9328411
235,"Cyclandelate","C17 H24 O3",0.04,276.17256,277.17982,18.11,"olddry","kps_pharmaceuticals_oct22",46044473.7404646
204,"Cyclohexyl-norstatine","C13 H25 N O3",-0.19,243.1834,266.17262,17.047,"newdry","kps_pharmaceuticals_oct22",17479081.2140589
204,"Cyclohexyl-norstatine","C13 H25 N O3",-0.19,243.1834,266.17262,17.047,"olddry","kps_pharmaceuticals_oct22",38917220.5865123
3557,"Dabigatran etexilate","C34 H41 N7 O5",0.56,627.31727,628.32455,19.363,"newdry","kps_pharmaceuticals_oct22",6315945.05566699
3822,"Decamethylcyclopentasiloxane","C10 H30 O5 Si5",-0.07,370.09393,371.10121,23.041,"olddry","kps_pharmaceuticals_oct22",9532052.49088303
2799,"Deferasirox","C21 H15 N3 O4",0.07,373.10628,374.11356,18.929,"newdry","kps_pharmaceuticals_oct22",775715.536510262
2799,"Deferasirox","C21 H15 N3 O4",0.07,373.10628,374.11356,18.929,"olddry","kps_pharmaceuticals_oct22",6494450.69844473
3432,"Desmethyl tocotrienol","C26 H38 O2",0.12,382.28723,383.2945,22.409,"olddry","kps_pharmaceuticals_oct22",11505044.6801617
1027,"Desogestrel","C22 H30 O",0.38,310.22978,311.23706,21.289,"newdry","kps_pharmaceuticals_oct22",53425558.8319214
2800,"Dexbrompheniramine","C16 H19 Br N2",-4.67,318.07167,319.07895,18.956,"olddry","kps_pharmaceuticals_oct22",6258464.10074557
871,"Diampromide","C21 H28 N2 O",0.64,324.22037,325.22765,13.134,"olddry","kps_pharmaceuticals_oct22",45675158.9972166
1584,"Dienogest","C20 H25 N O2",0.4,311.18865,312.19593,11.034,"olddry","kps_pharmaceuticals_oct22",21877057.9956343
1577,"Digitoxigenin","C23 H34 O4",0.11,374.24575,375.25303,18.185,"newdry","kps_pharmaceuticals_oct22",24325590.3650016
2768,"Dipyridamole","C24 H40 N8 O4",-0.06,504.31722,505.3245,18.672,"newdry","kps_pharmaceuticals_oct22",1936384.62825063
2093,"Dolutegravir","C20 H19 F2 N3 O5",0.14,419.12934,420.13661,15.951,"newdry","kps_pharmaceuticals_oct22",21497273.1402198
2093,"Dolutegravir","C20 H19 F2 N3 O5",0.14,419.12934,420.13661,15.951,"olddry","kps_pharmaceuticals_oct22",22109475.9183986
3520,"Doxercalciferol","C28 H44 O2",-0.98,412.33373,413.341,23.287,"newdry","kps_pharmaceuticals_oct22",2917141.00233099
3128,"Drospirenone","C24 H30 O3",0.04,366.21951,367.22679,17.88,"newdry","kps_pharmaceuticals_oct22",4743514.54993891
3128,"Drospirenone","C24 H30 O3",0.04,366.21951,367.22679,17.88,"olddry","kps_pharmaceuticals_oct22",12133434.1444142
64,"Drotaverine","C24 H31 N O4",-0.06,397.22529,398.23256,21.794,"newdry","kps_pharmaceuticals_oct22",326814954.831347
64,"Drotaverine","C24 H31 N O4",-0.06,397.22529,398.23256,21.794,"olddry","kps_pharmaceuticals_oct22",591350461.112129
770,"Efinaconazole","C18 H22 F2 N4 O",-0.32,348.17606,349.18333,1.334,"newdry","kps_pharmaceuticals_oct22",71185241.3375053
9,"Eicosapentaenoic acid ethyl ester","C22 H34 O2",0.21,330.25595,348.28977,19.007,"newdry","kps_pharmaceuticals_oct22",1936137541.48561
9,"Eicosapentaenoic acid ethyl ester","C22 H34 O2",0.21,330.25595,348.28977,19.007,"olddry","kps_pharmaceuticals_oct22",834348492.153872
1219,"Elacytarabine","C27 H45 N3 O6",3.16,507.33244,508.33972,23.038,"newdry","kps_pharmaceuticals_oct22",33403809.8115455
1219,"Elacytarabine","C27 H45 N3 O6",3.16,507.33244,508.33972,23.038,"olddry","kps_pharmaceuticals_oct22",19746701.8684774
5,"Elaidoylamide","C18 H35 N O",-0.17,281.27182,282.27908,23.364,"newdry","kps_pharmaceuticals_oct22",4031630883.50086
5,"Elaidoylamide","C18 H35 N O",-0.17,281.27182,282.27908,23.364,"olddry","kps_pharmaceuticals_oct22",4405980833.4941
2984,"Ellagic acid","C14 H6 O8",0.51,302.00642,303.0137,13.075,"newdry","kps_pharmaceuticals_oct22",14501164.8290154
2984,"Ellagic acid","C14 H6 O8",0.51,302.00642,303.0137,13.075,"olddry","kps_pharmaceuticals_oct22",7397566.17109319
3279,"Elvitegravir","C23 H23 Cl F N O5",0.09,447.12492,448.1322,19.812,"newdry","kps_pharmaceuticals_oct22",11317073.8038729
3279,"Elvitegravir","C23 H23 Cl F N O5",0.09,447.12492,448.1322,19.812,"olddry","kps_pharmaceuticals_oct22",2239213.85371258
1154,"Enalapril acid","C18 H24 N2 O5",4.19,348.16998,349.17726,19.391,"newdry","kps_pharmaceuticals_oct22",24865361.4143418
1154,"Enalapril acid","C18 H24 N2 O5",4.19,348.16998,349.17726,19.391,"olddry","kps_pharmaceuticals_oct22",35604943.2574659
3523,"Enzacamene","C18 H22 O",0.06,254.16708,255.17436,20.556,"newdry","kps_pharmaceuticals_oct22",2305143.92836507
3523,"Enzacamene","C18 H22 O",0.06,254.16708,255.17436,20.556,"olddry","kps_pharmaceuticals_oct22",3447858.77476155
47,"Eplerenone","C24 H30 O6",-0.24,414.20414,415.21151,18.729,"newdry","kps_pharmaceuticals_oct22",199256579.754733
47,"Eplerenone","C24 H30 O6",-0.24,414.20414,415.21151,18.729,"olddry","kps_pharmaceuticals_oct22",179625874.334162
3103,"Estradiol","C20 H26 O3",0.69,314.18841,315.19569,20.481,"newdry","kps_pharmaceuticals_oct22",5436738.0054582
2117,"Estradiol","C20 H26 O3",0.23,314.18827,315.19554,20.642,"olddry","kps_pharmaceuticals_oct22",6057063.74321835
17,"Ethylenediaminetetraacetic acid (EDTA)","C10 H16 N2 O8",-0.44,292.09054,293.09782,1.544,"newdry","kps_pharmaceuticals_oct22",44370622.8462764
17,"Ethylenediaminetetraacetic acid (EDTA)","C10 H16 N2 O8",-0.44,292.09054,293.09782,1.544,"olddry","kps_pharmaceuticals_oct22",37698316.3607645
334,"Ethylphosphate","C2 H7 O4 P",1.19,126.00834,127.01562,5.659,"newdry","kps_pharmaceuticals_oct22",47898220.4962953
334,"Ethylphosphate","C2 H7 O4 P",1.19,126.00834,127.01562,5.659,"olddry","kps_pharmaceuticals_oct22",96519710.7110941
241,"Etomidate","C14 H16 N2 O2",-0.07,244.12116,245.12844,16.006,"olddry","kps_pharmaceuticals_oct22",184053662.425792
2570,"Eugenol","C10 H12 O2",0.12,164.08375,165.09103,22.402,"newdry","kps_pharmaceuticals_oct22",8937706.2750981
519,"Fenpropidin","C19 H31 N",0.06,273.24566,274.25294,21.085,"newdry","kps_pharmaceuticals_oct22",6388971.19624985
519,"Fenpropidin","C19 H31 N",0.06,273.24566,274.25294,21.085,"olddry","kps_pharmaceuticals_oct22",5140055.97354788
250,"Fexofenadine","C32 H39 N O4",-0.1,501.28786,502.29514,15.413,"newdry","kps_pharmaceuticals_oct22",55476277.7649545
81,"Fexofenadine","C32 H39 N O4",-0.08,501.28787,502.29515,17.461,"olddry","kps_pharmaceuticals_oct22",503013376.187834
1368,"Fluoxetine","C17 H18 F3 N O",0.38,309.13417,310.14144,18.488,"newdry","kps_pharmaceuticals_oct22",1140898.2597485
1368,"Fluoxetine","C17 H18 F3 N O",0.38,309.13417,310.14144,18.488,"olddry","kps_pharmaceuticals_oct22",25208020.1067214
568,"Gabapentin","C9 H17 N O2",0.06,171.12594,172.13323,22.378,"olddry","kps_pharmaceuticals_oct22",4977627.57676531
147,"Gamolenic acid","C18 H30 O2",0.21,278.22464,279.23191,21.406,"newdry","kps_pharmaceuticals_oct22",31021662.4650552
147,"Gamolenic acid","C18 H30 O2",0.21,278.22464,279.23191,21.406,"olddry","kps_pharmaceuticals_oct22",25457885.300273
1506,"Glycyrrhetinic acid","C30 H46 O4",-0.8,470.33923,471.34651,22.486,"newdry","kps_pharmaceuticals_oct22",22766965.7903027
1415,"Hydroxychloroquine, (R)-","C18 H26 Cl N3 O",0.65,335.17666,336.18393,18.644,"newdry","kps_pharmaceuticals_oct22",38409615.8633332
278,"Hydroxychloroquine, (R)-","C18 H26 Cl N3 O",0.64,335.17666,336.18393,16.772,"olddry","kps_pharmaceuticals_oct22",112334504.793489
1695,"Hydroxyprogesterone caproate","C27 H40 O4",-0.06,428.29264,429.29991,21.591,"newdry","kps_pharmaceuticals_oct22",31260451.3728907
1838,"Inavir","C21 H36 N4 O8",-2.91,472.25194,495.24117,10.654,"newdry","kps_pharmaceuticals_oct22",25546361.019247
4361,"Indacaterol","C24 H28 N2 O3",0.08,392.21002,393.2173,21.185,"olddry","kps_pharmaceuticals_oct22",6641682.63618257
2541,"Indobufen","C18 H17 N O3",0.47,295.12098,296.12826,21.794,"newdry","kps_pharmaceuticals_oct22",10366798.0885016
2541,"Indobufen","C18 H17 N O3",0.47,295.12098,296.12826,21.794,"olddry","kps_pharmaceuticals_oct22",18504452.121379
1311,"Indole","C8 H7 N",0.95,117.05796,118.06524,10.979,"newdry","kps_pharmaceuticals_oct22",17107932.741856
3890,"Isopropamide","C23 H33 N2 O",-3.53,353.25804,354.26532,22.718,"newdry","kps_pharmaceuticals_oct22",9085692.89055464
3890,"Isopropamide","C23 H33 N2 O",-3.53,353.25804,354.26532,22.718,"olddry","kps_pharmaceuticals_oct22",5739872.27713341
26,"Isopropyl dihydrogen phosphate","C3 H9 O4 P",0.79,140.02396,141.03124,5.661,"newdry","kps_pharmaceuticals_oct22",379982322.495968
26,"Isopropyl dihydrogen phosphate","C3 H9 O4 P",0.79,140.02396,141.03124,5.661,"olddry","kps_pharmaceuticals_oct22",758404972.976781
809,"Isopropyl tetradecanoate","C17 H34 O2",-0.27,270.25581,271.26308,0.814,"newdry","kps_pharmaceuticals_oct22",4658666.73067309
894,"Isoquinoline","C9 H7 N",0.55,129.05792,130.0652,11.669,"newdry","kps_pharmaceuticals_oct22",17467613.2331512
1757,"Kaempferol","C15 H10 O6",0.21,286.0478,287.05507,15.285,"olddry","kps_pharmaceuticals_oct22",10025683.2034098
3745,"Lafutidine","C22 H29 N3 O4 S",-3.52,431.18636,432.19364,22.834,"newdry","kps_pharmaceuticals_oct22",8502025.48946266
3745,"Lafutidine","C22 H29 N3 O4 S",-3.52,431.18636,432.19364,22.834,"olddry","kps_pharmaceuticals_oct22",9911366.36260995
277,"Lansoprazole","C16 H14 F3 N3 O2 S",0.06,369.07591,370.08318,12.249,"newdry","kps_pharmaceuticals_oct22",87617224.5532537
277,"Lansoprazole","C16 H14 F3 N3 O2 S",0.06,369.07591,370.08318,12.249,"olddry","kps_pharmaceuticals_oct22",42466507.5322217
1607,"Lifibrol","C21 H26 O4",0.23,342.18319,365.17237,17.103,"newdry","kps_pharmaceuticals_oct22",13133826.5430331
586,"Linoleic acid","C18 H32 O2",0.15,280.24027,281.24755,22.131,"newdry","kps_pharmaceuticals_oct22",25716355.2004265
586,"Linoleic acid","C18 H32 O2",0.15,280.24027,281.24755,22.131,"olddry","kps_pharmaceuticals_oct22",16769758.8032347
2620,"Loperamide","C29 H33 Cl N2 O2",-0.03,476.22304,477.23032,18.858,"olddry","kps_pharmaceuticals_oct22",17823466.9665627
2443,"Loratadine","C22 H23 Cl N2 O2",0.04,382.14482,383.1521,19.031,"newdry","kps_pharmaceuticals_oct22",3579286.80386091
2443,"Loratadine","C22 H23 Cl N2 O2",0.04,382.14482,383.1521,19.031,"olddry","kps_pharmaceuticals_oct22",8469568.3758
114,"MEGESTROL","C22 H30 O3",0.31,342.2196,343.22688,18.739,"newdry","kps_pharmaceuticals_oct22",37359911.494616
114,"MEGESTROL","C22 H30 O3",0.31,342.2196,343.22688,18.739,"olddry","kps_pharmaceuticals_oct22",20244568.3528093
2404,"Manidipine","C35 H38 N4 O6",0.47,610.27942,611.2867,23.219,"newdry","kps_pharmaceuticals_oct22",16752667.4682949
2404,"Manidipine","C35 H38 N4 O6",0.47,610.27942,611.2867,23.219,"olddry","kps_pharmaceuticals_oct22",15812140.5689253
2512,"Masoprocol","C18 H22 O4",0.25,302.15189,303.15916,16.696,"olddry","kps_pharmaceuticals_oct22",14475027.1975732
2309,"Medrogestone","C23 H32 O2",0.36,340.24035,341.24763,19.879,"olddry","kps_pharmaceuticals_oct22",1917970.26083056
4949,"Mepiprazole","C16 H21 Cl N4",3.08,304.14641,305.15369,21.106,"olddry","kps_pharmaceuticals_oct22",3645960.2247501
826,"Methylprednisolone","C22 H30 O5",2.59,374.21029,375.21757,19.341,"newdry","kps_pharmaceuticals_oct22",66048951.0901373
1616,"Methylprednisolone","C22 H30 O5",2.79,374.21037,375.21764,20.278,"olddry","kps_pharmaceuticals_oct22",16597703.3180281
2450,"N-Palmitoylglycine","C18 H35 N O3",0.31,313.26179,314.26907,21.838,"newdry","kps_pharmaceuticals_oct22",19487327.1472205
565,"NORBIOTIN","C9 H14 N2 O3 S",2.85,230.07317,231.08044,19.272,"newdry","kps_pharmaceuticals_oct22",5718828.13019492
565,"NORBIOTIN","C9 H14 N2 O3 S",2.85,230.07317,231.08044,19.272,"olddry","kps_pharmaceuticals_oct22",42528741.7375096
533,"Naronapride","C27 H41 Cl N4 O5",1.65,536.27743,537.28471,22.695,"newdry","kps_pharmaceuticals_oct22",15937874.5090989
533,"Naronapride","C27 H41 Cl N4 O5",1.65,536.27743,537.28471,22.695,"olddry","kps_pharmaceuticals_oct22",18060923.8217814
2156,"Nicaraven","C15 H16 N4 O2",-4.52,284.12604,285.13332,22.672,"newdry","kps_pharmaceuticals_oct22",4061794.31166622
2156,"Nicaraven","C15 H16 N4 O2",-4.52,284.12604,285.13332,22.672,"olddry","kps_pharmaceuticals_oct22",5853260.53620606
4032,"Norgestimate","C23 H31 N O3",0.08,369.23042,370.2377,22.513,"newdry","kps_pharmaceuticals_oct22",5015024.3560394
4032,"Norgestimate","C23 H31 N O3",0.08,369.23042,370.2377,22.513,"olddry","kps_pharmaceuticals_oct22",8576753.69435942
166,"Oleic acid","C18 H34 O2",0.03,282.25589,283.26316,22.318,"newdry","kps_pharmaceuticals_oct22",62365316.4916533
166,"Oleic acid","C18 H34 O2",0.03,282.25589,283.26316,22.318,"olddry","kps_pharmaceuticals_oct22",98545489.7947419
1964,"Oxyphencyclimine","C20 H28 N2 O3",0.38,344.21012,345.2174,12.543,"olddry","kps_pharmaceuticals_oct22",22652697.9321212
101,"Palmitoylethanolamide","C18 H37 N O2",1.26,299.28281,300.29008,21.008,"newdry","kps_pharmaceuticals_oct22",117642027.475766
101,"Palmitoylethanolamide","C18 H37 N O2",1.26,299.28281,300.29008,21.008,"olddry","kps_pharmaceuticals_oct22",31094438.1479437
2862,"Perifosine","C25 H53 N O4 P",-0.48,462.371,463.37828,24.102,"olddry","kps_pharmaceuticals_oct22",7868174.12518363
4128,"Perospirone","C23 H30 N4 O2 S",2.73,426.21011,449.19931,11.392,"newdry","kps_pharmaceuticals_oct22",6150229.60481087
2557,"Phenazone","C11 H12 N2 O",0.05,188.09497,189.10225,14.679,"newdry","kps_pharmaceuticals_oct22",6342355.53475965
2557,"Phenazone","C11 H12 N2 O",0.05,188.09497,189.10225,14.679,"olddry","kps_pharmaceuticals_oct22",4836121.45498025
4020,"Phosphorylcholine","C5 H15 N O4 P",-1.6,184.07358,185.08085,16.925,"olddry","kps_pharmaceuticals_oct22",5632723.03106865
2184,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,24.71,"newdry","kps_pharmaceuticals_oct22",4384627.97746075
2184,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,24.71,"olddry","kps_pharmaceuticals_oct22",5017202.17945277
