"peak_number","name","formula","calc_mw","m_z","rt_min","sample_location"
3724,"(+/-)5(6)-EET Ethanolamide","C22 H37 N O3",363.27737,364.28465,15.022,"thailand_sample_8"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S",424.12627,425.13354,19.506,"crh_fst1"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S",424.12627,425.13354,19.506,"crh_fst5"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S",424.12627,425.13354,19.506,"crh_inlet"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S",424.12627,425.13354,19.506,"landfill_eg_y104"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S",424.12627,425.13354,19.506,"lysimeter_control_eg_171221"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S",424.12627,425.13354,19.506,"lysimeter_eg3_104_140622"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S",424.12627,425.13354,19.506,"lysimeter_eg3_104_250122_20221003231510"
4174,"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C23 H21 F N2 O3 S",424.12627,425.13354,19.506,"lysimeter_op3_104_140622"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"crh_fst1"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"crh_fst2"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"crh_fst3"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"crh_fst4"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"crh_fst5"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"crh_inlet"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"landfill_eg_0_3y"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"landfill_eg_3_10y"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"landfill_eg_y104"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"landfill_op_y104"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_control_eg_140622"
1493,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17018,419.17746,20.938,"lysimeter_control_eg_171221"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_control_eg_250122"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_control_op_140622"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_control_op_171221"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_control_op_260122"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_eg104_140622"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_eg3_104_140622"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_eg3_104_250122"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_eg3_104_250122_20221003231510"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_eg_03y_171221"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_eg_03y_250122"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_eg_0_3y_14062022"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_eg_104_171221"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_eg_3_10y_171221"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_op0_34_140622"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_op3_104_140622"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_op_0_3y_171221"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_op_0_3y_250122"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_op_10y_140622"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_op_10y_171222"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_op_3_10y_171221"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_op_3_10y_250122"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"lysimeter_op_7104_250122"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"thailand_sample_1"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"thailand_sample_2"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"thailand_sample_3"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"thailand_sample_5"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"thailand_sample_6"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"thailand_sample_7"
727,"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","C25 H23 F N2 O3",418.17028,419.17756,20.199,"thailand_sample_8"
2798,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06336,164.07063,2.478,"landfill_eg_0_3y"
2798,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06336,164.07063,2.478,"landfill_eg_3_10y"
3824,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06337,164.07064,2.138,"landfill_op_y104"
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06334,164.07061,1.306,"lysimeter_control_eg_140622"
3708,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06336,164.07064,3.363,"lysimeter_control_eg_171221"
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06334,164.07061,1.306,"lysimeter_control_op_171221"
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06334,164.07061,1.306,"lysimeter_control_op_260122"
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06334,164.07061,1.306,"lysimeter_op0_34_140622"
3008,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06334,164.07061,1.306,"lysimeter_op_10y_171222"
2500,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06335,164.07063,8.846,"thailand_sample_7"
2500,"(2-Nitro-1-propenyl)benzene","C9 H9 N O2",163.06335,164.07063,8.846,"thailand_sample_8"
5710,"(2E)-5-hydroxy-N-[3-(5-{3-[(2E)-5-hydroxy-3-methylpent-2-enamido]propyl}-3,6-dioxopiperazin-2-yl)propyl]-3-methylpent-2-enamide","C22 H36 N4 O6",452.26346,475.25266,8.771,"lysimeter_op_0_3y_171221"
5513,"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","C13 H14 O4",234.0892,235.09661,14.597,"landfill_eg_0_3y"
5513,"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","C13 H14 O4",234.0892,235.09661,14.597,"landfill_op_y104"
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",222.11046,245.09968,7.092,"lysimeter_control_eg_140622"
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",222.11046,245.09968,7.092,"lysimeter_control_op_260122"
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",222.11046,245.09968,7.092,"lysimeter_eg104_140622"
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",222.11046,245.09968,7.092,"lysimeter_eg3_104_140622"
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",222.11046,245.09968,7.092,"lysimeter_op0_34_140622"
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",222.11046,245.09968,7.092,"lysimeter_op3_104_140622"
3578,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",222.11046,245.09968,7.092,"lysimeter_op_0_3y_250122"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"crh_fst1"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"crh_fst2"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"crh_fst3"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"crh_fst4"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"crh_fst5"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"crh_inlet"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"landfill_eg_0_3y"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"landfill_eg_y104"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"landfill_op_y104"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"lysimeter_control_eg_171221"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"lysimeter_control_eg_250122"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_control_op_140622"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_control_op_171221"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_control_op_260122"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_eg104_140622"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_eg3_104_140622"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_eg3_104_250122_20221003231510"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"lysimeter_eg_03y_250122"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"lysimeter_eg_0_3y_14062022"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_eg_3_10y_171221"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_op3_104_140622"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_op_10y_140622"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_op_10y_171222"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_op_3_10y_171221"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_op_3_10y_250122"
4335,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15193,255.15921,16.597,"lysimeter_op_7104_250122"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"thailand_sample_1"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"thailand_sample_2"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"thailand_sample_3"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"thailand_sample_4"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"thailand_sample_5"
6078,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","C14 H22 O4",254.15194,255.15923,15.65,"thailand_sample_6"
5714,"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","C14 H14 O4",246.08932,247.09659,12.927,"lysimeter_op0_34_140622"
3128,"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","C20 H38 O12",470.23643,493.22568,10.991,"lysimeter_eg_03y_171221"
4579,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",282.18327,283.19055,16.181,"lysimeter_control_eg_171221"
4579,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",282.18327,283.19055,16.181,"lysimeter_control_op_171221"
7991,"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","C16 H26 O4",282.18323,283.1905,15.773,"lysimeter_op0_34_140622"
