"name","sample_location","mass_list_name","mean_area"
"(+/-)-3,4-(Methylenedioxy)amphetamine","lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",855796.474637459
"(+/-)-3,4-(Methylenedioxy)amphetamine","lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",1344194.69647883
"(+/-)-3,4-(Methylenedioxy)amphetamine","lysimeter_op_10y_171222","kps_psychoactive_substances_v2",299439.922591046
"(+/-)-3,4-(Methylenedioxy)amphetamine","thailand_sample_7","kps_psychoactive_substances_v2",18102333.3079857
"(+/-)-3,4-(Methylenedioxy)amphetamine","thailand_sample_8","kps_psychoactive_substances_v2",17183059.073914
"(+/-)5(6)-EET Ethanolamide","landfill_eg_3_10y","mz_cloud",7211594.27219315
"(+/-)5(6)-EET Ethanolamide","lysimeter_control_eg_171221","mz_cloud",224849.702561802
"(+/-)5(6)-EET Ethanolamide","lysimeter_eg_03y_171221","mz_cloud",416487.681236222
"(+/-)5(6)-EET Ethanolamide","thailand_sample_7","mz_cloud",1571059.36150085
"(+/-)5(6)-EET Ethanolamide","thailand_sample_8","mz_cloud",1520943.58205034
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","crh_fst1","mz_cloud",1198263.90945578
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","crh_fst5","mz_cloud",1071421.91247657
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","crh_inlet","mz_cloud",1306097.6653337
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","landfill_eg_y104","mz_cloud",822884.506617758
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_control_eg_171221","mz_cloud",890502.773767772
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg3_104_140622","mz_cloud",1072660.58853258
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg3_104_250122_20221003231510","mz_cloud",1080286.68361994
"(1R,9R)-3-(2-Fluorophenyl)-11-(phenylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_op3_104_140622","mz_cloud",1143971.89546093
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","crh_fst1","mz_cloud",6564240.84509841
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","crh_fst2","mz_cloud",7314359.28534978
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","crh_fst3","mz_cloud",8212368.25926525
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","crh_fst4","mz_cloud",7281302.37821766
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","crh_fst5","mz_cloud",7446223.10775904
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","crh_inlet","mz_cloud",8856830.50461465
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","landfill_eg_0_3y","mz_cloud",5452450.03292151
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","landfill_eg_3_10y","mz_cloud",5105734.38212597
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","landfill_eg_y104","mz_cloud",6648432.31249644
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","landfill_op_y104","mz_cloud",5464844.13614641
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_control_eg_140622","mz_cloud",6780237.63527777
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_control_eg_171221","mz_cloud",2729710.12498593
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_control_eg_250122","mz_cloud",6246425.12722442
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_control_op_140622","mz_cloud",6746695.27431181
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_control_op_171221","mz_cloud",6397272.19560187
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_control_op_260122","mz_cloud",6469499.80520564
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg104_140622","mz_cloud",6983076.40089912
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg3_104_140622","mz_cloud",6517161.77482739
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg3_104_250122","mz_cloud",8085942.92502565
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg3_104_250122_20221003231510","mz_cloud",6566168.6372909
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg_03y_171221","mz_cloud",7535425.88263462
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg_03y_250122","mz_cloud",6719297.12021893
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg_0_3y_14062022","mz_cloud",7254851.37485839
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg_104_171221","mz_cloud",6509802.19840423
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_eg_3_10y_171221","mz_cloud",5856363.1195581
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_op0_34_140622","mz_cloud",6189915.67194859
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_op3_104_140622","mz_cloud",6868276.10363282
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_op_0_3y_171221","mz_cloud",6340976.66076406
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_op_0_3y_250122","mz_cloud",6219901.00902228
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_op_10y_140622","mz_cloud",7621874.88077259
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_op_10y_171222","mz_cloud",6157762.51718305
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_op_3_10y_171221","mz_cloud",6946030.63486055
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_op_3_10y_250122","mz_cloud",6605736.53326411
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","lysimeter_op_7104_250122","mz_cloud",6714863.80786084
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","thailand_sample_1","mz_cloud",5799058.67522232
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","thailand_sample_2","mz_cloud",5878042.31803888
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","thailand_sample_3","mz_cloud",5317265.76592556
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","thailand_sample_5","mz_cloud",6911030.38954166
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","thailand_sample_6","mz_cloud",6027914.65007053
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","thailand_sample_7","mz_cloud",5527322.57428903
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","thailand_sample_8","mz_cloud",6358334.03498438
"(2-Nitro-1-propenyl)benzene","landfill_eg_0_3y","kps_psychoactive_substances_v2",1256059.2792905
"(2-Nitro-1-propenyl)benzene","landfill_eg_3_10y","kps_psychoactive_substances_v2",2238273.50772596
"(2-Nitro-1-propenyl)benzene","landfill_op_y104","kps_psychoactive_substances_v2",899790.656607016
"(2-Nitro-1-propenyl)benzene","lysimeter_control_eg_140622","kps_psychoactive_substances_v2",132055.455129473
"(2-Nitro-1-propenyl)benzene","lysimeter_control_eg_171221","kps_psychoactive_substances_v2",1562977.62234517
"(2-Nitro-1-propenyl)benzene","lysimeter_control_op_171221","kps_psychoactive_substances_v2",821967.909737436
"(2-Nitro-1-propenyl)benzene","lysimeter_control_op_260122","kps_psychoactive_substances_v2",389061.892694958
"(2-Nitro-1-propenyl)benzene","lysimeter_op0_34_140622","kps_psychoactive_substances_v2",129816.935544188
"(2-Nitro-1-propenyl)benzene","lysimeter_op_10y_171222","kps_psychoactive_substances_v2",356391.903148305
"(2-Nitro-1-propenyl)benzene","thailand_sample_7","kps_psychoactive_substances_v2",2531123.63864458
"(2-Nitro-1-propenyl)benzene","thailand_sample_8","kps_psychoactive_substances_v2",2343138.99991669
"(2E)-5-hydroxy-N-[3-(5-{3-[(2E)-5-hydroxy-3-methylpent-2-enamido]propyl}-3,6-dioxopiperazin-2-yl)propyl]-3-methylpent-2-enamide","lysimeter_op_0_3y_171221","mz_cloud",807676.082360906
"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","landfill_eg_0_3y","mz_cloud",866272.995929436
"(2R)-5-Methoxy-2-methyl-2,3,8,9-tetrahydro-4H-furo[2,3-H]chromen-4-one","landfill_op_y104","mz_cloud",515399.578187633
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","lysimeter_control_eg_140622","mz_cloud",1237205.42192394
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","lysimeter_control_op_260122","mz_cloud",1479812.89995124
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","lysimeter_eg104_140622","mz_cloud",1235332.57500194
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","lysimeter_eg3_104_140622","mz_cloud",1327477.34801049
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","lysimeter_op0_34_140622","mz_cloud",1655840.87721458
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","lysimeter_op3_104_140622","mz_cloud",1114340.53678943
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","lysimeter_op_0_3y_250122","mz_cloud",1501803.71464695
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","crh_fst1","mz_cloud",363126.549347652
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","crh_fst2","mz_cloud",252587.667464161
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","crh_fst3","mz_cloud",294178.235018783
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","crh_fst4","mz_cloud",309995.919505461
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","crh_fst5","mz_cloud",238975.167814281
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","crh_inlet","mz_cloud",350272.419515018
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","landfill_eg_0_3y","mz_cloud",1278236.53442056
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","landfill_eg_y104","mz_cloud",287923.001305472
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","landfill_op_y104","mz_cloud",553794.455371573
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_control_eg_171221","mz_cloud",297496.809555233
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_control_eg_250122","mz_cloud",117664.000530499
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_control_op_140622","mz_cloud",157644.887774559
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_control_op_171221","mz_cloud",225460.754374515
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_control_op_260122","mz_cloud",110963.373824355
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_eg104_140622","mz_cloud",168773.43728081
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_eg3_104_140622","mz_cloud",200288.956437568
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_eg3_104_250122_20221003231510","mz_cloud",138162.525830521
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_eg_03y_250122","mz_cloud",172488.045297035
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_eg_0_3y_14062022","mz_cloud",172877.642560802
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_eg_3_10y_171221","mz_cloud",205914.148552037
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_op3_104_140622","mz_cloud",240645.920465228
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_op_10y_140622","mz_cloud",278866.411611888
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_op_10y_171222","mz_cloud",291392.394341928
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_op_3_10y_171221","mz_cloud",191709.793482148
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_op_3_10y_250122","mz_cloud",102260.444789213
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","lysimeter_op_7104_250122","mz_cloud",151749.417056425
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","thailand_sample_1","mz_cloud",173598.347974007
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","thailand_sample_2","mz_cloud",323769.506895436
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","thailand_sample_3","mz_cloud",295697.243212918
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","thailand_sample_4","mz_cloud",122176.136866097
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","thailand_sample_5","mz_cloud",233439.297538728
"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one","thailand_sample_6","mz_cloud",120345.947780659
"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one","lysimeter_op0_34_140622","mz_cloud",583494.923552184
"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","lysimeter_eg_03y_171221","mz_cloud",1944553.79181546
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","lysimeter_control_eg_171221","mz_cloud",1177464.50538061
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","lysimeter_control_op_171221","mz_cloud",972102.55040315
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","lysimeter_op0_34_140622","mz_cloud",212055.831965909
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","lysimeter_op_0_3y_171221","mz_cloud",981854.403683246
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","lysimeter_op_3_10y_171221","mz_cloud",865956.010877663
"(3aS,10aR,10bR)-6,10a-Dimethyl-3-methylene-3,3a,4,5,7,8,10a,10b-octahydrofuro[3',2':6,7]cyclohepta[1,2-b]pyran-2,9-dione","thailand_sample_7","mz_cloud",3459379.76929405
"(3aS,10aR,10bR)-6,10a-Dimethyl-3-methylene-3,3a,4,5,7,8,10a,10b-octahydrofuro[3',2':6,7]cyclohepta[1,2-b]pyran-2,9-dione","thailand_sample_8","mz_cloud",3499788.15200734
"(4aS,9aR)-2-Benzoyl-7-[2-(1H-imidazol-4-yl)ethyl]decahydro-6H-pyrido[3,4-d]azepin-6-one","landfill_eg_3_10y","mz_cloud",23928389.0883907
"(4aS,9aR)-2-Benzoyl-7-[2-(1H-imidazol-4-yl)ethyl]decahydro-6H-pyrido[3,4-d]azepin-6-one","landfill_op_y104","mz_cloud",1390807.65622098
"(6E)-10-Heptyl-5,8,9-trihydroxy-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one","lysimeter_control_eg_171221","mz_cloud",19104477.9660008
"(6E)-10-Heptyl-5,8,9-trihydroxy-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one","lysimeter_control_op_171221","mz_cloud",16482960.7962042
"(6E)-10-Heptyl-5,8,9-trihydroxy-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one","lysimeter_control_op_260122","mz_cloud",963700.229520008
"(6E)-10-Heptyl-5,8,9-trihydroxy-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one","lysimeter_op0_34_140622","mz_cloud",2431689.68954515
"(6E)-10-Heptyl-5,8,9-trihydroxy-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one","lysimeter_op_3_10y_171221","mz_cloud",9860005.56878994
"(7R,8S)-7,8-Dihydroxy-3,7-dimethyl-6-oxo-7,8-dihydro-6H-isochromene-5-carbaldehyde","lysimeter_control_eg_171221","mz_cloud",300775.404819947
"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","landfill_eg_3_10y","mz_cloud",924351.934763191
"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","lysimeter_control_op_171221","mz_cloud",1476260.50046381
"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","lysimeter_op_0_3y_171221","mz_cloud",725306.35656904
"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","lysimeter_op_3_10y_171221","mz_cloud",1416281.73490668
"(S)-CPW 399","lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",196406.842845434
"(S)-CPW 399","thailand_sample_7","kps_pharmaceuticals_oct22",2381927.86217614
"(S)-Histidinol","landfill_eg_0_3y","kps_pharmaceuticals_oct22",30818696.4492669
"(S)-Histidinol","landfill_eg_3_10y","kps_pharmaceuticals_oct22",22016029.6188079
