"name","sample_location","mass_list_name","mean_area"
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc012","mz_cloud",1673874.40797325
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc013","mz_cloud",453718.404149856
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc014","mz_cloud",6662330.57260567
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc020","mz_cloud",4509737.96256554
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc023","mz_cloud",4324141.42591958
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc15","mz_cloud",1822666.26018587
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc16","mz_cloud",1328108.68755854
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc17","mz_cloud",254204.584211755
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","sc18","mz_cloud",864378.249184736
"(1R,9S)-11-(4-Fluorobenzoyl)-5-(4-methoxyphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one","solution","mz_cloud",134605.508900632
"(1S,2S,4aR,7R,8aR)-1-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-2,5,5,8a-tetramethyl-decahydronaphthalene-2,7-diol","sc008","mz_cloud",5086807.64598585
"(2-Nitro-1-propenyl)benzene","sc003","itn_cyp_metabolites",2783923.57763158
"(2-Nitro-1-propenyl)benzene","sc004","itn_cyp_metabolites",2757537.54296586
"(2-Nitro-1-propenyl)benzene","sc007","itn_cyp_metabolites",3951082.92068736
"(2-Nitro-1-propenyl)benzene","sc008","itn_cyp_metabolites",267748.835367732
"(2-Nitro-1-propenyl)benzene","sc009","itn_cyp_metabolites",8304677.0270453
"(2-Nitro-1-propenyl)benzene","sc020","itn_cyp_metabolites",1143057.87567194
"(2-Nitro-1-propenyl)benzene","sc15","itn_cyp_metabolites",442266.002039085
"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","sc003","mz_cloud",2362158.7749977
"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","sc004","mz_cloud",2883275.75256597
"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","sc007","mz_cloud",2739580.94883382
"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid","sc020","mz_cloud",955733.720059454
"(2E)-5-hydroxy-N-[3-(5-{3-[(2E)-5-hydroxy-3-methylpent-2-enamido]propyl}-3,6-dioxopiperazin-2-yl)propyl]-3-methylpent-2-enamide","sc020","mz_cloud",3436079.08790692
"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","sc003","mz_cloud",2393501.24585806
"(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide","sc004","mz_cloud",2688395.36488621
"(2R)-1-(5-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol","sc010","mz_cloud",1620118.77595377
"(2R)-1-(5-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol","sc014","mz_cloud",1394947.66514915
"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","sc003","mz_cloud",1240934.08213243
"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","sc004","mz_cloud",1353210.49330234
"(2R)-N-[(2S)-1-Amino-3-cyclohexyl-1-oxo-2-propanyl]-1-(cyclohexylcarbonyl)-2-piperazinecarboxamide","sc007","mz_cloud",3825410.78803066
"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","sc007","mz_cloud",2858198.58598738
"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol","sc013","mz_cloud",1521777.60069243
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","sc003","mz_cloud",3331427.2714223
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","sc004","mz_cloud",3828571.60838535
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","sc007","mz_cloud",5869215.08347464
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one","sc020","mz_cloud",2116112.21565238
"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","sc007","itn_kps",460778.59500333
"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","sc008","itn_kps",709350.502926754
"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one","sc023","itn_kps",1220801.44638632
"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","sc011","itn_cyp_metabolites",193656.901129519
"(3E)-3-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,3-dihydro-2H-indol-2-one_BTM03005","sc18","itn_cyp_metabolites",169463.245003979
"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","sc002","mz_cloud",377900.780724974
"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","sc003","mz_cloud",542833.949376336
"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","sc004","mz_cloud",1121572.43686713
"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","sc005","mz_cloud",365209.476238501
"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","sc007","mz_cloud",388990.398790724
"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","sc008","mz_cloud",297626.190297916
"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","sc009","mz_cloud",204733.181009621
"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","sc010","mz_cloud",225684.231432905
"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","sc020","mz_cloud",201101.426208778
"(4-Fluorophenyl){1-[(2-phenyl-1H-imidazol-4-yl)methyl]-4-piperidinyl}methanone","sc15","mz_cloud",324646.02162282
"(4aR,7aS)-6-Isobutyl-4-(4-pyridinylmethyl)hexahydropyrrolo[3,4-b][1,4]oxazin-3(2H)-one","sc008","mz_cloud",296548.717386366
"(4aS,9aR)-2-Benzoyl-7-[2-(1H-imidazol-4-yl)ethyl]decahydro-6H-pyrido[3,4-d]azepin-6-one","sc020","mz_cloud",9344709.8432532
"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","sc003","mz_cloud",1392133.17494754
"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","sc004","mz_cloud",2336959.34923944
"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","sc007","mz_cloud",9130518.60940353
"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","sc020","mz_cloud",669531.320953133
"(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl N-[1-(6-methyl-3-pyridyl)ethylidene]aminomethanehydrazonothioate","sc16","mz_cloud",434739.116981028
"(7E,13E)-11,12-Dihydroxy-3-isobutyl-4,5,8-trimethyl-3,3a,4,6a,9,10,11,12-octahydro-1H-cycloundeca[d]isoindole-1,15(2H)-dione","sc013","mz_cloud",742692.048363868
"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","qc15x","mz_cloud",1342057.29170636
"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","sc009","mz_cloud",11185218.487969
"(9aR,9bS)-9a-Hydroxy-6,9-dimethyl-3-methylene-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-2,7-dione","sc010","mz_cloud",291744.028614821
"(R)-Dipivefrine","sc011","kps_pharmaceuticals_oct22",144676.431591127
"(R)-Praziquantel","sc003","kps_pharmaceuticals_oct22",1531124.25133946
"(R)-Praziquantel","sc004","kps_pharmaceuticals_oct22",1849907.30045236
"(R)-Praziquantel","sc16","kps_pharmaceuticals_oct22",406487.593852829
"(S)-(-)-Cathinone","sc007","kps_psychoactive_substances_v2",2628955.3211631
"(S)-(-)-Cathinone","sc009","kps_psychoactive_substances_v2",2192107.95262337
"(S)-(-)-Cathinone","sc010","kps_psychoactive_substances_v2",607955.603411351
"(S)-(-)-Cathinone","sc15","kps_psychoactive_substances_v2",912709.768756695
"(S)-(-)-Cathinone","sc18","kps_psychoactive_substances_v2",710385.255721666
"(S)-(-)-Pindolol","qc15x","kps_pharmaceuticals_oct22",573204.710151288
"(S)-(-)-Pindolol","sc001","kps_pharmaceuticals_oct22",256143.655445271
"(S)-(-)-Pindolol","sc002","kps_pharmaceuticals_oct22",283535.775321322
"(S)-(-)-Pindolol","sc003","kps_pharmaceuticals_oct22",5437216.05690414
"(S)-(-)-Pindolol","sc004","kps_pharmaceuticals_oct22",7468252.80747757
"(S)-(-)-Pindolol","sc005","kps_pharmaceuticals_oct22",1086451.3794461
"(S)-(-)-Pindolol","sc007","kps_pharmaceuticals_oct22",1685561.08193056
"(S)-(-)-Pindolol","sc008","kps_pharmaceuticals_oct22",1329601.67543801
"(S)-(-)-Pindolol","sc009","kps_pharmaceuticals_oct22",6375046.56265175
"(S)-(-)-Pindolol","sc010","kps_pharmaceuticals_oct22",1890109.48299386
"(S)-(-)-Pindolol","sc011","kps_pharmaceuticals_oct22",1896162.64525497
"(S)-(-)-Pindolol","sc012","kps_pharmaceuticals_oct22",272483.540268837
"(S)-(-)-Pindolol","sc013","kps_pharmaceuticals_oct22",1740884.59985037
"(S)-(-)-Pindolol","sc014","kps_pharmaceuticals_oct22",4002354.41182235
"(S)-(-)-Pindolol","sc020","kps_pharmaceuticals_oct22",4784021.11389697
"(S)-(-)-Pindolol","sc023","kps_pharmaceuticals_oct22",7666668.08211282
"(S)-(-)-Pindolol","sc15","kps_pharmaceuticals_oct22",3404351.41362713
"(S)-(-)-Pindolol","sc16","kps_pharmaceuticals_oct22",1399271.94272051
"(S)-(-)-Pindolol","sc17","kps_pharmaceuticals_oct22",338151.650030554
"(S)-(-)-Pindolol","sc18","kps_pharmaceuticals_oct22",2124092.9329702
"(S)-Rolipram","sc014","kps_pharmaceuticals_oct22",2785666.185034
"(S)-Rolipram","sc023","kps_pharmaceuticals_oct22",2487542.97549102
"(S)-Rolipram","sc15","kps_pharmaceuticals_oct22",7184538.89989996
"(S)-Warfarin","sc005","kps_pharmaceuticals_oct22",853692.522055182
"(Z)-Hexadec-9-enoic acid","sc007","kps_pharmaceuticals_oct22",1423565.2356219
"(±)-Abscisic acid","sc001","mz_cloud",689493.715357017
"(±)-Abscisic acid","sc004","mz_cloud",875863.270139975
"(±)-Abscisic acid","sc007","mz_cloud",1794163.12195434
"(±)-Abscisic acid","sc008","mz_cloud",3630406.02800895
"(±)-Abscisic acid","sc010","mz_cloud",1332372.39765028
"(±)-Abscisic acid","sc011","mz_cloud",695332.548509516
"(±)-Abscisic acid","sc013","mz_cloud",1680513.36107246
"(±)-Abscisic acid","sc014","mz_cloud",2024721.86688038
"(±)-Abscisic acid","sc020","mz_cloud",1182190.63368051
"(±)-Abscisic acid","sc023","mz_cloud",9511399.559901
"(±)-Abscisic acid","sc15","mz_cloud",1117097.48159842
"(±)-Abscisic acid","sc16","mz_cloud",883197.905868539
"1,10-Phenanthroline","sc007","kps_pharmaceuticals_oct22",336708.810110292
"1,10-Phenanthroline","sc014","kps_pharmaceuticals_oct22",1637891.10817944
"1,10-Phenanthroline","sc15","kps_pharmaceuticals_oct22",700718.308721929
"1,10-Phenanthroline","sc16","kps_pharmaceuticals_oct22",219977.058062695
"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","sc003","mz_cloud",2070797.51829175
"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","sc004","mz_cloud",2811771.24685787
"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","sc014","mz_cloud",4594618.92990489
"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","sc023","mz_cloud",394775.87713078
"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","sc15","mz_cloud",2973028.50414808
"1,2,2,6,6-Pentamethyl-4-piperidyl methacrylate","sc16","mz_cloud",740267.31404113
"1,2,3,9-tetrahydro-4H-carbazol-4-one oxime","sc003","mz_cloud",3727821.30923651
"1,2,3,9-tetrahydro-4H-carbazol-4-one oxime","sc004","mz_cloud",4493737.05499169
"1,2,3,9-tetrahydro-4H-carbazol-4-one oxime","sc007","mz_cloud",8061909.49394955
"1,2,3,9-tetrahydro-4H-carbazol-4-one oxime","sc020","mz_cloud",2447409.34614418
"1,2,3,9-tetrahydro-4H-carbazol-4-one oxime","sc16","mz_cloud",1107160.09646561
"1,2-Benzodiazepine","sc007","kps_pharmaceuticals_oct22",9569260.25402835
"1,3,4,10-Tetrahydro-9(2H)-acridinone","sc007","mz_cloud",1344780.89260452
"1,3,8-trimethyl-5-morpholino-1,2,3,4,7,8-hexahydropyrido[2,3-d]pyrimidine-2,4,7-trione","sc004","mz_cloud",344411.16982882
"1,3,8-trimethyl-5-morpholino-1,2,3,4,7,8-hexahydropyrido[2,3-d]pyrimidine-2,4,7-trione","sc007","mz_cloud",732702.84811215
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","sc003","mz_cloud",1873848.42274849
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","sc004","mz_cloud",588387.809077563
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","sc008","mz_cloud",694751.874826781
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","sc014","mz_cloud",4036184.01515838
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","sc020","mz_cloud",1711929.80554322
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","sc023","mz_cloud",1689565.80751913
"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde","sc15","mz_cloud",4684301.33283476
"1,3-Dimethylbutylamine","sc001","kps_pharmaceuticals_oct22",377141.592953737
"1,3-Dimethylbutylamine","sc002","kps_pharmaceuticals_oct22",327845.631397625
"1,3-Dimethylbutylamine","sc003","kps_pharmaceuticals_oct22",1550100.57824554
"1,3-Dimethylbutylamine","sc004","kps_pharmaceuticals_oct22",1585432.62370165
"1,3-Dimethylbutylamine","sc005","kps_pharmaceuticals_oct22",812927.460347879
"1,3-Dimethylbutylamine","sc007","kps_pharmaceuticals_oct22",1911756.66375667
"1,3-Dimethylbutylamine","sc009","kps_pharmaceuticals_oct22",1774040.15874703
"1,3-Dimethylbutylamine","sc010","kps_pharmaceuticals_oct22",1271698.59429796
"1,3-Dimethylbutylamine","sc011","kps_pharmaceuticals_oct22",1704201.96169805
"1,3-Dimethylbutylamine","sc012","kps_pharmaceuticals_oct22",294569.60833981
"1,3-Dimethylbutylamine","sc013","kps_pharmaceuticals_oct22",2261832.85465541
"1,3-Dimethylbutylamine","sc020","kps_pharmaceuticals_oct22",3273781.00157009
"1,3-Dimethylbutylamine","sc17","kps_pharmaceuticals_oct22",330591.838769605
"1,3-Dimethylbutylamine","sc18","kps_pharmaceuticals_oct22",1590068.79445056
"1,3-Divinyl-2-imidazolidinone","sc002","mz_cloud",278114.367630237
"1,3-Divinyl-2-imidazolidinone","sc004","mz_cloud",1570763.97329795
"1,3-Divinyl-2-imidazolidinone","sc009","mz_cloud",1297991.19390529
"1,3-Divinyl-2-imidazolidinone","sc013","mz_cloud",1430669.61451043
"1,3-Divinyl-2-imidazolidinone","sc014","mz_cloud",1370274.01652883
"1,3-Divinyl-2-imidazolidinone","sc020","mz_cloud",852894.162114074
"1,3-Divinyl-2-imidazolidinone","sc023","mz_cloud",510732.415494712
"1,3-Divinyl-2-imidazolidinone","sc15","mz_cloud",1174156.87275571
"1,3-Divinyl-2-imidazolidinone","sc16","mz_cloud",647450.654128287
"1,3-Indandione","sc009","kps_psychoactive_substances_v2",2794421.91619316
"1,3-Indandione","sc012","kps_psychoactive_substances_v2",657789.981040617
"1,4-Benzenediamine","sc020","kps_pharmaceuticals_oct22",2006676.36885514
"1,5-Ditetrahydro-1H-pyrrol-1-ylpentane-1,5-dione","sc014","mz_cloud",2774919.15659891
"1,5-Ditetrahydro-1H-pyrrol-1-ylpentane-1,5-dione","sc15","mz_cloud",1879982.98045053
"1,8-Diazabicyclo [5.4.0]undec-7-ene","sc003","mz_cloud",1035910.21370119
"1,8-Diazabicyclo [5.4.0]undec-7-ene","sc004","mz_cloud",846102.926006238
"1,8-Diazabicyclo [5.4.0]undec-7-ene","sc008","mz_cloud",273095.946363887
"1,8-Diazabicyclo [5.4.0]undec-7-ene","sc011","mz_cloud",694181.561420695
"1,8-Diazabicyclo [5.4.0]undec-7-ene","sc012","mz_cloud",141539.081396733
"1,8-Diazabicyclo [5.4.0]undec-7-ene","sc18","mz_cloud",556326.644948501
"1-(1,3,3-Trimethyl-2,3-dihydro-1H-indol-2-yliden)acetone","sc014","mz_cloud",11259069.2669038
"1-(1,3,3-Trimethyl-2,3-dihydro-1H-indol-2-yliden)acetone","sc023","mz_cloud",1442613.57617896
"1-(1,3,3-Trimethyl-2,3-dihydro-1H-indol-2-yliden)acetone","sc15","mz_cloud",8109825.2556028
"1-(2,3-Dichlorophenyl)piperazine","sc007","mz_cloud",3166072.54843997
"1-(2,6-Dichlorophenyl)-2-indolinone","sc004","mz_cloud",421689.08399183
"1-(2,6-Dichlorophenyl)-2-indolinone","sc007","mz_cloud",1179773.08930813
"1-(2,7-Dimethylpyrazolo[1,5-a]pyrimidin-6-yl)ethan-1-one","sc003","mz_cloud",257466.724287248
"1-(2,7-Dimethylpyrazolo[1,5-a]pyrimidin-6-yl)ethan-1-one","sc004","mz_cloud",1884476.15336187
"1-(2,7-Dimethylpyrazolo[1,5-a]pyrimidin-6-yl)ethan-1-one","sc007","mz_cloud",2199597.55653128
"1-(2,7-Dimethylpyrazolo[1,5-a]pyrimidin-6-yl)ethan-1-one","sc008","mz_cloud",536384.463912308
"1-(2,7-Dimethylpyrazolo[1,5-a]pyrimidin-6-yl)ethan-1-one","sc020","mz_cloud",1742356.52841759
"1-(2,7-Dimethylpyrazolo[1,5-a]pyrimidin-6-yl)ethan-1-one","sc16","mz_cloud",131638.825724828
"1-(2-methoxy-4-nitrophenyl)pyrrolidine","sc009","mz_cloud",2643372.23049839
"1-(2-methoxy-4-nitrophenyl)pyrrolidine","sc014","mz_cloud",2999041.36318529
"1-(2-methoxy-4-nitrophenyl)pyrrolidine","sc15","mz_cloud",3595094.5353079
"1-(3-Trifluoromethylphenyl)piperazine","sc023","mz_cloud",929123.598491032
"1-(3-Trifluoromethylphenyl)piperazine","sc15","mz_cloud",873935.772986476
"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one","sc010","mz_cloud",333857.315624605
"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one","sc011","mz_cloud",629508.694866583
"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one","sc020","mz_cloud",167652.070992511
"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one","sc18","mz_cloud",252908.73550973
"1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one","sc008","mz_cloud",376985.859095436
"1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one","sc18","mz_cloud",499923.613906598
"1-(4-Methoxyphenoxy)-3-[(2-{[4-(trifluoromethyl)pyrimidin-2-yl]amino}ethyl)amino]propan-2-ol","sc18","mz_cloud",581105.484078699
"1-(4-benzylpiperazino)-2-(pyridin-2-ylamino)propan-1-one","sc001","mz_cloud",254075.725943106
"1-(4-benzylpiperazino)-2-(pyridin-2-ylamino)propan-1-one","sc005","mz_cloud",729911.961988014
"1-(4-benzylpiperazino)-2-(pyridin-2-ylamino)propan-1-one","sc010","mz_cloud",692356.074411235
"1-(4-benzylpiperazino)-2-(pyridin-2-ylamino)propan-1-one","sc011","mz_cloud",195076.799995258
"1-(4-benzylpiperazino)-2-(pyridin-2-ylamino)propan-1-one","sc014","mz_cloud",1156371.73091306
"1-(4-benzylpiperazino)-2-(pyridin-2-ylamino)propan-1-one","sc18","mz_cloud",1206031.58355769
"1-(4-chlorophenyl)-3-[2-(3-pyridyl)-1,3-thiazol-4-yl]-1H-pyrazol-5-amine","sc014","mz_cloud",1036899.44187076
"1-(4-chlorophenyl)-3-[2-(3-pyridyl)-1,3-thiazol-4-yl]-1H-pyrazol-5-amine","sc15","mz_cloud",1393627.32690324
"1-(4-methyl-2-pyridyl)pyrrolidine-2,5-dione","sc003","mz_cloud",1220084.72657695
"1-(4-methyl-2-pyridyl)pyrrolidine-2,5-dione","sc007","mz_cloud",1315788.92191876
"1-Androstenedione","sc003","kps_psychoactive_substances_v2",2796419.37608217
"1-Androstenedione","sc004","kps_psychoactive_substances_v2",4067615.48017047
"1-Dodecyl-2-pyrrolidinone","qc15x","mz_cloud",2872512.38050269
"1-Dodecyl-2-pyrrolidinone","sc001","mz_cloud",2569204.03198431
"1-Dodecyl-2-pyrrolidinone","sc002","mz_cloud",1995683.83783008
