"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",283535.775321322,"lecheng spring surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",5437216.05690414,"palapye wwtp (eff) waste water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",7468252.80747757,"palapye wwtp surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",1086451.3794461,"lotsane dam surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",1685561.08193056,"francistown wwtp surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",1329601.67543801,"kasane wwtp (main) surface water"
1416,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.45,248.15259,249.15987,8.831,"kps_pharmaceuticals_oct22",6375046.56265175,"kasane wwtp (overflow) surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",1890109.48299386,"kasane (main) surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",1896162.64525497,"kasane (recreational) surface water"
1416,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.45,248.15259,249.15987,8.831,"kps_pharmaceuticals_oct22",272483.540268837,"maun beach (before) surface water"
1781,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.43,248.15258,249.15986,9.202,"kps_pharmaceuticals_oct22",1740884.59985037,"maun beach (after) surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",4002354.41182235,"maun wwtp (main) waste water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",4784021.11389697,"glen valley (reclamation) surface water"
1153,"(S)-(-)-Pindolol","C14 H20 N2 O2",0.42,248.15258,249.15986,9.453,"kps_pharmaceuticals_oct22",7666668.08211282,"glen valley (recreational) surface water"
1239,"(S)-Rolipram","C16 H21 N O3",0.24,275.15221,276.15949,8.754,"kps_pharmaceuticals_oct22",2785666.185034,"maun wwtp (main) waste water"
1239,"(S)-Rolipram","C16 H21 N O3",0.24,275.15221,276.15949,8.754,"kps_pharmaceuticals_oct22",2487542.97549102,"glen valley (recreational) surface water"
7731,"(S)-Warfarin","C19 H16 O4",-1.97,308.10425,331.09346,5.214,"kps_pharmaceuticals_oct22",853692.522055182,"lotsane dam surface water"
5971,"(Z)-Hexadec-9-enoic acid","C16 H30 O2",0.39,254.22468,255.23196,20.666,"kps_pharmaceuticals_oct22",1423565.2356219,"francistown wwtp surface water"
8568,"1,10-Phenanthroline","C12 H8 N2",0.4,180.06882,181.0761,8.701,"kps_pharmaceuticals_oct22",336708.810110292,"francistown wwtp surface water"
5419,"1,10-Phenanthroline","C12 H8 N2",0.37,180.06881,181.07609,8.161,"kps_pharmaceuticals_oct22",1637891.10817944,"maun wwtp (main) waste water"
782,"1,2-Benzodiazepine","C9 H8 N2",0.63,144.06884,145.07612,9.908,"kps_pharmaceuticals_oct22",9569260.25402835,"francistown wwtp surface water"
5983,"1,3-Dimethylbutylamine","C6 H15 N",1.97,101.12065,102.12793,1.336,"kps_pharmaceuticals_oct22",377141.592953737,"lecheng stream surface water"
5983,"1,3-Dimethylbutylamine","C6 H15 N",1.97,101.12065,102.12793,1.336,"kps_pharmaceuticals_oct22",327845.631397625,"lecheng spring surface water"
4020,"1,3-Dimethylbutylamine","C6 H15 N",2,101.12065,102.12793,1.622,"kps_pharmaceuticals_oct22",1550100.57824554,"palapye wwtp (eff) waste water"
4020,"1,3-Dimethylbutylamine","C6 H15 N",2,101.12065,102.12793,1.622,"kps_pharmaceuticals_oct22",1585432.62370165,"palapye wwtp surface water"
4020,"1,3-Dimethylbutylamine","C6 H15 N",2,101.12065,102.12793,1.622,"kps_pharmaceuticals_oct22",812927.460347879,"lotsane dam surface water"
4020,"1,3-Dimethylbutylamine","C6 H15 N",2,101.12065,102.12793,1.622,"kps_pharmaceuticals_oct22",1911756.66375667,"francistown wwtp surface water"
4020,"1,3-Dimethylbutylamine","C6 H15 N",2,101.12065,102.12793,1.622,"kps_pharmaceuticals_oct22",1774040.15874703,"kasane wwtp (overflow) surface water"
5983,"1,3-Dimethylbutylamine","C6 H15 N",1.97,101.12065,102.12793,1.336,"kps_pharmaceuticals_oct22",1271698.59429796,"kasane (main) surface water"
4020,"1,3-Dimethylbutylamine","C6 H15 N",2,101.12065,102.12793,1.622,"kps_pharmaceuticals_oct22",1704201.96169805,"kasane (recreational) surface water"
5983,"1,3-Dimethylbutylamine","C6 H15 N",1.97,101.12065,102.12793,1.336,"kps_pharmaceuticals_oct22",294569.60833981,"maun beach (before) surface water"
4020,"1,3-Dimethylbutylamine","C6 H15 N",2,101.12065,102.12793,1.622,"kps_pharmaceuticals_oct22",2261832.85465541,"maun beach (after) surface water"
2915,"1,3-Dimethylbutylamine","C6 H15 N",1.98,101.12065,102.12793,2.122,"kps_pharmaceuticals_oct22",3273781.00157009,"glen valley (reclamation) surface water"
4671,"1,4-Benzenediamine","C6 H8 N2",1.6,108.06892,109.0762,1.773,"kps_pharmaceuticals_oct22",2006676.36885514,"glen valley (reclamation) surface water"
6043,"1-Methyladenine","C6 H7 N5",0.61,149.07024,150.07751,2.094,"kps_pharmaceuticals_oct22",510547.65344774,"kasane wwtp (overflow) surface water"
6043,"1-Methyladenine","C6 H7 N5",0.61,149.07024,150.07751,2.094,"kps_pharmaceuticals_oct22",1396144.04564241,"maun beach (after) surface water"
6043,"1-Methyladenine","C6 H7 N5",0.61,149.07024,150.07751,2.094,"kps_pharmaceuticals_oct22",718475.374061436,"maun wwtp (main) waste water"
2337,"1-Methylcytosine","C5 H7 N3 O",1.06,125.05904,126.06632,4.154,"kps_pharmaceuticals_oct22",3276657.45610503,"palapye wwtp (eff) waste water"
2337,"1-Methylcytosine","C5 H7 N3 O",1.06,125.05904,126.06632,4.154,"kps_pharmaceuticals_oct22",4106727.83892645,"palapye wwtp surface water"
2337,"1-Methylcytosine","C5 H7 N3 O",1.06,125.05904,126.06632,4.154,"kps_pharmaceuticals_oct22",3249147.13584472,"glen valley (reclamation) surface water"
6089,"1-Naphthaleneacetic acid","C12 H10 O2",0.36,186.06815,187.07542,18.805,"kps_pharmaceuticals_oct22",1377403.13292499,"palapye wwtp surface water"
3220,"1-anthrylamine","C14 H11 N",0.24,193.0892,194.09647,13.863,"kps_pharmaceuticals_oct22",2055660.90546826,"palapye wwtp (eff) waste water"
3220,"1-anthrylamine","C14 H11 N",0.24,193.0892,194.09647,13.863,"kps_pharmaceuticals_oct22",2970775.93227892,"palapye wwtp surface water"
3220,"1-anthrylamine","C14 H11 N",0.24,193.0892,194.09647,13.863,"kps_pharmaceuticals_oct22",821528.242105195,"francistown wwtp surface water"
3220,"1-anthrylamine","C14 H11 N",0.24,193.0892,194.09647,13.863,"kps_pharmaceuticals_oct22",1491225.91456478,"kasane wwtp (main) surface water"
3220,"1-anthrylamine","C14 H11 N",0.24,193.0892,194.09647,13.863,"kps_pharmaceuticals_oct22",1123247.48076133,"glen valley (reclamation) surface water"
3220,"1-anthrylamine","C14 H11 N",0.24,193.0892,194.09647,13.863,"kps_pharmaceuticals_oct22",1231863.21293762,"glen valley (recreational) surface water"
390,"1-oleoylglycerol","C21 H40 O4",-0.09,356.29263,379.28184,21.633,"kps_pharmaceuticals_oct22",17233452.844663,"palapye wwtp (eff) waste water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",26510070.7594852,"palapye wwtp (eff) waste water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",46248625.2309241,"palapye wwtp surface water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",27375619.2441031,"francistown wwtp surface water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",15043917.5848183,"kasane wwtp (main) surface water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",1647234.28018501,"kasane wwtp (overflow) surface water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",692780.624353076,"kasane (main) surface water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",2339808.49325826,"maun beach (before) surface water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",2499191.39262607,"maun beach (after) surface water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",3948865.29886509,"maun wwtp (main) waste water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",17056686.6684942,"glen valley (reclamation) surface water"
123,"17beta-Estradiol","C18 H24 O2",0.35,272.17773,273.18498,18.959,"kps_pharmaceuticals_oct22",5634229.47249029,"glen valley (recreational) surface water"
4380,"2',5'-Dideoxyuridine","C9 H12 N2 O4",0.32,212.07977,213.08702,7.936,"kps_pharmaceuticals_oct22",1818272.82988926,"palapye wwtp (eff) waste water"
4380,"2',5'-Dideoxyuridine","C9 H12 N2 O4",0.32,212.07977,213.08702,7.936,"kps_pharmaceuticals_oct22",2157202.89591147,"palapye wwtp surface water"
4380,"2',5'-Dideoxyuridine","C9 H12 N2 O4",0.32,212.07977,213.08702,7.936,"kps_pharmaceuticals_oct22",670469.017041923,"glen valley (reclamation) surface water"
1277,"2-Aminophenol","C6 H7 N O",1.52,109.05293,110.06021,1.777,"kps_pharmaceuticals_oct22",7016597.22657559,"francistown wwtp surface water"
5575,"2-Aminophenol","C6 H7 N O",1.52,109.05293,110.06021,5.262,"kps_pharmaceuticals_oct22",812818.697622665,"kasane wwtp (overflow) surface water"
4390,"2-Aminophenol","C6 H7 N O",1.47,109.05292,110.0602,4.304,"kps_pharmaceuticals_oct22",2151121.48016954,"maun beach (after) surface water"
6741,"2-Hydroxytryptophan","C11 H12 N2 O3",0.47,220.0849,221.09217,5.45,"kps_pharmaceuticals_oct22",332635.609091147,"lecheng spring surface water"
6741,"2-Hydroxytryptophan","C11 H12 N2 O3",0.47,220.0849,221.09217,5.45,"kps_pharmaceuticals_oct22",867042.595960549,"kasane wwtp (overflow) surface water"
4801,"2-Mercaptopyridine","C5 H5 N S",1.46,111.01443,112.02171,5.583,"kps_pharmaceuticals_oct22",518749.245850288,"kasane wwtp (overflow) surface water"
4801,"2-Mercaptopyridine","C5 H5 N S",1.46,111.01443,112.02171,5.583,"kps_pharmaceuticals_oct22",1668854.21501012,"maun wwtp (main) waste water"
4801,"2-Mercaptopyridine","C5 H5 N S",1.46,111.01443,112.02171,5.583,"kps_pharmaceuticals_oct22",399942.076609684,"glen valley (reclamation) surface water"
4801,"2-Mercaptopyridine","C5 H5 N S",1.46,111.01443,112.02171,5.583,"kps_pharmaceuticals_oct22",1020716.3876506,"glen valley (recreational) surface water"
3348,"2-Methoxyphenol","C7 H8 O2",0.98,124.05255,125.05983,7.355,"kps_pharmaceuticals_oct22",2844055.57172098,"kasane wwtp (overflow) surface water"
3348,"2-Methoxyphenol","C7 H8 O2",0.98,124.05255,125.05983,7.355,"kps_pharmaceuticals_oct22",2431660.75657583,"maun beach (after) surface water"
9740,"2-Oxobutyric acid","C4 H6 O3",1.8,102.03188,103.03915,20.481,"kps_pharmaceuticals_oct22",117973.970022194,"kasane (main) surface water"
3981,"2-Oxobutyric acid","C4 H6 O3",1.87,102.03188,103.03916,20.024,"kps_pharmaceuticals_oct22",2335405.83989388,"maun wwtp (main) waste water"
3981,"2-Oxobutyric acid","C4 H6 O3",1.87,102.03188,103.03916,20.024,"kps_pharmaceuticals_oct22",2122503.01006439,"glen valley (reclamation) surface water"
6781,"2-Phenoxyethanol","C8 H10 O2",0.58,138.06816,139.07545,5.783,"kps_pharmaceuticals_oct22",1138368.56937859,"kasane wwtp (overflow) surface water"
4060,"2-Quinolinecarboxylic acid","C10 H7 N O2",0.33,173.04774,174.05501,11.544,"kps_pharmaceuticals_oct22",1083549.72068073,"palapye wwtp (eff) waste water"
4060,"2-Quinolinecarboxylic acid","C10 H7 N O2",0.33,173.04774,174.05501,11.544,"kps_pharmaceuticals_oct22",1659792.10424967,"palapye wwtp surface water"
4060,"2-Quinolinecarboxylic acid","C10 H7 N O2",0.33,173.04774,174.05501,11.544,"kps_pharmaceuticals_oct22",2342945.98482718,"francistown wwtp surface water"
6561,"2-Quinolinecarboxylic acid","C10 H7 N O2",0.31,173.04773,174.05501,8.253,"kps_pharmaceuticals_oct22",497122.821329221,"glen valley (reclamation) surface water"
717,"2-benzylideneheptanal","C14 H18 O",0.08,202.13578,203.14305,14.011,"kps_pharmaceuticals_oct22",4985958.15248152,"palapye wwtp (eff) waste water"
717,"2-benzylideneheptanal","C14 H18 O",0.08,202.13578,203.14305,14.011,"kps_pharmaceuticals_oct22",3715811.83885596,"palapye wwtp surface water"
717,"2-benzylideneheptanal","C14 H18 O",0.08,202.13578,203.14305,14.011,"kps_pharmaceuticals_oct22",7307255.18538849,"francistown wwtp surface water"
717,"2-benzylideneheptanal","C14 H18 O",0.08,202.13578,203.14305,14.011,"kps_pharmaceuticals_oct22",11505321.0026365,"glen valley (reclamation) surface water"
717,"2-benzylideneheptanal","C14 H18 O",0.08,202.13578,203.14305,14.011,"kps_pharmaceuticals_oct22",6252777.8172049,"glen valley (recreational) surface water"
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",435253.128736347,"lecheng stream surface water"
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",1445868.62630652,"lecheng spring surface water"
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",815216.478311178,"lotsane dam surface water"
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",452114.065417126,"francistown wwtp surface water"
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",1081526.64947342,"kasane wwtp (main) surface water"
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",4967694.85496531,"kasane wwtp (overflow) surface water"
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",1867406.63446979,"kasane (main) surface water"
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",1795813.77106648,"kasane (recreational) surface water"
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",1702007.10288363,"maun beach (before) surface water"
1573,"2-iodobenzylthio group","C7 H7 I S",0.69,249.93149,250.93879,1.112,"kps_pharmaceuticals_oct22",3641528.55660845,"maun beach (after) surface water"
9474,"2-oxo-3-pentenoic acid","C5 H6 O3",0.87,114.03179,115.03913,1.277,"kps_pharmaceuticals_oct22",159046.986990287,"kasane (main) surface water"
9474,"2-oxo-3-pentenoic acid","C5 H6 O3",0.87,114.03179,115.03913,1.277,"kps_pharmaceuticals_oct22",288690.939159974,"kasane (recreational) surface water"
5646,"2-thiophenebutyric acid","C8 H10 O2 S",0.37,170.04021,171.04749,9.759,"kps_pharmaceuticals_oct22",1075592.75221447,"palapye wwtp surface water"
5646,"2-thiophenebutyric acid","C8 H10 O2 S",0.37,170.04021,171.04749,9.759,"kps_pharmaceuticals_oct22",1375496.96362628,"francistown wwtp surface water"
3790,"3,4-Dimethylphenol","C8 H10 O",0.63,122.07324,262.18026,9.418,"kps_pharmaceuticals_oct22",1785403.3362193,"palapye wwtp (eff) waste water"
3790,"3,4-Dimethylphenol","C8 H10 O",0.63,122.07324,262.18026,9.418,"kps_pharmaceuticals_oct22",2519163.16450545,"palapye wwtp surface water"
459,"3,4-Dimethylphenol","C8 H10 O",1.09,122.0733,123.08058,15.188,"kps_pharmaceuticals_oct22",1273054.30803189,"kasane wwtp (main) surface water"
654,"3,4-Dimethylphenol","C8 H10 O",1.08,122.0733,123.08057,11.999,"kps_pharmaceuticals_oct22",3055304.71629033,"kasane (main) surface water"
3867,"3,4-Dimethylphenol","C8 H10 O",1.05,122.07329,123.08058,9.105,"kps_pharmaceuticals_oct22",1533580.27632661,"glen valley (recreational) surface water"
1725,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",0.02,207.12593,208.13321,6.167,"kps_pharmaceuticals_oct22",333099.667253685,"lecheng spring surface water"
350,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",-0.02,207.12592,208.13321,4.038,"kps_pharmaceuticals_oct22",5595415.00685865,"palapye wwtp surface water"
7062,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",0.07,207.12594,208.13322,13.694,"kps_pharmaceuticals_oct22",935027.465514199,"kasane wwtp (main) surface water"
1128,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",0.01,207.12593,208.13321,7.027,"kps_pharmaceuticals_oct22",7786638.28167413,"kasane wwtp (overflow) surface water"
1725,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",0.02,207.12593,208.13321,6.167,"kps_pharmaceuticals_oct22",906040.937363919,"maun beach (after) surface water"
350,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",-0.02,207.12592,208.13321,4.038,"kps_pharmaceuticals_oct22",9320104.16762158,"maun wwtp (main) waste water"
350,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",-0.02,207.12592,208.13321,4.038,"kps_pharmaceuticals_oct22",3733660.97297507,"glen valley (reclamation) surface water"
350,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",-0.02,207.12592,208.13321,4.038,"kps_pharmaceuticals_oct22",7572119.22027593,"glen valley (recreational) surface water"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",0.25,192.06477,193.07205,6.768,"kps_pharmaceuticals_oct22",3911454.14035313,"palapye wwtp (eff) waste water"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",0.25,192.06477,193.07205,6.768,"kps_pharmaceuticals_oct22",3234345.5338269,"palapye wwtp surface water"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",0.25,192.06477,193.07205,6.768,"kps_pharmaceuticals_oct22",4128101.99090148,"francistown wwtp surface water"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",0.25,192.06477,193.07205,6.768,"kps_pharmaceuticals_oct22",1376901.54123494,"kasane wwtp (main) surface water"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",0.25,192.06477,193.07205,6.768,"kps_pharmaceuticals_oct22",11125110.9008495,"glen valley (reclamation) surface water"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",0.25,192.06477,193.07205,6.768,"kps_pharmaceuticals_oct22",1997840.03960531,"glen valley (recreational) surface water"
6292,"4-Aminotetrahydrobiopterin","C9 H16 N6 O2",1.47,240.13383,241.1411,14.497,"kps_pharmaceuticals_oct22",879985.641324115,"palapye wwtp (eff) waste water"
6292,"4-Aminotetrahydrobiopterin","C9 H16 N6 O2",1.47,240.13383,241.1411,14.497,"kps_pharmaceuticals_oct22",1004534.09656906,"francistown wwtp surface water"
3943,"4-Aminotetrahydrobiopterin","C9 H16 N6 O2",1.56,240.13385,241.14113,12.619,"kps_pharmaceuticals_oct22",2421165.5618608,"kasane wwtp (overflow) surface water"
7599,"4-Aminotetrahydrobiopterin","C9 H16 N6 O2",1.59,240.13386,241.14113,16.714,"kps_pharmaceuticals_oct22",895616.091459606,"kasane (main) surface water"
6292,"4-Aminotetrahydrobiopterin","C9 H16 N6 O2",1.47,240.13383,241.1411,14.497,"kps_pharmaceuticals_oct22",329838.391699079,"maun beach (before) surface water"
5927,"4-Aminotetrahydrobiopterin","C9 H16 N6 O2",1.51,240.13384,241.14111,9.46,"kps_pharmaceuticals_oct22",1171588.16545953,"glen valley (reclamation) surface water"
467,"4-Heptylphenol","C13 H20 O",0.27,192.15147,193.15874,15.875,"kps_pharmaceuticals_oct22",2523642.00644961,"lecheng stream surface water"
467,"4-Heptylphenol","C13 H20 O",0.27,192.15147,193.15874,15.875,"kps_pharmaceuticals_oct22",3035215.49221261,"palapye wwtp surface water"
467,"4-Heptylphenol","C13 H20 O",0.27,192.15147,193.15874,15.875,"kps_pharmaceuticals_oct22",3678585.04885432,"lotsane dam surface water"
467,"4-Heptylphenol","C13 H20 O",0.27,192.15147,193.15874,15.875,"kps_pharmaceuticals_oct22",1407489.57289196,"kasane (main) surface water"
5317,"4-Hydroxyandrostenedione","C19 H26 O3",0.32,302.18829,303.19552,17.257,"kps_pharmaceuticals_oct22",516501.493003459,"lecheng spring surface water"
3047,"4-Hydroxyandrostenedione","C19 H26 O3",0.46,302.18833,303.1956,14.342,"kps_pharmaceuticals_oct22",2793705.77749399,"palapye wwtp (eff) waste water"
2182,"4-Hydroxyandrostenedione","C19 H26 O3",0.54,302.18836,303.19563,13.998,"kps_pharmaceuticals_oct22",3262712.41845336,"palapye wwtp surface water"
4417,"4-Hydroxybenzoic acid","C7 H6 O3",0.7,138.03179,139.03907,20.176,"kps_pharmaceuticals_oct22",1523237.2603446,"lecheng stream surface water"
4417,"4-Hydroxybenzoic acid","C7 H6 O3",0.7,138.03179,139.03907,20.176,"kps_pharmaceuticals_oct22",1472437.02338002,"lecheng spring surface water"
4417,"4-Hydroxybenzoic acid","C7 H6 O3",0.7,138.03179,139.03907,20.176,"kps_pharmaceuticals_oct22",1472029.97258934,"palapye wwtp (eff) waste water"
4417,"4-Hydroxybenzoic acid","C7 H6 O3",0.7,138.03179,139.03907,20.176,"kps_pharmaceuticals_oct22",1351846.89614958,"palapye wwtp surface water"
4417,"4-Hydroxybenzoic acid","C7 H6 O3",0.7,138.03179,139.03907,20.176,"kps_pharmaceuticals_oct22",1439913.81730579,"lotsane dam surface water"
4417,"4-Hydroxybenzoic acid","C7 H6 O3",0.7,138.03179,139.03907,20.176,"kps_pharmaceuticals_oct22",1494474.09400807,"kasane wwtp (main) surface water"
4417,"4-Hydroxybenzoic acid","C7 H6 O3",0.7,138.03179,139.03907,20.176,"kps_pharmaceuticals_oct22",1434963.32402322,"kasane wwtp (overflow) surface water"
4417,"4-Hydroxybenzoic acid","C7 H6 O3",0.7,138.03179,139.03907,20.176,"kps_pharmaceuticals_oct22",1295900.38746376,"kasane (main) surface water"
4417,"4-Hydroxybenzoic acid","C7 H6 O3",0.7,138.03179,139.03907,20.176,"kps_pharmaceuticals_oct22",1644818.56670047,"kasane (recreational) surface water"
4417,"4-Hydroxybenzoic acid","C7 H6 O3",0.7,138.03179,139.03907,20.176,"kps_pharmaceuticals_oct22",1752469.81854197,"maun beach (after) surface water"
